entry_key,metrics_overfit_ratio,metrics_return_per_bar,metrics_test_trade_count,metrics_train_return_per_bar,numeric_entry_params_max_setup_hold_bars,numeric_entry_params_threshold_pct,tbm_params_active_trail_sl,tbm_params_exit_on_close,tbm_params_max_holding_bars,tbm_params_sl_mult,tbm_params_sl_trail_mult,tbm_params_time_decay_mult,tbm_params_time_decay_sl,tbm_params_tp_mult,tbm_params_tp_trail_mult
max_setup_hold_bars=11.0|threshold_pct=0.22,0.831,2.519632965173565,24,2.093119285218018,11.0,0.22,False,True,25,5.4,4.9,7.7,False,0.6,0.05
max_setup_hold_bars=14.0|threshold_pct=0.22,1.045,1.7808313179990243,33,1.8611287577619773,14.0,0.22,False,True,13,5.9,5.4,0.1,True,1.3000000000000003,0.060000000000000005
max_setup_hold_bars=18.0|threshold_pct=0.22,1.073,1.7336781408733806,48,1.8605371899997494,18.0,0.22,False,True,18,7.300000000000001,8.7,6.6,False,1.3000000000000003,0.01
max_setup_hold_bars=22.0|threshold_pct=0.22,1.28,1.3436528006568573,68,1.720430391806359,22.0,0.22,False,True,23,7.7,4.0,2.9000000000000004,False,1.3000000000000003,0.01
max_setup_hold_bars=28.0|threshold_pct=0.22,1.184,1.315719824035306,82,1.557962540221065,28.0,0.22,False,True,23,7.500000000000001,3.7,2.4000000000000004,False,1.3000000000000003,0.05
max_setup_hold_bars=35.0|threshold_pct=0.22,1.049,1.1557428521617517,101,1.2120671306787456,35.0,0.22,False,True,24,6.7,6.500000000000001,5.1,False,1.7000000000000002,0.01
max_setup_hold_bars=7.0|threshold_pct=0.25,0.497,6.169357234011896,9,3.0682007745858506,7.0,0.25,True,True,18,3.9000000000000004,4.5,6.9,False,1.5000000000000002,0.15000000000000002
max_setup_hold_bars=9.0|threshold_pct=0.25,0.781,3.254446255891391,11,2.5407857581774924,9.0,0.25,False,True,5,7.9,9.5,2.2,False,4.2,0.63
max_setup_hold_bars=11.0|threshold_pct=0.25,0.495,4.28007947492729,14,2.1191856749934335,11.0,0.25,False,True,7,5.800000000000001,0.5,3.4000000000000004,False,1.6,0.26
max_setup_hold_bars=14.0|threshold_pct=0.25,0.804,2.099173670570389,22,1.6870449165243466,14.0,0.25,False,True,4,7.800000000000001,1.6,1.9000000000000001,False,4.1,0.11
max_setup_hold_bars=18.0|threshold_pct=0.25,0.828,2.516692915235274,32,2.083098256422172,18.0,0.25,True,True,25,7.9,10.0,7.9,False,1.4000000000000001,0.04
max_setup_hold_bars=22.0|threshold_pct=0.25,0.821,2.0183984802574493,49,1.6566775036152448,22.0,0.25,True,True,18,6.000000000000001,6.7,0.2,True,0.8,0.04
max_setup_hold_bars=28.0|threshold_pct=0.25,0.855,1.751825923554025,57,1.4974931310260926,28.0,0.25,False,True,18,8.0,6.9,4.8,False,0.8,0.01
max_setup_hold_bars=35.0|threshold_pct=0.25,0.856,1.2554822058913877,72,1.0742560482671595,35.0,0.25,False,True,25,6.800000000000001,1.8,4.0,False,1.8000000000000003,0.17
max_setup_hold_bars=7.0|threshold_pct=0.28,0.474,6.841946342012046,8,3.240138107505431,7.0,0.28,False,True,7,5.1000000000000005,4.4,6.5,False,1.8000000000000003,0.13
max_setup_hold_bars=9.0|threshold_pct=0.28,0.499,6.147098992574869,9,3.0671034026360484,9.0,0.28,True,True,7,6.000000000000001,4.2,4.9,False,1.3000000000000003,0.05
max_setup_hold_bars=11.0|threshold_pct=0.28,0.424,5.762401879924418,10,2.444503059748687,11.0,0.28,True,True,24,4.2,9.4,3.2,False,0.8,0.11
max_setup_hold_bars=14.0|threshold_pct=0.28,0.536,4.1464273675404355,14,2.2214719370875207,14.0,0.28,False,True,21,5.300000000000001,5.300000000000001,1.7000000000000002,False,0.8,0.15000000000000002
max_setup_hold_bars=18.0|threshold_pct=0.28,0.546,3.4751738335831495,22,1.8987817030381131,18.0,0.28,True,True,24,7.000000000000001,7.000000000000001,0.4,True,0.8,0.06999999999999999
max_setup_hold_bars=22.0|threshold_pct=0.28,0.714,2.225285180376235,36,1.5897580744744184,22.0,0.28,True,True,7,5.9,4.5,0.2,False,1.5000000000000002,0.25
max_setup_hold_bars=28.0|threshold_pct=0.28,0.821,2.0502245633341665,47,1.6832194008878767,28.0,0.28,True,True,25,6.7,6.1000000000000005,5.0,False,1.0,0.060000000000000005
max_setup_hold_bars=35.0|threshold_pct=0.28,0.898,1.532666894696578,59,1.376113511559714,35.0,0.28,False,True,24,7.1000000000000005,9.7,8.0,False,1.3000000000000003,0.21000000000000002
max_setup_hold_bars=9.0|threshold_pct=0.32,0.478,7.499395750350109,8,3.5848920391172436,9.0,0.32,False,True,23,6.9,9.5,7.1,False,0.8,0.01
max_setup_hold_bars=11.0|threshold_pct=0.32,0.351,7.750362225156778,8,2.720817260577179,11.0,0.32,True,True,22,5.000000000000001,9.299999999999999,5.9,False,0.9,0.11
max_setup_hold_bars=14.0|threshold_pct=0.32,0.371,7.53143650005918,9,2.7924583374418157,14.0,0.32,False,True,11,2.7,5.2,4.3999999999999995,False,0.8,0.05
max_setup_hold_bars=18.0|threshold_pct=0.32,0.403,5.348810239036921,15,2.1555553008499,18.0,0.32,False,True,23,6.500000000000001,1.7,2.6,False,0.9,0.09
max_setup_hold_bars=22.0|threshold_pct=0.32,0.567,3.6155616145800114,25,2.051661572654512,22.0,0.32,True,True,23,6.1000000000000005,5.9,3.5000000000000004,False,0.8,0.08
max_setup_hold_bars=28.0|threshold_pct=0.32,0.615,2.773900221907399,32,1.7050912886978058,28.0,0.32,True,True,23,7.1000000000000005,6.800000000000001,6.8,False,0.8,0.26
max_setup_hold_bars=35.0|threshold_pct=0.32,0.73,2.0940990411517277,40,1.5281579062262298,35.0,0.32,False,True,20,7.6000000000000005,7.2,5.6,False,1.3000000000000003,0.01
max_setup_hold_bars=18.0|threshold_pct=0.36,0.326,5.5599423276931,10,1.8128427865449117,18.0,0.36,False,True,20,5.6000000000000005,4.5,3.3000000000000003,False,1.5000000000000002,0.09999999999999999
max_setup_hold_bars=22.0|threshold_pct=0.36,0.546,3.419576851788699,17,1.8670067516464457,22.0,0.36,False,True,25,6.6000000000000005,8.299999999999999,1.5000000000000002,False,1.3000000000000003,0.06999999999999999
max_setup_hold_bars=28.0|threshold_pct=0.36,0.545,3.366844447947898,20,1.8346095152826025,28.0,0.36,True,True,24,6.9,8.4,0.6,True,1.1,0.03
max_setup_hold_bars=35.0|threshold_pct=0.36,0.707,2.3243952682254787,23,1.6422017965697167,35.0,0.36,False,True,21,6.000000000000001,6.6000000000000005,7.7,False,1.5000000000000002,0.09999999999999999
max_setup_hold_bars=18.0|threshold_pct=0.4,1.438,1.6171245312855251,10,2.3258111593117325,18.0,0.4,False,True,8,2.6000000000000005,7.300000000000001,4.3999999999999995,False,1.2000000000000002,0.8200000000000001
max_setup_hold_bars=22.0|threshold_pct=0.4,0.516,4.895590278537687,12,2.5270156620511606,22.0,0.4,False,True,25,5.9,9.0,2.7,False,1.4000000000000001,0.09999999999999999
max_setup_hold_bars=28.0|threshold_pct=0.4,0.378,4.887013404942277,12,1.849374116013171,28.0,0.4,False,True,20,8.0,2.1,3.8000000000000003,False,1.4000000000000001,0.11
max_setup_hold_bars=35.0|threshold_pct=0.4,0.49,3.2425126170800014,17,1.5896347005059586,35.0,0.4,False,True,24,7.4,3.3000000000000003,0.6,False,1.5000000000000002,0.29000000000000004
max_setup_hold_bars=1.0|threshold_pct=0.02,1.517,0.7350650236486412,224,1.1150071897446134,1.0,0.02,True,True,19,7.800000000000001,8.7,0.1,False,1.0,0.060000000000000005
max_setup_hold_bars=2.0|threshold_pct=0.02,1.562,0.6576505724301249,307,1.0272855777619265,2.0,0.02,False,True,18,6.4,3.7,2.1,False,1.0,0.01
max_setup_hold_bars=4.0|threshold_pct=0.02,1.295,0.7465813267152752,439,0.9666936740047393,4.0,0.02,True,True,25,7.300000000000001,7.7,4.8,False,1.1,0.2
