entry_key,metrics_overfit_ratio,metrics_return_per_bar,metrics_test_trade_count,metrics_train_return_per_bar,numeric_entry_params_bb_period,numeric_entry_params_bb_std,numeric_entry_params_max_setup_hold_bars,tbm_params_active_trail_sl,tbm_params_exit_on_close,tbm_params_max_holding_bars,tbm_params_sl_mult,tbm_params_sl_trail_mult,tbm_params_time_decay_mult,tbm_params_time_decay_sl,tbm_params_tp_mult,tbm_params_tp_trail_mult
bb_period=10.0|bb_std=2.5|max_setup_hold_bars=5.0,0.36,1.1280782408244578,90,0.40565956381270957,10.0,2.5,5.0,True,True,11,5.300000000000001,9.0,2.6,False,1.8000000000000003,0.04
bb_period=10.0|bb_std=2.5|max_setup_hold_bars=7.0,0.497,1.0229184965592593,112,0.5084875461833283,10.0,2.5,7.0,False,True,21,3.4000000000000004,4.800000000000001,5.9,False,1.0,0.18000000000000002
bb_period=10.0|bb_std=2.5|max_setup_hold_bars=10.0,0.44,0.2140120367622063,147,0.0942696539531518,10.0,2.5,10.0,False,True,25,6.000000000000001,6.6000000000000005,1.8000000000000003,False,3.8000000000000003,0.73
bb_period=10.0|bb_std=2.5|max_setup_hold_bars=15.0,0.677,0.4015985981258677,273,0.27195558870741265,10.0,2.5,15.0,True,True,20,4.4,6.6000000000000005,7.3,False,0.8,0.46
bb_period=10.0|bb_std=2.5|max_setup_hold_bars=20.0,0.568,0.5317101164712292,361,0.3019071811073026,10.0,2.5,20.0,False,True,18,7.7,2.0,4.8,False,1.4000000000000001,0.41000000000000003
bb_period=10.0|bb_std=2.8|max_setup_hold_bars=3.0,0.097,2.5478387213980285,34,0.24633449032702143,10.0,2.8,3.0,False,True,19,4.4,9.0,2.2,False,0.7000000000000001,0.24000000000000002
bb_period=10.0|bb_std=2.8|max_setup_hold_bars=5.0,0.18,1.0763673001984841,55,0.19408378380074193,10.0,2.8,5.0,False,True,7,7.9,8.4,3.0000000000000004,False,3.4000000000000004,0.4
bb_period=10.0|bb_std=2.8|max_setup_hold_bars=7.0,0.284,1.3933507974010735,65,0.3958124344676779,10.0,2.8,7.0,True,True,23,7.000000000000001,7.500000000000001,5.3,False,1.6,0.18000000000000002
bb_period=10.0|bb_std=2.8|max_setup_hold_bars=10.0,0.11,1.1098060143014787,95,0.12249330626891627,10.0,2.8,10.0,True,True,13,8.0,4.4,0.9,True,1.0,0.16
bb_period=10.0|bb_std=2.8|max_setup_hold_bars=15.0,0.309,0.6425326360753679,160,0.19865319344938998,10.0,2.8,15.0,True,True,21,6.7,7.500000000000001,5.2,False,1.3000000000000003,0.6
bb_period=10.0|bb_std=2.8|max_setup_hold_bars=20.0,0.644,0.46239051169891304,227,0.2976380513877337,10.0,2.8,20.0,True,True,25,8.0,7.300000000000001,3.6,False,2.1,0.4
bb_period=10.0|bb_std=3.2|max_setup_hold_bars=3.0,0.053,1.242573904311635,11,0.06587438340830594,10.0,3.2,3.0,True,True,17,7.6000000000000005,3.8000000000000003,2.5000000000000004,False,1.1,0.44
bb_period=10.0|bb_std=3.2|max_setup_hold_bars=5.0,0.447,0.7214522419415603,20,0.3226865329753781,10.0,3.2,5.0,True,True,11,8.0,6.7,4.9,False,0.6,0.01
bb_period=10.0|bb_std=3.2|max_setup_hold_bars=7.0,0.25,0.28795375553492647,25,0.07192123933305586,10.0,3.2,7.0,False,True,20,6.000000000000001,7.500000000000001,6.8,False,1.7000000000000002,0.74
bb_period=10.0|bb_std=3.2|max_setup_hold_bars=10.0,0.244,0.3963880683136239,38,0.09684636123130692,10.0,3.2,10.0,False,True,20,6.7,4.6000000000000005,1.5000000000000002,False,0.8,0.4
bb_period=10.0|bb_std=3.5|max_setup_hold_bars=5.0,0.455,0.4709960591981787,12,0.21452498311637588,10.0,3.5,5.0,False,True,11,5.800000000000001,2.0,1.6,False,0.7000000000000001,0.43
bb_period=10.0|bb_std=3.5|max_setup_hold_bars=7.0,0.857,0.48116053257054137,16,0.41251358439268243,10.0,3.5,7.0,False,True,21,4.5,9.1,3.5000000000000004,False,0.8,0.25
bb_period=10.0|bb_std=3.5|max_setup_hold_bars=10.0,0.17,0.14639881006841202,24,0.02483178964568203,10.0,3.5,10.0,False,True,16,6.6000000000000005,4.300000000000001,0.1,True,4.9,0.17
bb_period=10.0|bb_std=3.5|max_setup_hold_bars=15.0,0.297,0.381578261140867,46,0.11346768648579326,10.0,3.5,15.0,False,True,15,7.000000000000001,2.8000000000000003,4.0,False,1.5000000000000002,0.44
bb_period=14.0|bb_std=1.5|max_setup_hold_bars=3.0,0.926,0.8701583823943697,194,0.8059895289897062,14.0,1.5,3.0,False,True,14,8.0,7.6000000000000005,0.6,False,1.3000000000000003,0.12
bb_period=14.0|bb_std=1.5|max_setup_hold_bars=5.0,0.955,0.8088843690910245,252,0.7728323834390269,14.0,1.5,5.0,True,True,13,7.800000000000001,9.8,0.2,False,1.4000000000000001,0.23
bb_period=14.0|bb_std=1.5|max_setup_hold_bars=7.0,1.118,0.7063962069095595,296,0.7898205030659147,14.0,1.5,7.0,False,True,16,6.9,3.3000000000000003,2.1,False,1.7000000000000002,0.14
bb_period=14.0|bb_std=1.5|max_setup_hold_bars=10.0,1.227,0.6139416865238918,357,0.7530820783409284,14.0,1.5,10.0,True,True,23,7.2,4.6000000000000005,1.3000000000000003,True,1.2000000000000002,0.15000000000000002
bb_period=14.0|bb_std=1.5|max_setup_hold_bars=15.0,1.141,0.38263749197502933,468,0.43670177600254767,14.0,1.5,15.0,False,True,16,7.300000000000001,0.30000000000000004,6.1,False,2.1,0.31
bb_period=14.0|bb_std=1.5|max_setup_hold_bars=20.0,1.525,0.45469777417352303,571,0.6933276720196329,14.0,1.5,20.0,False,True,16,6.800000000000001,3.3000000000000003,0.30000000000000004,False,0.8,0.01
bb_period=14.0|bb_std=1.8|max_setup_hold_bars=3.0,0.735,0.8475025763896994,118,0.6230261536000596,14.0,1.8,3.0,False,True,21,5.6000000000000005,0.2,0.1,True,1.3000000000000003,0.45
bb_period=14.0|bb_std=1.8|max_setup_hold_bars=5.0,1.028,0.7347629752741331,167,0.7551112107386639,14.0,1.8,5.0,False,True,23,5.2,3.7,2.2,False,2.0,0.01
bb_period=14.0|bb_std=1.8|max_setup_hold_bars=7.0,1.532,0.33723457608929036,228,0.5166759731813921,14.0,1.8,7.0,False,True,6,5.1000000000000005,6.7,4.5,False,3.2,0.42000000000000004
bb_period=14.0|bb_std=1.8|max_setup_hold_bars=10.0,1.089,0.633244715748418,278,0.6895684993396237,14.0,1.8,10.0,True,True,20,6.4,8.1,5.6,False,1.2000000000000002,0.35000000000000003
bb_period=14.0|bb_std=1.8|max_setup_hold_bars=15.0,1.788,0.1549844665466793,423,0.2771547303344928,14.0,1.8,15.0,True,True,6,6.300000000000001,4.300000000000001,6.9,False,0.30000000000000004,0.03
bb_period=14.0|bb_std=1.8|max_setup_hold_bars=20.0,1.192,0.485571283567076,499,0.5788571009109889,14.0,1.8,20.0,True,True,15,5.6000000000000005,6.500000000000001,5.7,False,1.1,0.01
bb_period=14.0|bb_std=2.0|max_setup_hold_bars=3.0,0.493,1.2450698764706094,85,0.6136558837251911,14.0,2.0,3.0,False,True,25,6.1000000000000005,6.4,7.7,False,1.5000000000000002,0.02
bb_period=14.0|bb_std=2.0|max_setup_hold_bars=5.0,0.592,0.5583162112373772,132,0.33052198484333095,14.0,2.0,5.0,False,True,23,5.000000000000001,6.800000000000001,1.0,True,2.0,0.54
bb_period=14.0|bb_std=2.0|max_setup_hold_bars=7.0,0.96,0.732328296305544,171,0.7032593611992229,14.0,2.0,7.0,False,True,17,7.7,7.6000000000000005,3.1,False,1.5000000000000002,0.19
bb_period=14.0|bb_std=2.0|max_setup_hold_bars=10.0,0.998,0.5405664075380696,225,0.5395487491043788,14.0,2.0,10.0,False,True,25,8.0,0.30000000000000004,0.5,False,2.0,0.5
bb_period=14.0|bb_std=2.0|max_setup_hold_bars=15.0,0.745,0.4404212850052534,344,0.3281343112239161,14.0,2.0,15.0,True,True,22,6.800000000000001,5.800000000000001,2.9000000000000004,False,2.1,0.37
bb_period=14.0|bb_std=2.0|max_setup_hold_bars=20.0,1.149,0.30876721768883897,452,0.3547221977804868,14.0,2.0,20.0,False,True,20,6.6000000000000005,5.000000000000001,1.3000000000000003,True,1.1,0.16
bb_period=14.0|bb_std=2.2|max_setup_hold_bars=3.0,0.499,0.9832964059848341,60,0.4902945108383353,14.0,2.2,3.0,False,True,25,8.0,8.2,1.8000000000000003,False,1.9000000000000001,0.59
bb_period=14.0|bb_std=2.2|max_setup_hold_bars=5.0,0.319,1.0871565764663247,100,0.34672791185739454,14.0,2.2,5.0,True,True,11,7.9,9.9,5.5,False,0.6,0.01
bb_period=14.0|bb_std=2.2|max_setup_hold_bars=7.0,1.101,0.5783721805283804,125,0.6369399837730887,14.0,2.2,7.0,False,True,21,8.0,3.3000000000000003,0.1,True,2.5000000000000004,0.03
