entry_key,metrics_overfit_ratio,metrics_return_per_bar,metrics_test_trade_count,metrics_train_return_per_bar,numeric_entry_params_atr_factor,numeric_entry_params_atr_period,numeric_entry_params_max_setup_hold_bars,tbm_params_active_trail_sl,tbm_params_exit_on_close,tbm_params_max_holding_bars,tbm_params_sl_mult,tbm_params_sl_trail_mult,tbm_params_time_decay_mult,tbm_params_time_decay_sl,tbm_params_tp_mult,tbm_params_tp_trail_mult
atr_factor=3.8|atr_period=14.0|max_setup_hold_bars=20.0,0.817,0.8976010180683812,122,0.7329306837644173,3.8,14.0,20.0,False,True,15,7.6000000000000005,0.5,3.5000000000000004,False,1.1,0.06999999999999999
atr_factor=4.0|atr_period=14.0|max_setup_hold_bars=5.0,0.264,5.810886933250024,9,1.5316127752276938,4.0,14.0,5.0,False,True,7,4.9,7.6000000000000005,4.7,False,4.7,0.15000000000000002
atr_factor=4.0|atr_period=14.0|max_setup_hold_bars=7.0,0.446,3.067498847750222,18,1.3675991429039094,4.0,14.0,7.0,True,True,23,7.9,10.0,0.2,False,0.8,0.11
atr_factor=4.0|atr_period=14.0|max_setup_hold_bars=10.0,0.427,1.7537463312995045,38,0.7493830963361735,4.0,14.0,10.0,True,True,19,6.000000000000001,4.0,0.30000000000000004,True,0.7000000000000001,0.060000000000000005
atr_factor=4.0|atr_period=14.0|max_setup_hold_bars=15.0,0.604,1.1155793320184297,66,0.6733465673461468,4.0,14.0,15.0,False,True,24,7.6000000000000005,4.1000000000000005,7.2,False,1.8000000000000003,0.18000000000000002
atr_factor=4.0|atr_period=14.0|max_setup_hold_bars=20.0,0.894,0.8438099794342255,112,0.7544317480043429,4.0,14.0,20.0,False,True,25,8.0,7.800000000000001,1.0,False,1.5000000000000002,0.21000000000000002
atr_factor=4.25|atr_period=14.0|max_setup_hold_bars=5.0,0.393,5.104306146907973,10,2.0068956228478143,4.25,14.0,5.0,True,True,8,3.6000000000000005,4.4,2.1,False,0.5,0.09999999999999999
atr_factor=4.25|atr_period=14.0|max_setup_hold_bars=7.0,0.474,3.3179743374358313,15,1.5735185198542094,4.25,14.0,7.0,False,True,7,4.300000000000001,2.9000000000000004,7.2,False,0.7000000000000001,0.05
atr_factor=4.25|atr_period=14.0|max_setup_hold_bars=10.0,0.332,1.337299191644312,29,0.4441955493700472,4.25,14.0,10.0,False,True,7,5.6000000000000005,9.5,0.5,True,3.7,0.35000000000000003
atr_factor=4.25|atr_period=14.0|max_setup_hold_bars=15.0,0.619,1.0532413470349986,60,0.6515301014121269,4.25,14.0,15.0,False,True,14,7.7,5.2,5.9,False,0.8,0.32
atr_factor=4.25|atr_period=14.0|max_setup_hold_bars=20.0,0.978,0.8842627659678671,104,0.8649988866037727,4.25,14.0,20.0,False,True,17,7.1000000000000005,3.2,2.9000000000000004,False,0.9,0.01
atr_factor=4.5|atr_period=14.0|max_setup_hold_bars=5.0,0.374,5.393977289373951,10,2.017804811432683,4.5,14.0,5.0,True,True,6,3.5000000000000004,3.1000000000000005,4.3999999999999995,False,4.3,0.14
atr_factor=4.5|atr_period=14.0|max_setup_hold_bars=7.0,0.493,3.458835525470443,15,1.7064630380878323,4.5,14.0,7.0,False,True,7,6.800000000000001,7.2,6.6,False,0.8,0.02
atr_factor=4.5|atr_period=14.0|max_setup_hold_bars=10.0,0.448,1.545407338334139,26,0.6918985712780046,4.5,14.0,10.0,True,True,22,4.5,5.000000000000001,2.8000000000000003,False,1.3000000000000003,0.38
atr_factor=4.5|atr_period=14.0|max_setup_hold_bars=15.0,0.746,1.5238926489321867,49,1.136866895978054,4.5,14.0,15.0,False,True,20,4.2,9.9,3.4000000000000004,False,0.9,0.05
atr_factor=4.5|atr_period=14.0|max_setup_hold_bars=20.0,1.041,1.009571510916895,90,1.0504712343460934,4.5,14.0,20.0,True,True,25,7.6000000000000005,6.9,3.4000000000000004,False,0.9,0.09999999999999999
atr_factor=5.0|atr_period=14.0|max_setup_hold_bars=5.0,1.421,2.0457606136672206,8,2.9079535803741785,5.0,14.0,5.0,True,True,6,7.1000000000000005,5.4,1.6,False,1.8000000000000003,0.78
atr_factor=5.0|atr_period=14.0|max_setup_hold_bars=7.0,0.593,4.564006545833801,12,2.7078197939900144,5.0,14.0,7.0,True,True,6,6.300000000000001,4.5,6.7,False,3.9000000000000004,0.27
atr_factor=5.0|atr_period=14.0|max_setup_hold_bars=10.0,0.477,1.8744771013996249,22,0.8936243410793459,5.0,14.0,10.0,False,True,6,6.500000000000001,3.4000000000000004,6.8,False,2.0,0.45
atr_factor=5.0|atr_period=14.0|max_setup_hold_bars=15.0,0.599,1.9538418164803695,33,1.1698212866243463,5.0,14.0,15.0,True,True,16,6.4,4.7,3.6,False,1.5000000000000002,0.02
atr_factor=5.0|atr_period=14.0|max_setup_hold_bars=20.0,1.587,0.7051791815184842,58,1.1194676896577176,5.0,14.0,20.0,True,True,24,2.3000000000000003,9.4,2.9000000000000004,False,1.5000000000000002,0.04
atr_factor=5.5|atr_period=14.0|max_setup_hold_bars=10.0,1.021,0.46011674119035545,15,0.4697794349557531,5.5,14.0,10.0,True,True,6,5.9,8.5,4.6,False,2.3000000000000003,1.0
atr_factor=5.5|atr_period=14.0|max_setup_hold_bars=15.0,0.401,2.5662507247980844,24,1.029275771848389,5.5,14.0,15.0,False,True,20,8.0,5.500000000000001,0.1,False,1.6,0.11
atr_factor=5.5|atr_period=14.0|max_setup_hold_bars=20.0,1.236,1.0449463647691302,44,1.2913532819658413,5.5,14.0,20.0,False,True,17,7.9,6.9,4.9,False,1.5000000000000002,0.03
atr_factor=2.0|atr_period=17.0|max_setup_hold_bars=3.0,0.849,1.0875609812560858,46,0.9238352134116723,2.0,17.0,3.0,False,True,6,5.800000000000001,1.7,7.6,False,3.4000000000000004,0.11
atr_factor=2.0|atr_period=17.0|max_setup_hold_bars=5.0,1.042,0.7353305512342473,88,0.7660242836404034,2.0,17.0,5.0,True,True,6,6.800000000000001,10.0,3.1,False,3.0000000000000004,0.14
atr_factor=2.0|atr_period=17.0|max_setup_hold_bars=7.0,0.927,0.8898244301094915,119,0.8246862946016784,2.0,17.0,7.0,False,True,18,7.4,0.2,7.3,False,1.2000000000000002,0.08
atr_factor=2.0|atr_period=17.0|max_setup_hold_bars=10.0,1.328,0.5103044321849615,173,0.677539607668697,2.0,17.0,10.0,False,True,7,6.300000000000001,2.2,4.8,False,1.8000000000000003,0.13
atr_factor=2.0|atr_period=17.0|max_setup_hold_bars=15.0,1.299,0.5743280847609771,239,0.7463234769427359,2.0,17.0,15.0,False,True,19,5.7,7.300000000000001,2.1,False,1.2000000000000002,0.05
atr_factor=2.0|atr_period=17.0|max_setup_hold_bars=20.0,1.439,0.44385931106257276,291,0.6385406387279076,2.0,17.0,20.0,False,True,19,6.4,9.2,3.1,False,1.2000000000000002,0.4
atr_factor=2.5|atr_period=17.0|max_setup_hold_bars=3.0,0.544,2.1393049246325697,26,1.1646106875504536,2.5,17.0,3.0,False,True,6,5.6000000000000005,8.5,2.4000000000000004,False,2.1,0.04
atr_factor=2.5|atr_period=17.0|max_setup_hold_bars=5.0,0.917,0.9748581645538523,47,0.8937891629430325,2.5,17.0,5.0,False,True,23,7.800000000000001,9.299999999999999,1.6,False,1.7000000000000002,0.22
atr_factor=2.5|atr_period=17.0|max_setup_hold_bars=7.0,1.094,0.8759728041716557,72,0.9581119914329994,2.5,17.0,7.0,False,True,7,6.300000000000001,3.0000000000000004,2.3000000000000003,False,1.4000000000000001,0.09999999999999999
atr_factor=2.5|atr_period=17.0|max_setup_hold_bars=10.0,0.949,0.6260861943762034,109,0.5939325586919936,2.5,17.0,10.0,False,True,7,4.6000000000000005,2.6000000000000005,0.4,True,2.1,0.3
atr_factor=2.5|atr_period=17.0|max_setup_hold_bars=15.0,1.097,0.5808398741606692,167,0.6374128400609993,2.5,17.0,15.0,True,True,25,6.2,9.7,7.7,False,1.4000000000000001,0.34
atr_factor=2.5|atr_period=17.0|max_setup_hold_bars=20.0,1.385,0.4365455746000625,226,0.6045719878219803,2.5,17.0,20.0,True,True,18,7.7,5.4,0.1,False,1.2000000000000002,0.11
atr_factor=3.0|atr_period=17.0|max_setup_hold_bars=3.0,1.245,1.0120604396799782,16,1.2600311619507705,3.0,17.0,3.0,True,True,5,3.5000000000000004,8.799999999999999,1.8000000000000003,False,4.1,0.77
atr_factor=3.0|atr_period=17.0|max_setup_hold_bars=5.0,0.726,1.5328770178113145,31,1.112259545983135,3.0,17.0,5.0,True,True,22,3.9000000000000004,8.799999999999999,5.9,False,0.7000000000000001,0.04
atr_factor=3.0|atr_period=17.0|max_setup_hold_bars=7.0,1.108,0.9856868679918485,48,1.0921422279028925,3.0,17.0,7.0,True,True,10,6.1000000000000005,7.4,0.4,False,0.8,0.12
atr_factor=3.0|atr_period=17.0|max_setup_hold_bars=10.0,1.2,0.7367546856654571,83,0.8842031497804094,3.0,17.0,10.0,False,True,18,7.800000000000001,5.300000000000001,1.2000000000000002,False,0.8,0.060000000000000005
atr_factor=3.0|atr_period=17.0|max_setup_hold_bars=15.0,2.005,0.3496051573532321,131,0.7011320050523236,3.0,17.0,15.0,False,True,14,6.300000000000001,6.2,0.5,False,1.1,0.06999999999999999
atr_factor=3.0|atr_period=17.0|max_setup_hold_bars=20.0,2.701,0.254747064660925,178,0.6880309557510584,3.0,17.0,20.0,False,True,23,7.500000000000001,3.3000000000000003,6.3,False,1.0,0.28
atr_factor=3.5|atr_period=17.0|max_setup_hold_bars=3.0,0.202,5.683470782853429,9,1.1466457672336934,3.5,17.0,3.0,True,True,23,3.7,7.300000000000001,6.9,False,1.5000000000000002,0.12
atr_factor=3.5|atr_period=17.0|max_setup_hold_bars=5.0,0.287,3.1066556998333423,17,0.8929648890752674,3.5,17.0,5.0,False,True,7,2.6000000000000005,4.6000000000000005,5.8,False,4.9,0.26
atr_factor=3.5|atr_period=17.0|max_setup_hold_bars=7.0,0.554,1.9452496753643045,26,1.0774942139492036,3.5,17.0,7.0,False,True,7,6.500000000000001,1.1,5.5,False,1.3000000000000003,0.08
atr_factor=3.5|atr_period=17.0|max_setup_hold_bars=10.0,0.444,1.3131670099455695,57,0.5829699301484688,3.5,17.0,10.0,False,True,9,6.9,4.5,3.2,False,1.2000000000000002,0.01
atr_factor=3.5|atr_period=17.0|max_setup_hold_bars=15.0,0.78,0.8826425936492567,100,0.6881662397964942,3.5,17.0,15.0,True,True,20,7.7,7.4,8.0,False,0.9,0.05
atr_factor=3.5|atr_period=17.0|max_setup_hold_bars=20.0,0.817,0.746088135755691,140,0.6099231358857187,3.5,17.0,20.0,True,True,24,7.7,9.4,4.7,False,1.4000000000000001,0.06999999999999999
atr_factor=3.8|atr_period=17.0|max_setup_hold_bars=5.0,0.335,3.949261159571643,13,1.3218167185870224,3.8,17.0,5.0,True,True,19,7.300000000000001,7.6000000000000005,7.3,False,2.0,0.05
atr_factor=3.8|atr_period=17.0|max_setup_hold_bars=7.0,0.419,2.407552621214015,20,1.0092520570958108,3.8,17.0,7.0,True,True,23,5.4,5.500000000000001,6.1,False,2.0,0.05
atr_factor=3.8|atr_period=17.0|max_setup_hold_bars=10.0,0.442,1.5590608877419285,42,0.6893998759934589,3.8,17.0,10.0,True,True,15,5.500000000000001,7.1000000000000005,1.3000000000000003,False,0.8,0.18000000000000002
atr_factor=3.8|atr_period=17.0|max_setup_hold_bars=15.0,0.698,1.025903520916015,78,0.7159411400638392,3.8,17.0,15.0,False,True,18,5.7,1.9000000000000001,3.1,False,1.0,0.13
atr_factor=3.8|atr_period=17.0|max_setup_hold_bars=20.0,0.916,0.7589254567714555,124,0.6952638478720035,3.8,17.0,20.0,False,True,25,8.0,8.6,4.6,False,1.3000000000000003,0.11
atr_factor=4.0|atr_period=17.0|max_setup_hold_bars=5.0,0.264,3.8092519825062583,10,1.0048657694870824,4.0,17.0,5.0,True,True,7,2.3000000000000003,2.8000000000000003,4.8,False,4.1,0.44
atr_factor=4.0|atr_period=17.0|max_setup_hold_bars=7.0,0.339,3.2174722879601516,17,1.0920907120537606,4.0,17.0,7.0,True,True,18,7.1000000000000005,8.799999999999999,8.0,False,1.0,0.05
atr_factor=4.0|atr_period=17.0|max_setup_hold_bars=10.0,0.397,1.9762332418193236,33,0.7842483547959682,4.0,17.0,10.0,False,True,25,5.800000000000001,2.6000000000000005,0.4,True,1.0,0.04
atr_factor=4.0|atr_period=17.0|max_setup_hold_bars=15.0,0.537,1.0206983860660088,68,0.5478564399571152,4.0,17.0,15.0,False,True,13,7.9,9.6,2.9000000000000004,False,0.8,0.14
atr_factor=4.0|atr_period=17.0|max_setup_hold_bars=20.0,0.664,0.9024591560486855,110,0.599359847381141,4.0,17.0,20.0,False,True,13,5.4,3.2,0.1,False,1.0,0.06999999999999999
atr_factor=4.25|atr_period=17.0|max_setup_hold_bars=5.0,0.266,5.381987336333847,10,1.4289691632297998,4.25,17.0,5.0,True,True,23,4.4,7.2,0.30000000000000004,False,0.8,0.14
atr_factor=4.25|atr_period=17.0|max_setup_hold_bars=7.0,0.356,3.43039631615439,16,1.2224881168997392,4.25,17.0,7.0,True,True,24,4.0,3.6000000000000005,3.2,False,0.8,0.060000000000000005
atr_factor=4.25|atr_period=17.0|max_setup_hold_bars=10.0,0.302,2.0196796492662137,33,0.6106648644240034,4.25,17.0,10.0,False,True,16,4.6000000000000005,5.2,3.7,False,0.9,0.3
atr_factor=4.25|atr_period=17.0|max_setup_hold_bars=15.0,0.567,1.4135146473215865,56,0.8008261459339635,4.25,17.0,15.0,True,True,20,7.500000000000001,5.2,4.3999999999999995,False,1.1,0.05
atr_factor=4.25|atr_period=17.0|max_setup_hold_bars=20.0,0.631,1.104659255676667,101,0.6970002610541794,4.25,17.0,20.0,False,True,25,7.500000000000001,4.9,6.4,False,1.2000000000000002,0.15000000000000002
atr_factor=4.5|atr_period=17.0|max_setup_hold_bars=5.0,0.291,5.283811257399078,10,1.5386487692929747,4.5,17.0,5.0,True,True,24,5.6000000000000005,7.500000000000001,6.6,False,0.9,0.13
atr_factor=4.5|atr_period=17.0|max_setup_hold_bars=7.0,0.38,3.5734276405676604,14,1.358087796812729,4.5,17.0,7.0,False,True,15,5.500000000000001,2.6000000000000005,4.3999999999999995,False,1.4000000000000001,0.04
atr_factor=4.5|atr_period=17.0|max_setup_hold_bars=10.0,0.396,2.0808620061605403,28,0.8246487991403461,4.5,17.0,10.0,False,True,25,3.7,2.2,3.0000000000000004,False,1.6,0.05
atr_factor=4.5|atr_period=17.0|max_setup_hold_bars=15.0,0.625,1.4154011340153376,48,0.883986817918771,4.5,17.0,15.0,False,True,25,7.4,4.800000000000001,0.5,False,0.6,0.01
atr_factor=4.5|atr_period=17.0|max_setup_hold_bars=20.0,0.723,1.1231582673851215,84,0.812369078456923,4.5,17.0,20.0,False,True,21,7.7,6.1000000000000005,0.30000000000000004,True,1.6,0.06999999999999999
atr_factor=5.0|atr_period=17.0|max_setup_hold_bars=5.0,1.507,1.9222159332296314,8,2.896493777326741,5.0,17.0,5.0,False,True,6,1.7,2.7,7.3,False,2.8000000000000003,0.93
atr_factor=5.0|atr_period=17.0|max_setup_hold_bars=7.0,2.417,1.0579594395463507,13,2.55755813937706,5.0,17.0,7.0,True,True,6,2.6000000000000005,9.2,0.5,False,2.9000000000000004,0.81
atr_factor=5.0|atr_period=17.0|max_setup_hold_bars=10.0,0.309,2.8510170200274265,21,0.8803024531753642,5.0,17.0,10.0,False,True,19,7.6000000000000005,2.4000000000000004,7.4,False,1.1,0.08
atr_factor=5.0|atr_period=17.0|max_setup_hold_bars=15.0,0.494,1.9078131216765903,35,0.9427594904593223,5.0,17.0,15.0,True,True,17,7.000000000000001,6.9,1.3000000000000003,False,1.1,0.12
atr_factor=5.0|atr_period=17.0|max_setup_hold_bars=20.0,1.338,0.80521312750844,61,1.0773796524204482,5.0,17.0,20.0,False,True,17,7.7,6.9,7.0,False,1.5000000000000002,0.05
atr_factor=5.5|atr_period=17.0|max_setup_hold_bars=7.0,0.61,3.7691105902025273,10,2.2984630660037846,5.5,17.0,7.0,False,True,6,5.500000000000001,0.6000000000000001,1.2000000000000002,False,2.7,0.68
atr_factor=5.5|atr_period=17.0|max_setup_hold_bars=10.0,0.168,2.870168463537919,15,0.48185118557219003,5.5,17.0,10.0,False,True,22,7.7,1.2,5.5,False,2.0,0.06999999999999999
atr_factor=5.5|atr_period=17.0|max_setup_hold_bars=15.0,0.414,2.19312981379935,27,0.9081122326691276,5.5,17.0,15.0,True,True,6,6.7,4.4,0.8,False,2.4000000000000004,0.05
atr_factor=5.5|atr_period=17.0|max_setup_hold_bars=20.0,1.511,0.4592267364074495,49,0.6940709821723365,5.5,17.0,20.0,True,True,3,3.8000000000000003,10.0,4.9,False,2.6,0.65
atr_factor=2.0|atr_period=20.0|max_setup_hold_bars=3.0,0.95,1.1270343819854014,46,1.0707820127432015,2.0,20.0,3.0,False,True,6,4.7,0.4,5.1,False,2.8000000000000003,0.45
atr_factor=2.0|atr_period=20.0|max_setup_hold_bars=5.0,0.93,1.0795635871832758,87,1.0035000433495442,2.0,20.0,5.0,False,True,25,5.2,7.300000000000001,7.9,False,1.5000000000000002,0.03
atr_factor=2.0|atr_period=20.0|max_setup_hold_bars=7.0,1.05,0.9502641724372549,120,0.9978871916155976,2.0,20.0,7.0,False,True,21,6.300000000000001,4.4,0.8,False,1.4000000000000001,0.01
atr_factor=2.0|atr_period=20.0|max_setup_hold_bars=10.0,1.195,0.6798598238428076,171,0.8122433829752727,2.0,20.0,10.0,False,True,9,6.000000000000001,4.0,1.5000000000000002,False,1.3000000000000003,0.01
atr_factor=2.0|atr_period=20.0|max_setup_hold_bars=15.0,1.245,0.6757439536576999,242,0.8414707857934491,2.0,20.0,15.0,False,True,23,7.2,3.9000000000000004,5.8,False,1.4000000000000001,0.060000000000000005
atr_factor=2.0|atr_period=20.0|max_setup_hold_bars=20.0,1.589,0.487129129937386,296,0.7741569059556354,2.0,20.0,20.0,False,True,16,7.6000000000000005,9.7,5.4,False,0.8,0.01
atr_factor=2.5|atr_period=20.0|max_setup_hold_bars=3.0,0.54,1.9704488545338246,23,1.0649634552181415,2.5,20.0,3.0,False,True,23,6.500000000000001,3.3000000000000003,6.8,False,1.6,0.16
atr_factor=2.5|atr_period=20.0|max_setup_hold_bars=5.0,1.118,0.8968159577755391,46,1.0030352854837346,2.5,20.0,5.0,False,True,25,5.800000000000001,2.8000000000000003,2.8000000000000003,False,1.5000000000000002,0.01
atr_factor=2.5|atr_period=20.0|max_setup_hold_bars=7.0,1.611,0.6370985578587676,74,1.0263176587095093,2.5,20.0,7.0,False,True,8,4.6000000000000005,8.9,1.8000000000000003,False,1.3000000000000003,0.11
atr_factor=2.5|atr_period=20.0|max_setup_hold_bars=10.0,1.374,0.42603985606032024,109,0.5854521090087462,2.5,20.0,10.0,False,True,5,6.7,8.4,0.2,True,4.5,0.17
atr_factor=2.5|atr_period=20.0|max_setup_hold_bars=15.0,1.559,0.4143958358960215,169,0.6458750727635207,2.5,20.0,15.0,True,True,22,3.9000000000000004,4.2,6.8,False,1.1,0.09
atr_factor=2.5|atr_period=20.0|max_setup_hold_bars=20.0,1.705,0.34933008931308945,226,0.5955237098928822,2.5,20.0,20.0,False,True,9,7.7,3.4000000000000004,2.6,False,1.4000000000000001,0.11
atr_factor=3.0|atr_period=20.0|max_setup_hold_bars=3.0,0.322,3.5436345300694367,14,1.141514782065894,3.0,20.0,3.0,False,True,16,6.6000000000000005,0.9000000000000001,6.7,False,1.5000000000000002,0.08
atr_factor=3.0|atr_period=20.0|max_setup_hold_bars=5.0,0.654,1.7422644304216557,29,1.1399124905662499,3.0,20.0,5.0,False,True,24,3.7,0.7,7.6,False,1.3000000000000003,0.04
atr_factor=3.0|atr_period=20.0|max_setup_hold_bars=7.0,0.968,1.1105225402570957,50,1.0751278274255256,3.0,20.0,7.0,False,True,24,5.2,5.1000000000000005,4.6,False,1.3000000000000003,0.25
atr_factor=3.0|atr_period=20.0|max_setup_hold_bars=10.0,0.999,0.7208013807891883,80,0.7200948068479343,3.0,20.0,10.0,True,True,19,4.7,4.300000000000001,6.3,False,0.8,0.01
atr_factor=3.0|atr_period=20.0|max_setup_hold_bars=15.0,1.443,0.5021692950326354,130,0.724774013529459,3.0,20.0,15.0,True,True,23,5.800000000000001,10.0,0.2,False,1.1,0.060000000000000005
atr_factor=3.0|atr_period=20.0|max_setup_hold_bars=20.0,2.06,0.3118152406097456,179,0.6423451030966335,3.0,20.0,20.0,False,True,25,6.9,3.3000000000000003,0.8,False,1.0,0.25
atr_factor=3.5|atr_period=20.0|max_setup_hold_bars=3.0,0.178,5.678874101804671,9,1.0101427035118458,3.5,20.0,3.0,False,True,21,7.7,5.7,6.0,False,1.4000000000000001,0.21000000000000002
atr_factor=3.5|atr_period=20.0|max_setup_hold_bars=5.0,0.359,2.4401641777114094,17,0.8758873979026626,3.5,20.0,5.0,True,True,5,7.7,9.9,5.9,False,4.0,0.53
atr_factor=3.5|atr_period=20.0|max_setup_hold_bars=7.0,0.59,1.8723721157198692,29,1.1041787528628586,3.5,20.0,7.0,True,True,18,7.300000000000001,5.2,2.1,False,1.1,0.06999999999999999
atr_factor=3.5|atr_period=20.0|max_setup_hold_bars=10.0,0.654,1.2143538119604842,62,0.7944987917974939,3.5,20.0,10.0,True,True,22,5.6000000000000005,6.800000000000001,3.2,False,0.8,0.03
atr_factor=3.5|atr_period=20.0|max_setup_hold_bars=15.0,0.914,0.8740558338423318,102,0.7989766733661238,3.5,20.0,15.0,False,True,23,8.0,1.8,3.5000000000000004,False,1.6,0.11
atr_factor=3.5|atr_period=20.0|max_setup_hold_bars=20.0,1.04,0.5404293938536037,149,0.5621195416592308,3.5,20.0,20.0,True,True,18,7.800000000000001,9.8,6.5,False,1.1,0.43
atr_factor=3.8|atr_period=20.0|max_setup_hold_bars=5.0,0.213,4.176588508981954,13,0.8903925930722354,3.8,20.0,5.0,True,True,18,5.300000000000001,8.1,5.7,False,1.5000000000000002,0.03
atr_factor=3.8|atr_period=20.0|max_setup_hold_bars=7.0,0.343,2.5624083036477656,21,0.8795521587819167,3.8,20.0,7.0,False,True,7,6.9,0.6000000000000001,0.8,True,1.3000000000000003,0.19
atr_factor=3.8|atr_period=20.0|max_setup_hold_bars=10.0,0.464,1.6296894236245767,42,0.7557321408045398,3.8,20.0,10.0,True,True,23,4.9,8.6,6.5,False,1.1,0.09999999999999999
atr_factor=3.8|atr_period=20.0|max_setup_hold_bars=15.0,0.619,0.7198206453756386,79,0.4458921293791341,3.8,20.0,15.0,False,True,21,5.6000000000000005,3.8000000000000003,5.4,False,1.1,0.61
atr_factor=3.8|atr_period=20.0|max_setup_hold_bars=20.0,0.776,0.7790894401541238,125,0.6044152001830089,3.8,20.0,20.0,False,True,19,5.800000000000001,2.0,5.5,False,1.1,0.15000000000000002
atr_factor=4.0|atr_period=20.0|max_setup_hold_bars=5.0,0.159,5.395669305709721,10,0.8578958644893192,4.0,20.0,5.0,True,True,7,6.000000000000001,2.6000000000000005,7.6,False,3.5000000000000004,0.37
atr_factor=4.0|atr_period=20.0|max_setup_hold_bars=7.0,0.346,3.1358767793618814,17,1.0842188804029584,4.0,20.0,7.0,False,True,22,3.6000000000000005,4.9,0.4,True,0.9,0.11
atr_factor=4.0|atr_period=20.0|max_setup_hold_bars=10.0,0.352,1.6925631584419893,36,0.5957170479125349,4.0,20.0,10.0,False,True,8,5.500000000000001,7.1000000000000005,0.5,True,1.2000000000000002,0.38
atr_factor=4.0|atr_period=20.0|max_setup_hold_bars=15.0,0.659,0.932271230382333,72,0.6144196469991782,4.0,20.0,15.0,False,True,18,3.0000000000000004,8.799999999999999,2.1,False,1.1,0.13
atr_factor=4.0|atr_period=20.0|max_setup_hold_bars=20.0,0.391,0.5665429746953407,106,0.22125904290723064,4.0,20.0,20.0,False,True,24,7.7,0.2,1.9000000000000001,False,3.1,0.54
atr_factor=4.25|atr_period=20.0|max_setup_hold_bars=5.0,0.266,4.857641540456482,11,1.292081063222404,4.25,20.0,5.0,False,True,23,6.9,6.7,1.1,False,0.9,0.14
atr_factor=4.25|atr_period=20.0|max_setup_hold_bars=7.0,0.314,3.3087863217465747,16,1.0403445128211977,4.25,20.0,7.0,True,True,19,6.4,4.6000000000000005,1.0,True,0.9,0.02
atr_factor=4.25|atr_period=20.0|max_setup_hold_bars=10.0,0.309,2.0064291742558886,33,0.6206383855083347,4.25,20.0,10.0,False,True,22,4.6000000000000005,3.0000000000000004,0.6,False,0.9,0.06999999999999999
atr_factor=4.25|atr_period=20.0|max_setup_hold_bars=15.0,0.502,1.2996404661557708,60,0.6517848430266485,4.25,20.0,15.0,False,True,22,7.1000000000000005,1.2,1.4000000000000001,False,1.1,0.09999999999999999
atr_factor=4.25|atr_period=20.0|max_setup_hold_bars=20.0,0.54,0.9300407376158205,102,0.5024205861386227,4.25,20.0,20.0,False,True,22,7.7,4.7,0.2,False,1.1,0.43
atr_factor=4.5|atr_period=20.0|max_setup_hold_bars=5.0,0.25,5.59012206469307,10,1.398818221934813,4.5,20.0,5.0,True,True,23,7.2,8.9,2.1,True,1.0,0.13
atr_factor=4.5|atr_period=20.0|max_setup_hold_bars=7.0,0.397,3.3065179282572035,16,1.3129392699811606,4.5,20.0,7.0,False,True,20,7.300000000000001,6.800000000000001,3.5000000000000004,False,0.9,0.060000000000000005
atr_factor=4.5|atr_period=20.0|max_setup_hold_bars=10.0,0.232,1.9743720096083741,31,0.4586737123769117,4.5,20.0,10.0,True,True,6,4.0,9.8,5.5,False,2.0,0.08
atr_factor=4.5|atr_period=20.0|max_setup_hold_bars=15.0,0.677,1.3368290745667375,51,0.9056893136817651,4.5,20.0,15.0,True,True,15,3.8000000000000003,4.5,7.2,False,0.9,0.04
atr_factor=4.5|atr_period=20.0|max_setup_hold_bars=20.0,0.646,1.01799936554525,93,0.6576275382489661,4.5,20.0,20.0,True,True,20,5.4,8.2,1.0,False,1.1,0.43
atr_factor=5.0|atr_period=20.0|max_setup_hold_bars=7.0,0.466,4.105456074710798,12,1.912732197230239,5.0,20.0,7.0,True,True,6,4.7,7.9,6.4,False,3.2,0.19
atr_factor=5.0|atr_period=20.0|max_setup_hold_bars=10.0,0.475,2.4162922498777726,20,1.147820833354169,5.0,20.0,10.0,True,True,25,5.2,4.7,3.7,False,0.7000000000000001,0.060000000000000005
atr_factor=5.0|atr_period=20.0|max_setup_hold_bars=15.0,0.813,1.6127018935691875,36,1.3108440774316443,5.0,20.0,15.0,True,True,22,6.4,4.5,4.9,False,0.8,0.01
atr_factor=5.0|atr_period=20.0|max_setup_hold_bars=20.0,1.079,1.0566002608700849,66,1.1399508374714409,5.0,20.0,20.0,False,True,24,3.8000000000000003,6.6000000000000005,7.7,False,0.8,0.12
atr_factor=5.5|atr_period=20.0|max_setup_hold_bars=7.0,0.537,5.064382659225101,10,2.719663308443018,5.5,20.0,7.0,True,True,21,5.7,9.4,2.7,False,1.3000000000000003,0.04
atr_factor=5.5|atr_period=20.0|max_setup_hold_bars=10.0,0.344,1.6787457681549491,15,0.57746317702977,5.5,20.0,10.0,False,True,20,8.0,5.9,3.4000000000000004,False,2.5000000000000004,0.51
atr_factor=5.5|atr_period=20.0|max_setup_hold_bars=15.0,0.357,2.433806440995907,24,0.8679336558889312,5.5,20.0,15.0,False,True,12,4.4,9.9,1.1,False,1.9000000000000001,0.14
atr_factor=5.5|atr_period=20.0|max_setup_hold_bars=20.0,1.039,1.1799882355473863,51,1.225815589339228,5.5,20.0,20.0,False,True,22,7.4,4.9,0.8,False,1.1,0.05
