Date,Adj Close,Close,High,Low,Open,Volume
2021-02-10,55.09954071044922,65.11000061035156,65.4000015258789,63.38999938964844,63.77999877929688,3574100
2021-02-11,54.62564468383789,64.55000305175781,64.98999786376953,62.880001068115234,64.66999816894531,2505400
2021-02-12,54.78643035888672,64.73999786376953,64.77999877929688,63.79999923706055,63.83000183105469,2578100
2021-02-16,56.66510009765625,66.95999908447266,67.7300033569336,65.73999786376953,66.0,4645500
2021-02-17,57.64677429199219,68.12000274658203,68.58000183105469,66.37000274658203,67.30000305175781,3352600
2021-02-18,57.401363372802734,67.83000183105469,68.41000366210938,66.3499984741211,67.77999877929688,3096500
2021-02-19,60.53248977661133,71.52999877929688,72.1500015258789,68.18000030517578,68.2699966430664,5783400
2021-02-22,62.83430480957031,74.25,75.37999725341797,71.62000274658203,71.66999816894531,4771800
2021-02-23,64.15445709228516,75.80999755859375,76.19999694824219,72.77999877929688,75.45999908447266,4794700
2021-02-24,66.14315795898438,78.16000366210938,78.43000030517578,76.25,76.4000015258789,4578400
2021-02-25,66.13470458984375,78.1500015258789,79.45999908447266,77.05000305175781,78.87000274658203,6460800
2021-02-26,65.14457702636719,76.9800033569336,78.02999877929688,73.26000213623047,77.20999908447266,5344400
2021-03-01,65.8385009765625,77.80000305175781,79.19999694824219,77.72000122070312,78.5,2974200
2021-03-02,64.848388671875,76.62999725341797,78.76000213623047,76.58000183105469,77.69000244140625,3458500
2021-03-03,65.6100082397461,77.52999877929688,79.76000213623047,76.97000122070312,77.41000366210938,4145800
2021-03-04,64.62834930419922,76.37000274658203,78.61000061035156,73.80000305175781,78.0,6359300
2021-03-05,66.87937927246094,79.02999877929688,79.05999755859375,74.81999969482422,78.0,4664400
2021-03-08,68.17414855957031,80.55999755859375,82.5999984741211,79.54000091552734,80.0,4834600
2021-03-09,64.80607604980469,76.58000183105469,81.33999633789062,76.51000213623047,79.75,5459600
2021-03-10,68.85960388183594,81.37000274658203,81.5,77.0999984741211,77.5999984741211,4069300
2021-03-11,69.79898071289062,82.4800033569336,84.38999938964844,81.4800033569336,81.55000305175781,4254300
2021-03-12,69.74818420410156,82.41999816894531,83.73999786376953,81.6500015258789,82.87000274658203,2492000
2021-03-15,69.24891662597656,81.83000183105469,83.23999786376953,80.20999908447266,82.70999908447266,2961000
2021-03-16,67.12480926513672,79.31999969482422,80.91999816894531,78.69999694824219,80.5,3793200
2021-03-17,66.97248077392578,79.13999938964844,79.80000305175781,77.08000183105469,78.68000030517578,3556900
2021-03-18,62.36885452270508,73.69999694824219,78.80999755859375,73.5,78.69000244140625,6233000
2021-03-19,62.36885452270508,73.69999694824219,74.97000122070312,72.6500015258789,74.01000213623047,11305400
2021-03-22,61.16717529296875,72.27999877929688,73.62999725341797,71.43000030517578,73.5199966430664,4149100
2021-03-23,59.3054313659668,70.08000183105469,72.16000366210938,69.72000122070312,70.83000183105469,4084700
2021-03-24,60.74405670166016,71.77999877929688,73.44999694824219,71.37999725341797,71.66999816894531,2895500
2021-03-25,61.28565979003906,72.41999816894531,72.80999755859375,69.05000305175781,70.04000091552734,3263000
2021-03-26,61.86958312988281,73.11000061035156,74.66999816894531,71.80000305175781,73.98999786376953,2730800
2021-03-29,60.81174850463867,71.86000061035156,72.97000122070312,70.72000122070312,72.08999633789062,2406200
2021-03-30,60.74405670166016,71.77999877929688,72.87000274658203,70.8499984741211,71.16000366210938,2364700
2021-03-31,60.59172821044922,71.5999984741211,72.41000366210938,70.94999694824219,71.44999694824219,3014500
2021-04-01,63.72286605834961,75.30000305175781,75.33000183105469,71.30999755859375,72.13999938964844,3792700
2021-04-05,63.14741516113281,74.62000274658203,76.19999694824219,73.0999984741211,76.0999984741211,3820200
2021-04-06,62.77507019042969,74.18000030517578,76.95999908447266,73.31999969482422,75.0999984741211,3626100
2021-04-07,62.96970748901367,74.41000366210938,75.25,73.77999877929688,74.33000183105469,2774000
2021-04-08,61.6749267578125,72.87999725341797,73.77999877929688,71.91000366210938,73.41999816894531,4285400
2021-04-09,60.16012573242188,71.08999633789062,73.2300033569336,70.77999877929688,72.55000305175781,3503600
2021-04-12,59.49160385131836,70.30000305175781,72.81999969482422,70.12000274658203,71.93000030517578,3111800
2021-04-13,59.47466659545898,70.27999877929688,70.86000061035156,69.54000091552734,70.12000274658203,3951900
2021-04-14,61.16717529296875,72.27999877929688,73.51000213623047,70.9800033569336,71.12000274658203,3461300
2021-04-15,60.41402053833008,71.38999938964844,72.19999694824219,70.5999984741211,71.80000305175781,2820300
2021-04-16,61.35335922241211,72.5,73.80000305175781,70.94000244140625,72.81999969482422,5629600
2021-04-19,59.95703887939453,70.8499984741211,72.6500015258789,70.16999816894531,72.01000213623047,3653900
2021-04-20,58.12066650390625,68.68000030517578,70.56999969482422,67.61000061035156,70.08000183105469,4263100
2021-04-21,59.49160385131836,70.30000305175781,70.66000366210938,67.43000030517578,67.80000305175781,2644600
2021-04-22,57.951416015625,68.4800033569336,70.58999633789062,68.12999725341797,70.33999633789062,4375000
2021-04-23,59.39004898071289,70.18000030517578,70.44000244140625,68.4000015258789,69.18000030517578,3065700
