Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,39.45500183105469,39.595001220703125,39.224998474121094,39.54499816894531,34.03129196166992,1076600
2015-01-05,39.345001220703125,39.59000015258789,39.025001525878906,39.10499954223633,33.65264892578125,1106200
2015-01-06,39.25,39.345001220703125,38.720001220703125,38.779998779296875,33.372955322265625,1400400
2015-01-07,39.0,39.22999954223633,38.69499969482422,39.21500015258789,33.747318267822266,1085200
2015-01-08,39.45000076293945,40.11000061035156,39.349998474121094,39.9900016784668,34.414268493652344,1665600
2015-01-09,40.0,40.130001068115234,39.68000030517578,39.86000061035156,34.302364349365234,1984800
2015-01-12,39.869998931884766,40.125,39.56999969482422,39.744998931884766,34.20341110229492,973200
2015-01-13,39.994998931884766,40.34000015258789,39.54999923706055,39.834999084472656,34.280853271484375,1264000
2015-01-14,39.53499984741211,40.18000030517578,39.47999954223633,40.084999084472656,34.49600601196289,1205400
2015-01-15,40.310001373291016,40.56999969482422,40.095001220703125,40.40999984741211,34.77568054199219,1213800
2015-01-16,40.415000915527344,41.19499969482422,40.35499954223633,41.16999816894531,35.42972946166992,1350400
2015-01-20,41.244998931884766,41.345001220703125,40.834999084472656,41.244998931884766,35.49425506591797,1380800
2015-01-21,40.994998931884766,41.16999816894531,40.61000061035156,41.14500045776367,35.40821075439453,1357800
2015-01-22,41.244998931884766,41.70000076293945,40.79999923706055,41.69499969482422,35.88153076171875,1434800
2015-01-23,41.58000183105469,41.654998779296875,40.95000076293945,40.994998931884766,35.27912521362305,1165400
2015-01-26,41.05500030517578,41.3849983215332,40.95000076293945,41.375,35.606143951416016,1644200
2015-01-27,40.96500015258789,41.17499923706055,40.65999984741211,41.0099983215332,35.29202651977539,874400
2015-01-28,41.185001373291016,41.35499954223633,40.755001068115234,40.80500030517578,35.115623474121094,1243600
2015-01-29,41.01499938964844,41.36000061035156,40.810001373291016,41.334999084472656,35.571712493896484,1093800
2015-01-30,41.03499984741211,41.20500183105469,40.45500183105469,40.459999084472656,34.81871795654297,1519000
2015-02-02,40.6150016784668,41.040000915527344,40.07500076293945,41.040000915527344,35.3178596496582,3039800
2015-02-03,40.75,41.380001068115234,40.459999084472656,41.345001220703125,35.580322265625,2438800
2015-02-04,41.599998474121094,41.88999938964844,41.41999816894531,41.79999923706055,35.97187805175781,2061000
2015-02-05,41.845001220703125,41.86000061035156,41.279998779296875,41.6150016784668,35.81267547607422,1471800
2015-02-06,41.4900016784668,41.5,40.83000183105469,40.97999954223633,35.40874099731445,1094000
