threshold_pct,max_setup_hold_bars,ctx_dist_ema200,ctx_ema50_slope,ctx_supertrend,ctx_vol_z,ctx_bb_width_ratio,ctx_atr_pct,ctx_rsi,ctx_cmo,ctx_williams_r,ctx_vol_ratio,ctx_vol_sig,ctx_setup_bars,entry_threshold_pct,trades,win_rate,avg_return,avg_hold_bars,return_per_bar,tp_mult,sl_mult,tp_trail_mult,sl_trail_mult,max_holding_bars,time_decay_mult,active_trail_sl,time_decay_sl
0.06,30,-0.419138,-0.041359,0.0,1.8282,0.318168,0.069343,34.309778,-39.769868,-80.009857,1.304962,0.4003,7.887556,0.06,667,74.81,2.4314,11.21,0.881055,1.1,7.25,0.12,4.7,30,0.4,True,True
0.06,35,-0.415087,-0.040628,0.0,1.802529,0.312752,0.068545,34.226559,-40.422412,-80.386853,1.318412,0.410145,8.707246,0.06,690,77.1,2.9754,14.29,1.004496,1.3,8.0,0.060000000000000005,7.4,33,0.30000000000000004,True,True
0.06,40,-0.410874,-0.039735,0.0,1.786781,0.307978,0.067848,34.198469,-40.881601,-80.742774,1.32929,0.414804,9.773743,0.06,716,76.68,3.0267,15.25,0.858361,1.4,7.25,0.25,10.0,43,0.9,True,True
0.06,45,-0.408223,-0.039184,0.0,1.776044,0.304954,0.067366,34.156211,-41.293892,-81.009988,1.359203,0.421769,10.627211,0.06,735,76.87,2.7479,13.54,0.904593,1.3,6.75,0.09,6.9,43,1.0,True,True
0.06,50,-0.406514,-0.038914,0.0,1.782399,0.30364,0.067098,34.101775,-41.558305,-81.140481,1.369956,0.423957,11.041723,0.06,743,78.73,2.8482,14.17,0.932525,1.2000000000000002,7.0,0.05,8.4,48,0.8,True,True
0.07,1,-0.729156,-0.083019,0.0,3.10941,0.615357,0.115414,33.278012,-32.240513,-76.669036,1.266813,0.40367,1.0,0.07,109,76.15,6.5582,10.82,1.83085,1.4,7.0,0.15000000000000002,9.5,19,0.5,True,True
0.07,2,-0.642584,-0.074288,0.0,2.848223,0.555115,0.105684,33.851227,-31.665422,-75.046374,1.304615,0.386667,1.273333,0.07,150,71.33,6.0017,11.12,1.620692,1.4,8.0,0.01,9.299999999999999,50,2.7,True,True
0.07,3,-0.598152,-0.068469,0.0,2.65541,0.514656,0.10001,33.623573,-34.149511,-76.021776,1.340748,0.395238,1.766667,0.07,210,75.24,6.3789,12.66,1.547274,1.5,7.0,0.01,5.000000000000001,27,1.0,True,True
0.07,4,-0.58609,-0.06382,0.0,2.561983,0.480877,0.093993,33.284524,-35.907312,-76.258704,1.346993,0.392996,2.175097,0.07,257,61.87,5.2566,7.52,1.281143,1.4,7.75,0.03,6.500000000000001,43,5.8,True,True
0.07,5,-0.546005,-0.059351,0.0,2.431667,0.451604,0.089727,33.688974,-35.879751,-75.946659,1.314413,0.396104,2.642857,0.07,308,79.87,5.1585,13.55,1.470423,1.2000000000000002,7.5,0.05,9.9,40,0.7000000000000001,True,True
0.07,6,-0.529536,-0.057291,0.0,2.381462,0.434417,0.086841,33.568341,-36.688247,-76.539896,1.299611,0.386707,2.876133,0.07,331,81.27,6.2869,16.44,1.504228,1.4,7.5,0.04,5.500000000000001,49,0.2,True,True
0.07,7,-0.522026,-0.055499,0.0,2.342375,0.421843,0.085055,33.616707,-37.100534,-76.736548,1.320638,0.386555,3.176471,0.07,357,68.07,4.749,8.23,1.228654,1.3,7.5,0.05,5.000000000000001,46,4.3,True,True
0.07,8,-0.525779,-0.054601,0.0,2.293654,0.412304,0.083501,33.637157,-37.263671,-77.023919,1.305592,0.376963,3.492147,0.07,382,76.18,4.3395,12.23,1.333839,1.4,5.0,0.04,5.000000000000001,30,0.6,True,True
0.07,9,-0.517637,-0.052778,0.0,2.216476,0.40052,0.081674,33.554724,-38.183554,-77.488244,1.29758,0.37561,3.868293,0.07,410,72.44,3.9331,11.5,1.052575,1.4,5.0,0.3,6.6000000000000005,30,1.0,True,True
0.07,10,-0.509519,-0.051915,0.0,2.181161,0.392896,0.080509,33.553209,-38.400806,-77.799581,1.296397,0.377358,4.070755,0.07,424,73.11,4.295,12.43,1.205151,1.5,4.75,0.01,5.2,26,0.4,True,True
0.07,12,-0.497146,-0.050072,0.0,2.14746,0.38004,0.078735,33.548155,-39.13066,-78.309487,1.293563,0.378022,4.567033,0.07,455,78.02,5.0258,16.63,1.263555,1.5,5.25,0.04,8.5,46,0.30000000000000004,True,True
0.07,14,-0.48948,-0.04889,0.0,2.112778,0.369934,0.077263,33.551852,-39.573673,-78.887904,1.30605,0.392034,4.985325,0.07,477,60.59,3.8051,7.16,0.915051,1.3,7.5,0.17,5.4,48,6.7,True,True
0.07,16,-0.470658,-0.046898,0.0,2.041941,0.354503,0.075087,33.526322,-40.664803,-79.820472,1.321124,0.39961,5.729045,0.07,513,72.9,3.2391,11.76,1.122179,1.3,7.5,0.12,9.8,23,0.30000000000000004,True,True
0.07,18,-0.459399,-0.045728,0.0,1.998726,0.344971,0.073792,33.599929,-40.956252,-80.166284,1.319302,0.400372,6.258845,0.07,537,70.02,2.8555,9.72,1.019656,1.2000000000000002,7.0,0.03,6.1000000000000005,31,1.5000000000000002,True,True
0.07,20,-0.451964,-0.044298,0.0,1.918521,0.332252,0.072046,33.643144,-41.670521,-80.881929,1.319772,0.397548,7.042032,0.07,571,77.76,3.9655,17.11,1.090587,1.5,6.75,0.03,9.9,44,0.5,True,True
0.07,22,-0.447022,-0.043753,0.0,1.907601,0.328887,0.071574,33.721056,-41.6303,-80.830187,1.334677,0.399312,7.290878,0.07,581,69.19,2.9322,10.2,0.921465,1.3,6.75,0.11,4.7,28,1.4000000000000001,True,True
0.07,25,-0.443703,-0.043232,0.0,1.894957,0.324421,0.070956,33.707848,-41.994114,-81.107464,1.337772,0.407035,7.733668,0.07,597,76.21,3.1113,13.02,1.014883,1.3,7.5,0.09,9.4,50,1.4000000000000001,True,True
0.07,28,-0.440688,-0.042753,0.0,1.886999,0.321651,0.070467,33.666961,-42.308046,-81.345258,1.345086,0.414474,8.075658,0.07,608,72.53,2.6333,10.14,0.868178,1.1,5.25,0.26,9.6,22,0.30000000000000004,True,True
0.07,30,-0.436334,-0.042307,0.0,1.877145,0.318346,0.070076,33.635537,-42.575794,-81.746325,1.346028,0.412903,8.48871,0.07,620,76.29,3.1154,12.39,0.963714,1.3,4.25,0.01,9.4,42,0.8,True,True
0.07,35,-0.430535,-0.041429,0.0,1.843505,0.312429,0.069154,33.582365,-43.211904,-82.10218,1.351845,0.419505,9.456656,0.07,646,69.81,2.3076,7.14,0.822017,0.8,6.75,0.03,8.2,47,2.8000000000000003,True,True
0.07,40,-0.425174,-0.040361,0.0,1.826909,0.306596,0.068291,33.520126,-43.742982,-82.548049,1.364049,0.430473,10.730769,0.07,676,67.75,2.2937,7.54,0.817614,1.0,7.25,0.04,8.0,49,3.6,True,True
0.07,45,-0.422214,-0.039775,0.0,1.8102,0.303544,0.067757,33.494517,-44.089846,-82.75768,1.394525,0.43741,11.620144,0.07,695,72.23,2.4527,11.49,0.785612,1.3,4.25,0.060000000000000005,4.800000000000001,50,1.3000000000000003,True,True
0.07,50,-0.421014,-0.039548,0.0,1.81735,0.302559,0.067537,33.431516,-44.330949,-82.901623,1.410352,0.441595,11.994302,0.07,702,76.5,2.3836,13.55,0.925603,1.2000000000000002,7.25,0.13,7.4,35,0.4,True,True
0.08,1,-0.797494,-0.0906,0.0,3.280392,0.645364,0.121073,32.6999,-34.005743,-78.142252,1.330162,0.4625,1.0,0.08,80,71.25,6.1947,14.76,2.003098,1.4,7.25,0.14,6.000000000000001,38,0.7000000000000001,True,True
0.08,2,-0.700848,-0.079806,0.0,3.028909,0.584813,0.112006,33.554617,-32.82477,-75.609018,1.358739,0.414414,1.279279,0.08,111,69.37,5.0157,11.79,1.72526,1.4,7.25,0.01,5.300000000000001,43,1.7000000000000002,True,True
0.08,3,-0.655555,-0.072111,0.0,2.791006,0.529094,0.105567,33.418576,-35.016956,-76.689034,1.4008,0.422857,1.908571,0.08,175,73.14,5.9123,8.19,1.499807,1.3,8.0,0.08,8.2,12,0.5,True,True
0.08,4,-0.636379,-0.067947,0.0,2.680107,0.49748,0.099709,32.969049,-36.882681,-76.726426,1.407011,0.416667,2.305556,0.08,216,64.35,5.7477,7.59,1.299712,1.3,8.0,0.14,6.6000000000000005,44,5.7,True,True
0.08,5,-0.597347,-0.063197,0.0,2.504313,0.467974,0.095037,33.357225,-36.900031,-76.230961,1.348177,0.406844,2.787072,0.08,263,79.47,5.4828,12.75,1.438105,1.2000000000000002,5.25,0.15000000000000002,8.9,38,0.5,True,True
0.08,6,-0.575514,-0.060882,0.0,2.47413,0.448245,0.091543,33.090318,-38.140937,-77.34531,1.333127,0.397887,3.024648,0.08,284,82.04,6.2831,15.46,1.588574,1.3,7.25,0.01,9.299999999999999,46,0.30000000000000004,True,True
0.08,7,-0.567302,-0.059044,0.0,2.408797,0.435047,0.089548,33.199744,-38.40258,-77.560872,1.346086,0.38835,3.346278,0.08,309,81.23,6.0013,14.65,1.515272,1.3,6.5,0.06999999999999999,6.4,46,0.6,True,True
0.08,8,-0.568382,-0.058459,0.0,2.357216,0.427056,0.088045,33.085142,-38.891181,-78.178566,1.339299,0.390244,3.615854,0.08,328,82.01,6.2782,15.04,1.515319,1.3,7.0,0.14,6.800000000000001,49,0.6,True,True
0.08,9,-0.548972,-0.055979,0.0,2.296633,0.411198,0.085856,33.010796,-39.865044,-78.70838,1.334341,0.391061,4.067039,0.08,358,79.33,6.4704,17.08,1.467438,1.5,5.75,0.04,9.0,46,0.1,True,True
0.08,10,-0.544216,-0.054941,0.0,2.252732,0.403012,0.084369,32.938737,-40.298243,-79.074885,1.331511,0.394667,4.336,0.08,375,81.33,5.1115,11.58,1.364313,1.0,5.5,0.12,6.000000000000001,44,0.4,True,True
0.08,12,-0.524371,-0.052619,0.0,2.209031,0.385497,0.081855,32.947474,-41.17824,-79.754237,1.325561,0.390663,4.896806,0.08,407,78.87,5.4082,15.96,1.245049,1.4,5.25,0.24000000000000002,6.000000000000001,46,0.30000000000000004,True,True
0.08,14,-0.525446,-0.051731,0.0,2.182934,0.378555,0.08094,33.002987,-41.452777,-80.234241,1.332639,0.397163,5.219858,0.08,423,77.54,5.1975,16.48,1.280577,1.5,6.25,0.04,6.1000000000000005,48,0.7000000000000001,True,True
0.08,16,-0.501598,-0.049272,0.0,2.115522,0.361253,0.07844,33.027091,-42.596063,-80.991044,1.351503,0.418655,6.08026,0.08,461,77.01,3.8206,13.28,1.250379,1.3,6.5,0.01,6.9,36,0.7000000000000001,True,True
0.08,18,-0.491358,-0.048033,0.0,2.070382,0.351463,0.076979,33.068523,-43.020239,-81.379344,1.345045,0.418557,6.641237,0.08,485,76.49,3.2542,10.1,1.095209,0.9,5.75,0.04,5.4,41,0.7000000000000001,True,True
0.08,20,-0.481512,-0.046384,0.0,1.988205,0.336756,0.074776,33.082349,-43.901791,-82.107375,1.347558,0.417308,7.511538,0.08,520,80.19,3.9435,11.37,1.127632,1.0,5.75,0.09999999999999999,9.4,46,0.7000000000000001,True,True
0.08,22,-0.473952,-0.045545,0.0,1.964812,0.33186,0.073965,33.195444,-43.816936,-82.070029,1.367108,0.421348,7.88015,0.08,534,78.28,4.2732,16.65,1.135977,1.4,7.5,0.09999999999999999,8.299999999999999,43,0.4,True,True
0.08,25,-0.468881,-0.044897,0.0,1.936989,0.326144,0.073279,33.234574,-43.983479,-82.354647,1.375653,0.432971,8.400362,0.08,552,73.73,3.2386,12.49,0.85433,1.3,7.75,0.42000000000000004,9.4,44,1.5000000000000002,True,True
0.08,28,-0.463733,-0.044193,0.0,1.934828,0.322118,0.072504,33.193251,-44.319778,-82.557079,1.384151,0.441696,8.85159,0.08,566,77.03,3.2464,11.79,1.127465,1.1,8.0,0.01,9.9,31,0.30000000000000004,True,True
0.08,30,-0.459939,-0.043771,0.0,1.931209,0.319369,0.071997,33.162796,-44.557174,-82.805484,1.389862,0.445217,9.173913,0.08,575,76.87,3.1667,10.19,1.075148,1.0,7.25,0.01,6.2,48,1.4000000000000001,True,True
0.08,35,-0.451812,-0.042618,0.0,1.888142,0.312053,0.070769,33.156329,-45.088698,-83.142438,1.399064,0.456954,10.301325,0.08,604,72.35,2.6126,10.85,0.820884,1.2000000000000002,4.5,0.21000000000000002,4.800000000000001,50,1.3000000000000003,True,True
0.08,40,-0.447787,-0.041661,0.0,1.867634,0.306761,0.070228,33.118519,-45.46267,-83.542581,1.410111,0.461905,11.453968,0.08,630,74.76,2.8757,10.6,0.92372,1.0,7.75,0.25,7.300000000000001,26,0.4,True,True
0.08,45,-0.4432,-0.040842,0.0,1.858708,0.30257,0.069291,33.072736,-45.875325,-83.74612,1.450447,0.467176,12.650382,0.08,655,77.4,2.9201,12.07,1.044102,1.0,8.0,0.05,6.6000000000000005,38,0.1,True,True
0.08,50,-0.440735,-0.040534,0.0,1.858568,0.30118,0.068964,33.008075,-46.165929,-83.930905,1.467128,0.472892,13.138554,0.08,664,74.85,3.0024,15.32,0.998817,1.4,7.25,0.04,8.4,35,0.30000000000000004,True,True
0.09,1,-0.852395,-0.08999,0.0,3.416747,0.649739,0.12247,32.70799,-33.491683,-79.329,1.431377,0.507937,1.0,0.09,63,73.02,7.5633,9.95,1.769493,1.4,5.0,0.05,6.1000000000000005,17,1.0,True,True
0.09,2,-0.750181,-0.080038,0.0,3.204701,0.596646,0.112783,33.367314,-32.788019,-76.519462,1.460481,0.44186,1.267442,0.09,86,56.98,5.3843,7.73,1.310694,1.4,7.5,0.08,8.6,50,6.8,True,True
0.09,3,-0.689205,-0.07359,0.0,2.921287,0.544032,0.109536,33.263759,-35.467254,-76.946073,1.485983,0.450704,1.950704,0.09,142,75.35,6.71,18.32,1.560594,1.5,5.25,0.13,7.300000000000001,43,0.30000000000000004,True,True
0.09,4,-0.661108,-0.069058,0.0,2.802713,0.506151,0.102103,32.722995,-37.938184,-77.67941,1.488131,0.446927,2.374302,0.09,179,68.16,5.2915,12.23,1.318015,1.5,5.25,0.01,5.2,42,1.7000000000000002,True,True
0.09,5,-0.627331,-0.065061,0.0,2.652443,0.480372,0.097983,32.861857,-38.386076,-77.269683,1.428295,0.439815,2.824074,0.09,216,76.85,6.0989,10.7,1.474821,1.3,7.25,0.14,10.0,19,0.1,True,True
0.09,6,-0.600826,-0.062324,0.0,2.584375,0.458396,0.094267,32.746858,-39.350494,-78.058506,1.403922,0.427966,3.09322,0.09,236,79.24,6.4312,17.41,1.340923,1.5,4.25,0.14,7.7,48,0.1,True,True
0.09,7,-0.600116,-0.060826,0.0,2.50906,0.445432,0.092531,32.809901,-39.707131,-78.383333,1.416321,0.419231,3.453846,0.09,260,80.77,5.5216,11.54,1.4854,1.0,7.5,0.02,9.5,50,0.9,True,True
0.09,8,-0.609231,-0.061372,0.0,2.453773,0.441308,0.091684,32.689081,-40.149223,-78.922411,1.399826,0.417266,3.748201,0.09,278,71.94,5.5689,10.12,1.359067,1.4,5.5,0.01,10.0,44,2.2,True,True
0.09,9,-0.590006,-0.059195,0.0,2.407777,0.42857,0.089772,32.654263,-40.923277,-79.473178,1.389536,0.408027,4.117057,0.09,299,77.26,5.5475,13.97,1.372651,1.4,5.0,0.17,7.300000000000001,33,0.1,True,True
0.09,10,-0.577946,-0.057637,0.0,2.364772,0.416663,0.08801,32.502958,-41.854191,-80.015294,1.374541,0.410658,4.485893,0.09,319,69.28,4.2901,6.71,1.214394,1.0,6.75,0.04,7.9,46,4.7,True,True
0.09,12,-0.555346,-0.054934,0.0,2.303803,0.394806,0.084615,32.332126,-43.212374,-80.939745,1.36479,0.401709,5.11396,0.09,351,77.21,4.3547,9.56,1.329631,1.0,7.0,0.08,5.500000000000001,24,0.1,True,True
0.09,14,-0.55102,-0.053416,0.0,2.245539,0.382641,0.082874,32.45097,-43.529583,-81.601475,1.360165,0.399464,5.61126,0.09,373,78.28,3.8791,11.93,1.278147,1.1,5.75,0.03,6.300000000000001,41,0.6,True,True
0.09,16,-0.527364,-0.051017,0.0,2.194439,0.366309,0.080698,32.525768,-44.464332,-82.255803,1.373876,0.418719,6.428571,0.09,406,69.7,3.5328,7.33,1.047565,1.1,6.5,0.02,6.7,45,3.9000000000000004,True,True
0.09,18,-0.517427,-0.049578,0.0,2.140207,0.355411,0.079188,32.584438,-44.978989,-82.715253,1.369442,0.422274,7.074246,0.09,431,79.58,4.3897,16.0,1.26768,1.3,6.75,0.060000000000000005,8.9,48,0.1,True,True
0.09,20,-0.507611,-0.047848,0.0,2.051077,0.340421,0.076972,32.677799,-45.642748,-83.382522,1.371722,0.424569,7.971983,0.09,464,75.0,3.3631,8.78,1.103503,1.0,5.75,0.060000000000000005,7.800000000000001,19,0.1,True,True
0.09,22,-0.495915,-0.046792,0.0,2.013066,0.333105,0.07561,32.656602,-46.009462,-83.571212,1.387722,0.427386,8.479253,0.09,482,76.56,3.4104,9.43,1.041174,1.0,7.0,0.13,9.4,36,1.3000000000000003,True,True
0.09,25,-0.489668,-0.045838,0.0,1.970805,0.326183,0.07456,32.732445,-46.277897,-83.87137,1.392577,0.43254,9.150794,0.09,504,73.81,3.0661,9.81,0.940149,1.2000000000000002,4.25,0.03,9.5,24,0.7000000000000001,True,True
0.09,28,-0.484594,-0.045109,0.0,1.965616,0.321429,0.073803,32.710392,-46.584146,-84.148133,1.40795,0.442308,9.686538,0.09,520,77.31,3.1965,12.92,1.101858,1.3,8.0,0.01,7.1000000000000005,44,1.1,True,True
0.09,30,-0.481611,-0.044772,0.0,1.957941,0.31938,0.073385,32.708627,-46.637041,-84.251745,1.415202,0.44592,9.952562,0.09,527,72.3,3.0669,8.3,0.952885,1.1,5.75,0.02,9.1,19,1.1,True,True
0.09,35,-0.470307,-0.043344,0.0,1.923646,0.310762,0.071801,32.685085,-47.264663,-84.55996,1.429945,0.456989,11.215054,0.09,558,78.14,3.6159,15.03,1.070731,1.3,6.0,0.03,5.4,49,0.4,True,True
0.09,40,-0.464368,-0.04232,0.0,1.903104,0.304495,0.070792,32.650687,-47.631066,-84.874759,1.447587,0.464041,12.407534,0.09,584,77.4,3.0976,13.86,1.006721,1.1,7.25,0.14,7.7,42,0.1,True,True
0.09,45,-0.461098,-0.041522,0.0,1.900937,0.300938,0.070233,32.606821,-48.01697,-85.018195,1.491696,0.475248,13.518152,0.09,606,76.07,3.657,17.56,0.982105,1.5,7.75,0.08,8.1,42,0.4,True,True
0.09,50,-0.458484,-0.04109,0.0,1.893155,0.2989,0.069746,32.544917,-48.362154,-85.253523,1.507587,0.480583,14.184466,0.09,618,69.09,2.7017,10.89,0.794512,1.4,5.25,0.06999999999999999,7.800000000000001,19,0.4,True,True
0.1,1,-0.860244,-0.097499,0.0,3.692544,0.686819,0.131142,32.241522,-34.427321,-81.044248,1.479331,0.5,1.0,0.1,46,73.91,6.8603,10.72,1.742388,1.3,6.0,0.15000000000000002,4.6000000000000005,19,0.7000000000000001,True,True
0.1,2,-0.794977,-0.083516,0.0,3.323563,0.608248,0.117029,32.864369,-34.267617,-77.492888,1.563712,0.465753,1.369863,0.1,73,71.23,5.8307,10.92,1.575449,1.3,6.0,0.11,7.800000000000001,39,1.9000000000000001,True,True
0.1,3,-0.717769,-0.076183,0.0,3.016386,0.5602,0.113045,33.296904,-35.04836,-76.363423,1.559452,0.471074,2.016529,0.1,121,67.77,6.4827,10.7,1.456763,1.4,4.5,0.11,8.0,36,1.8000000000000003,True,True
0.1,4,-0.706679,-0.073268,0.0,2.921264,0.52642,0.106933,32.450578,-38.239903,-77.306768,1.562065,0.477419,2.451613,0.1,155,73.55,5.9733,10.46,1.322804,1.4,7.75,0.27,8.0,19,1.1,True,True
0.1,5,-0.663848,-0.068971,0.0,2.770002,0.502782,0.102586,32.517172,-38.986457,-77.121077,1.491105,0.470588,2.887701,0.1,187,69.52,5.5427,7.06,1.360712,1.4,6.25,0.11,9.9,9,0.4,True,True
0.1,6,-0.635372,-0.06562,0.0,2.669494,0.475498,0.097942,32.378104,-40.388036,-78.322617,1.450787,0.449761,3.215311,0.1,209,70.33,5.6163,9.19,1.335905,1.3,6.5,0.17,5.300000000000001,41,2.9000000000000004,True,True
0.1,7,-0.641969,-0.064791,0.0,2.602936,0.468097,0.096903,32.377551,-40.993896,-79.207832,1.460685,0.437229,3.575758,0.1,231,80.09,6.0051,15.34,1.640517,1.3,8.0,0.09999999999999999,9.299999999999999,48,0.6,True,True
0.1,8,-0.644783,-0.064575,0.0,2.547246,0.458616,0.095718,32.349539,-41.295973,-79.613618,1.442108,0.431452,3.879032,0.1,248,76.61,5.1785,7.73,1.43926,1.0,7.25,0.04,4.9,31,1.9000000000000001,True,True
0.1,9,-0.620141,-0.061973,0.0,2.480918,0.442464,0.092875,32.333399,-42.04021,-80.06751,1.425525,0.425926,4.296296,0.1,270,80.0,5.9064,15.62,1.594815,1.3,7.0,0.19,7.300000000000001,46,0.2,True,True
0.1,10,-0.605549,-0.060182,0.0,2.42925,0.429401,0.090702,32.135262,-43.151226,-80.603762,1.401955,0.42069,4.689655,0.1,290,79.66,5.0087,13.09,1.466372,1.2000000000000002,5.5,0.06999999999999999,6.4,43,0.4,True,True
0.1,12,-0.580933,-0.05745,0.0,2.391885,0.409015,0.087565,32.048137,-44.118902,-81.098411,1.388046,0.413249,5.255521,0.1,317,80.13,5.0837,13.37,1.405913,1.2000000000000002,5.75,0.19,9.6,44,0.4,True,True
0.1,14,-0.575183,-0.055618,0.0,2.295306,0.393327,0.085111,32.076507,-44.708627,-81.921682,1.378433,0.407625,5.832845,0.1,341,67.45,4.5275,7.86,1.211328,1.3,6.25,0.02,6.000000000000001,28,2.6,True,True
0.1,16,-0.555232,-0.053414,0.0,2.24895,0.376216,0.083004,32.190012,-45.386218,-82.462229,1.392634,0.427419,6.655914,0.1,372,78.76,4.39,14.34,1.308106,1.3,5.0,0.08,5.2,44,0.2,True,True
0.1,18,-0.541767,-0.051748,0.0,2.187957,0.364367,0.081256,32.279568,-45.779194,-82.802792,1.395565,0.439394,7.318182,0.1,396,60.1,3.7954,6.55,0.930168,1.3,7.25,0.09999999999999999,6.800000000000001,46,7.3,True,True
0.1,20,-0.530514,-0.050163,0.0,2.128227,0.352164,0.079477,32.330514,-46.369532,-83.469761,1.39949,0.445498,8.085308,0.1,422,78.44,4.1897,11.8,1.258499,1.0,5.75,0.05,9.299999999999999,49,0.2,True,True
0.1,22,-0.522251,-0.049015,0.0,2.068405,0.343529,0.077929,32.302772,-46.984671,-83.842526,1.414081,0.451467,8.72009,0.1,443,76.75,3.5522,9.43,1.129937,1.0,4.75,0.060000000000000005,5.4,28,0.30000000000000004,True,True
0.1,25,-0.512175,-0.047674,0.0,1.995632,0.332212,0.076068,32.375313,-47.254493,-84.232872,1.415219,0.454545,9.672304,0.1,473,77.38,3.7956,10.39,1.093988,1.0,7.0,0.21000000000000002,5.300000000000001,31,0.1,True,True
0.1,28,-0.505632,-0.046927,0.0,1.998607,0.327224,0.075159,32.322923,-47.66008,-84.563372,1.427406,0.461224,10.269388,0.1,490,76.94,3.6751,9.68,1.112072,1.0,7.5,0.14,8.0,26,0.4,True,True
0.1,30,-0.504196,-0.046634,0.0,1.995515,0.325564,0.074869,32.296032,-47.883092,-84.761109,1.428797,0.468813,10.54326,0.1,497,72.43,3.4177,8.26,1.026588,1.1,8.0,0.03,5.300000000000001,47,2.7,True,True
0.1,35,-0.490535,-0.045106,0.0,1.96307,0.317292,0.073101,32.30006,-48.334066,-84.951598,1.440339,0.474286,11.712381,0.1,525,78.29,3.4889,14.13,1.149885,1.2000000000000002,7.25,0.01,9.5,44,0.1,True,True
0.1,40,-0.48491,-0.044076,0.0,1.947515,0.311257,0.072165,32.223593,-48.906187,-85.226869,1.461961,0.483636,12.898182,0.1,550,76.73,3.4615,14.04,1.04387,1.3,7.5,0.11,6.000000000000001,41,0.7000000000000001,True,True
0.1,45,-0.478337,-0.043006,0.0,1.940823,0.30611,0.071269,32.186782,-49.221505,-85.433961,1.498322,0.488696,14.196522,0.1,575,77.74,3.2183,12.14,1.06662,1.0,6.0,0.01,6.500000000000001,45,0.1,True,True
0.1,50,-0.476646,-0.042576,0.0,1.9337,0.303568,0.070826,32.177087,-49.375473,-85.584534,1.511711,0.493174,14.827645,0.1,586,77.13,3.3492,13.62,0.96342,1.2000000000000002,8.0,0.24000000000000002,6.1000000000000005,41,0.6,True,True
0.11,1,-0.887455,-0.10323,0.0,3.932545,0.703007,0.138165,31.689384,-36.422602,-82.900975,1.547602,0.472222,1.0,0.11,36,55.56,7.2072,8.17,1.918514,1.4,5.25,0.05,9.1,48,5.2,True,True
0.11,2,-0.844595,-0.089286,0.0,3.520246,0.615917,0.122311,32.163387,-36.643744,-79.485237,1.704211,0.508475,1.389831,0.11,59,76.27,7.7389,10.93,1.960669,1.3,7.75,0.01,6.7,18,0.6,True,True
0.11,3,-0.759423,-0.078375,0.0,3.112966,0.563581,0.116317,33.133045,-35.839692,-76.872504,1.592268,0.486239,2.12844,0.11,109,66.97,6.6307,12.17,1.763808,1.5,5.75,0.09999999999999999,4.300000000000001,39,1.6,True,True
0.11,4,-0.738675,-0.077459,0.0,3.036143,0.543401,0.112245,32.248777,-38.985262,-78.107104,1.615339,0.5,2.477612,0.11,134,73.13,5.4107,14.67,1.714515,1.4,5.75,0.04,7.2,38,0.8,True,True
0.11,5,-0.698359,-0.072508,0.0,2.803127,0.51104,0.106034,32.06838,-40.553713,-77.937052,1.52054,0.487952,2.963855,0.11,166,71.08,6.1274,10.87,1.582863,1.3,7.25,0.16,6.7,37,1.6,True,True
0.11,6,-0.68134,-0.069746,0.0,2.76104,0.49024,0.102289,31.902134,-41.847961,-79.099173,1.490626,0.480874,3.245902,0.11,183,80.33,7.3255,15.79,1.707683,1.4,5.0,0.08,6.000000000000001,46,0.4,True,True
0.11,7,-0.673686,-0.067908,0.0,2.696794,0.479381,0.099945,31.898917,-42.479414,-79.927811,1.496463,0.461165,3.665049,0.11,206,69.42,6.2041,8.81,1.436608,1.3,8.0,0.19,4.2,44,3.4000000000000004,True,True
0.11,8,-0.680005,-0.067902,0.0,2.627214,0.47268,0.098868,31.85695,-42.821018,-80.312004,1.477142,0.452055,3.922374,0.11,219,79.45,6.8197,15.95,1.67832,1.4,6.5,0.13,7.7,46,0.6,True,True
0.11,9,-0.66709,-0.065993,0.0,2.613882,0.459888,0.09711,31.919074,-43.236254,-80.739272,1.472222,0.450216,4.186147,0.11,231,69.7,5.7458,7.05,1.295562,1.3,5.25,0.35000000000000003,9.6,9,0.1,True,True
0.11,10,-0.649326,-0.063771,0.0,2.531643,0.443081,0.09423,31.645362,-44.647271,-81.537078,1.442371,0.448413,4.670635,0.11,252,76.59,5.7358,12.42,1.532384,1.3,7.75,0.19,4.6000000000000005,32,0.6,True,True
0.11,12,-0.617077,-0.060711,0.0,2.450553,0.419509,0.090314,31.441332,-45.857427,-82.212752,1.425168,0.44086,5.322581,0.11,279,75.63,3.8429,7.96,1.334829,0.7,7.0,0.03,4.800000000000001,41,1.0,True,True
0.11,14,-0.604451,-0.058268,0.0,2.378417,0.400326,0.087219,31.668104,-45.671252,-82.46576,1.426996,0.445902,6.039344,0.11,305,74.1,4.5357,12.05,1.433556,1.3,4.75,0.08,8.7,29,0.30000000000000004,True,True
0.11,16,-0.583283,-0.056041,0.0,2.340621,0.382251,0.084927,31.668875,-46.623982,-82.929637,1.436973,0.453453,6.84985,0.11,333,74.17,4.6934,9.57,1.376157,1.3,5.0,0.04,6.7,18,0.1,True,True
0.11,18,-0.570945,-0.054474,0.0,2.286279,0.370846,0.083279,31.710824,-47.251427,-83.587152,1.440259,0.466292,7.536517,0.11,356,76.97,3.7872,10.65,1.312439,1.0,8.0,0.09999999999999999,5.800000000000001,34,0.4,True,True
