threshold_pct,max_setup_hold_bars,ctx_dist_ema200,ctx_ema50_slope,ctx_supertrend,ctx_vol_z,ctx_bb_width_ratio,ctx_atr_pct,ctx_rsi,ctx_cmo,ctx_williams_r,ctx_vol_ratio,ctx_vol_sig,ctx_setup_bars,entry_threshold_pct,trades,win_rate,avg_return,avg_hold_bars,return_per_bar,tp_mult,sl_mult,tp_trail_mult,sl_trail_mult,max_holding_bars,time_decay_mult,active_trail_sl,time_decay_sl
0.03,10,-0.395241,-0.043176,0.0,1.797957,0.350652,0.069737,36.143112,-27.656126,-71.594743,1.102423,0.291492,2.683403,0.03,717,77.27,2.634,12.45,0.998821,1.0,8.0,0.02,8.4,45,0.9,True,True
0.03,12,-0.390615,-0.042386,0.0,1.779917,0.344241,0.068896,36.08613,-28.202087,-72.039338,1.108507,0.291892,2.955405,0.03,740,77.57,3.004,14.86,0.798468,1.0,8.0,0.46,6.300000000000001,49,0.30000000000000004,True,True
0.03,14,-0.389045,-0.041899,0.0,1.761873,0.340788,0.068384,36.103609,-28.522791,-72.382082,1.107133,0.292165,3.139442,0.03,753,66.8,2.4695,7.56,0.717885,1.0,5.0,0.15000000000000002,6.2,47,3.6,True,True
0.03,16,-0.383544,-0.041008,0.0,1.730366,0.334582,0.067594,36.119888,-29.10512,-72.899524,1.111614,0.294344,3.534704,0.03,778,71.72,2.1521,11.97,0.898766,1.2000000000000002,8.0,0.01,9.1,25,0.7000000000000001,True,True
0.03,18,-0.380823,-0.040686,0.0,1.715758,0.33166,0.067215,36.105175,-29.398647,-73.213101,1.116282,0.297845,3.726236,0.03,789,74.14,3.2057,18.62,0.851875,1.5,5.75,0.25,9.2,42,0.1,True,True
0.03,20,-0.388637,-0.040813,0.0,1.693351,0.328124,0.068374,36.09141,-29.752193,-73.597228,1.121854,0.300995,4.017413,0.03,804,70.9,2.3884,12.68,0.903379,1.3,5.5,0.02,9.2,26,0.4,True,True
0.03,22,-0.386444,-0.040506,0.0,1.687078,0.326072,0.068052,36.136038,-29.840454,-73.600012,1.127384,0.306273,4.210332,0.03,813,75.52,2.3867,12.28,0.978547,1.0,7.5,0.01,6.300000000000001,42,0.8,True,True
0.03,25,-0.382807,-0.040095,0.0,1.682484,0.323561,0.067659,36.123631,-30.133052,-73.821199,1.131548,0.309091,4.493333,0.03,825,77.09,2.8368,14.12,0.965967,1.0,5.75,0.09,9.4,49,0.1,True,True
0.03,28,-0.380283,-0.039788,0.0,1.680521,0.321482,0.067292,36.108583,-30.373721,-74.00989,1.140659,0.314149,4.741007,0.03,834,77.34,2.8676,16.01,0.883344,1.1,6.75,0.31,10.0,50,0.1,True,True
0.03,30,-0.378902,-0.039433,0.0,1.666323,0.318621,0.067028,36.078654,-30.752184,-74.455426,1.150846,0.320755,5.150943,0.03,848,72.29,2.1411,11.56,0.907774,1.0,7.5,0.09999999999999999,6.7,30,0.5,True,True
0.03,35,-0.376354,-0.039061,0.0,1.647185,0.315927,0.066712,36.082108,-31.002175,-74.71049,1.156201,0.326365,5.570267,0.03,861,65.51,2.2337,7.28,0.685189,1.0,4.25,0.06999999999999999,9.0,29,2.1,True,True
0.03,40,-0.37404,-0.038758,0.0,1.649325,0.314141,0.066625,36.093717,-31.13649,-74.801125,1.16529,0.330275,5.973624,0.03,872,76.72,2.569,16.04,0.940595,1.2000000000000002,6.0,0.03,9.0,44,0.1,True,True
0.03,45,-0.372278,-0.038564,0.0,1.643697,0.312752,0.066377,36.080243,-31.28101,-74.878123,1.168992,0.334471,6.263936,0.03,879,70.42,2.1309,9.82,0.796834,1.1,6.25,0.06999999999999999,4.4,21,0.7000000000000001,True,True
0.03,50,-0.371176,-0.03837,0.0,1.638231,0.311744,0.066203,36.066579,-31.425998,-75.008923,1.169468,0.334086,6.591422,0.03,886,69.07,2.8313,17.52,0.83341,1.6,7.0,0.18000000000000002,10.0,33,0.1,True,True
0.04,1,-0.539591,-0.063052,0.0,2.557525,0.485741,0.094368,35.79246,-25.764855,-71.917287,1.123767,0.3125,1.0,0.04,240,72.92,4.0396,16.31,1.519567,1.4,6.5,0.01,9.2,36,0.4,True,True
0.04,2,-0.476349,-0.056605,0.0,2.34196,0.437464,0.08478,35.259409,-28.111757,-72.743951,1.138507,0.331269,1.256966,0.04,323,72.45,3.2271,9.42,1.013772,1.1,5.0,0.060000000000000005,4.9,48,2.2,True,True
0.04,3,-0.460914,-0.053201,0.0,2.182902,0.41413,0.080774,35.376953,-28.524336,-72.712357,1.146866,0.320482,1.643373,0.04,415,78.8,4.0824,16.13,0.931764,1.4,6.0,0.5,5.1000000000000005,45,0.8,True,True
0.04,4,-0.448848,-0.050408,0.0,2.095167,0.39744,0.077873,35.261207,-29.331047,-72.793221,1.147154,0.313808,1.953975,0.04,478,75.73,4.1792,15.95,1.258397,1.4,6.0,0.01,8.7,38,0.2,True,True
0.04,5,-0.439138,-0.048386,0.0,2.019512,0.382419,0.075861,35.442727,-29.333265,-72.648504,1.134596,0.302682,2.210728,0.04,522,75.86,3.1597,10.07,1.016912,1.0,6.25,0.15000000000000002,8.9,26,0.7000000000000001,True,True
0.04,6,-0.429648,-0.047061,0.0,1.987466,0.373472,0.07499,35.56523,-29.443158,-72.746739,1.130359,0.301818,2.403636,0.04,550,60.0,3.3423,7.86,0.845328,1.3,7.25,0.08,7.1000000000000005,39,4.5,True,True
0.04,7,-0.429141,-0.0465,0.0,1.947768,0.367691,0.074152,35.572956,-29.68366,-72.753331,1.135043,0.307427,2.633851,0.04,579,77.37,3.548,13.82,1.044039,1.2000000000000002,6.75,0.15000000000000002,7.800000000000001,35,0.5,True,True
0.04,8,-0.424439,-0.045884,0.0,1.926527,0.365304,0.07336,35.553048,-29.996142,-72.969105,1.140285,0.306533,2.795645,0.04,597,77.22,4.3457,17.33,1.049488,1.4,5.5,0.13,8.2,45,0.1,True,True
0.04,9,-0.420216,-0.04498,0.0,1.88603,0.360885,0.072769,35.635105,-30.243795,-72.871943,1.141563,0.306947,3.016155,0.04,619,71.24,2.8145,12.44,0.972347,1.3,7.5,0.05,6.4,32,1.1,True,True
0.04,10,-0.417222,-0.04455,0.0,1.875952,0.357216,0.072297,35.669928,-30.32167,-72.883576,1.139673,0.306349,3.138095,0.04,630,77.78,3.7312,15.96,1.020001,1.3,7.25,0.16,9.6,47,0.8,True,True
0.04,12,-0.411139,-0.043542,0.0,1.841107,0.34883,0.071119,35.632105,-30.894609,-73.314373,1.143557,0.305936,3.48554,0.04,657,76.41,3.0287,13.65,1.06256,1.1,8.0,0.01,9.299999999999999,40,0.1,True,True
0.04,14,-0.407859,-0.042901,0.0,1.825051,0.344169,0.070416,35.64801,-31.259436,-73.705147,1.147517,0.311012,3.709821,0.04,672,76.19,2.5658,12.53,0.997906,1.1,6.5,0.01,6.500000000000001,38,0.6,True,True
0.04,16,-0.401695,-0.041807,0.0,1.789074,0.336142,0.069426,35.649683,-31.910767,-74.274696,1.149793,0.314735,4.164521,0.04,699,70.82,2.3792,14.86,0.692388,1.3,8.0,0.55,10.0,29,0.4,True,True
0.04,18,-0.396236,-0.041286,0.0,1.770479,0.331618,0.068839,35.657628,-32.209225,-74.708555,1.152905,0.314685,4.461538,0.04,715,78.04,3.2802,16.47,1.032457,1.2000000000000002,6.75,0.01,9.5,49,0.1,True,True
0.04,20,-0.405668,-0.041383,0.0,1.746277,0.327211,0.070027,35.64128,-32.614278,-75.046804,1.168811,0.319672,4.807377,0.04,732,76.91,3.2918,14.72,0.940391,1.2000000000000002,6.0,0.17,5.4,45,0.5,True,True
0.04,22,-0.401749,-0.040944,0.0,1.73598,0.324308,0.069503,35.686533,-32.762831,-75.120103,1.172108,0.323015,5.053836,0.04,743,75.77,3.754,18.64,0.95393,1.5,6.25,0.11,7.7,49,0.5,True,True
0.04,25,-0.397288,-0.040411,0.0,1.7176,0.320779,0.068979,35.713789,-32.948113,-75.301775,1.176822,0.324111,5.44664,0.04,759,73.52,2.4738,11.18,0.886744,1.0,7.75,0.14,4.800000000000001,32,0.4,True,True
0.04,28,-0.394943,-0.040042,0.0,1.713972,0.318123,0.068537,35.702281,-33.184519,-75.530811,1.18386,0.327273,5.761039,0.04,770,75.71,3.632,16.62,0.950361,1.4,5.25,0.08,9.4,45,0.4,True,True
0.04,30,-0.393113,-0.039659,0.0,1.702807,0.315107,0.068217,35.654957,-33.599963,-75.957685,1.195301,0.332908,6.186224,0.04,784,74.49,2.0643,12.22,0.943487,1.0,6.75,0.03,6.7,37,0.30000000000000004,True,True
0.04,35,-0.391118,-0.039331,0.0,1.680487,0.312561,0.067856,35.613731,-33.959408,-76.250119,1.203493,0.33794,6.576633,0.04,796,75.88,3.434,17.67,0.969616,1.4,6.25,0.04,10.0,46,0.30000000000000004,True,True
0.04,40,-0.386966,-0.038836,0.0,1.689452,0.309872,0.067452,35.618713,-34.150174,-76.416431,1.215531,0.34321,7.116049,0.04,810,74.32,3.2586,18.8,0.902707,1.5,6.25,0.12,8.299999999999999,44,0.1,True,True
0.04,45,-0.384342,-0.038465,0.0,1.686414,0.30779,0.067111,35.573255,-34.505477,-76.649157,1.235446,0.347932,7.636253,0.04,822,75.67,2.5494,14.13,0.952526,1.1,7.5,0.06999999999999999,8.5,41,0.2,True,True
0.04,50,-0.383032,-0.038275,0.0,1.682365,0.306835,0.06694,35.548989,-34.690397,-76.794502,1.234327,0.348613,7.977081,0.04,829,71.53,2.4069,12.9,0.709035,1.3,4.75,0.24000000000000002,4.800000000000001,43,1.0,True,True
0.05,1,-0.592463,-0.069805,0.0,2.783226,0.532752,0.102663,34.94432,-28.162761,-73.505495,1.196577,0.351955,1.0,0.05,179,72.07,5.4021,13.58,1.612394,1.5,7.25,0.01,5.1000000000000005,25,0.1,True,True
0.05,2,-0.525213,-0.061289,0.0,2.501412,0.471932,0.091253,35.116034,-28.633509,-72.556823,1.196564,0.353414,1.281124,0.05,249,75.1,4.161,16.41,1.313592,1.4,7.0,0.17,7.7,37,0.4,True,True
0.05,3,-0.513746,-0.058216,0.0,2.298196,0.448205,0.087534,35.061692,-29.630383,-73.082594,1.193722,0.329305,1.706949,0.05,331,76.74,5.5884,17.81,1.350622,1.5,8.0,0.09,7.500000000000001,42,0.6,True,True
0.05,4,-0.492629,-0.054385,0.0,2.246273,0.42512,0.083262,34.893586,-30.745144,-72.931478,1.214046,0.331646,2.078481,0.05,395,74.18,4.0396,13.89,1.186619,1.4,7.25,0.23,6.2,30,0.5,True,True
0.05,5,-0.471523,-0.051648,0.0,2.171404,0.403767,0.080152,34.940892,-31.303676,-73.18115,1.208754,0.331066,2.38322,0.05,441,78.91,5.0461,15.87,1.209668,1.4,7.0,0.17,5.7,49,0.8,True,True
0.05,6,-0.459627,-0.050054,0.0,2.136256,0.392306,0.079016,35.045022,-31.553519,-73.392343,1.196532,0.326226,2.599147,0.05,469,71.0,3.6218,9.36,1.064675,1.2000000000000002,8.0,0.03,8.5,30,1.8000000000000003,True,True
0.05,7,-0.45574,-0.048681,0.0,2.074015,0.38135,0.077476,35.143735,-31.635363,-73.411705,1.195364,0.326693,2.888446,0.05,502,77.49,4.0517,14.46,1.081588,1.3,8.0,0.25,8.1,42,0.9,True,True
0.05,8,-0.448777,-0.047816,0.0,2.041915,0.378779,0.07645,35.139196,-32.066371,-73.744487,1.194761,0.32381,3.112381,0.05,525,77.71,2.9239,11.18,1.021985,1.0,5.25,0.06999999999999999,5.800000000000001,38,0.30000000000000004,True,True
0.05,9,-0.445735,-0.046967,0.0,2.007199,0.374932,0.075875,35.169519,-32.329418,-73.766982,1.194602,0.325967,3.307551,0.05,543,76.8,3.2033,13.26,1.091841,1.2000000000000002,7.0,0.01,6.2,44,0.9,True,True
0.05,10,-0.442759,-0.04656,0.0,2.001054,0.370606,0.075426,35.181279,-32.456176,-73.868445,1.191921,0.32852,3.440433,0.05,554,70.76,3.1249,10.48,1.050549,1.3,6.25,0.01,10.0,18,0.1,True,True
0.05,12,-0.43721,-0.045597,0.0,1.973155,0.362442,0.074269,35.122179,-33.015026,-74.305479,1.200104,0.328125,3.751736,0.05,576,78.3,4.3514,18.04,1.13773,1.4,7.75,0.08,8.4,48,0.1,True,True
0.05,14,-0.429735,-0.044612,0.0,1.929626,0.354008,0.073034,35.159024,-33.316502,-74.785866,1.202415,0.332776,4.107023,0.05,598,72.74,2.9975,12.35,0.967689,1.3,5.75,0.04,5.300000000000001,26,0.1,True,True
0.05,16,-0.422435,-0.043364,0.0,1.871847,0.342917,0.071569,35.135869,-34.245678,-75.70232,1.214671,0.333861,4.716772,0.05,632,73.42,2.4316,12.87,0.713854,1.2000000000000002,4.25,0.32,5.7,40,0.5,True,True
0.05,18,-0.414377,-0.04253,0.0,1.840666,0.335611,0.07053,35.142007,-34.655239,-76.221848,1.216932,0.333333,5.14526,0.05,654,74.77,3.605,17.35,0.887203,1.6,5.25,0.01,9.299999999999999,45,0.5,True,True
0.05,20,-0.425801,-0.042777,0.0,1.819294,0.331299,0.071998,35.100737,-35.096201,-76.654128,1.227444,0.337818,5.464873,0.05,669,76.98,2.9572,13.44,0.934671,1.1,6.5,0.19,9.9,45,0.6,True,True
0.05,22,-0.419233,-0.042054,0.0,1.802334,0.326799,0.071215,35.143876,-35.336948,-76.829302,1.244719,0.345029,5.812865,0.05,684,76.17,3.1433,15.33,1.018155,1.3,8.0,0.08,7.800000000000001,36,0.1,True,True
0.05,25,-0.413106,-0.041344,0.0,1.775686,0.322199,0.07044,35.152381,-35.636083,-77.123383,1.25033,0.348506,6.302987,0.05,703,66.86,2.5758,10.28,0.842498,1.3,7.25,0.08,6.300000000000001,39,2.1,True,True
0.05,28,-0.411271,-0.040974,0.0,1.768875,0.31955,0.069988,35.142924,-35.862862,-77.318606,1.259948,0.35014,6.62605,0.05,714,77.03,3.8259,17.77,1.027597,1.4,6.5,0.01,6.1000000000000005,49,0.1,True,True
0.05,30,-0.407627,-0.04056,0.0,1.761679,0.316559,0.069576,35.103092,-36.217187,-77.695759,1.268916,0.353508,7.035763,0.05,727,66.57,2.3497,7.82,0.752227,1.0,6.75,0.14,10.0,46,3.2,True,True
0.05,35,-0.407468,-0.04025,0.0,1.74739,0.314168,0.069333,35.043659,-36.657612,-77.991811,1.279029,0.361299,7.450609,0.05,739,77.27,3.1745,16.5,1.014881,1.3,7.0,0.01,9.6,43,0.1,True,True
0.05,40,-0.402648,-0.039424,0.0,1.727133,0.309495,0.06869,35.044633,-37.019873,-78.382641,1.28461,0.363517,8.371391,0.05,762,68.11,2.4359,11.47,0.75481,1.4,6.5,0.26,5.7,19,0.1,True,True
0.05,45,-0.400345,-0.038992,0.0,1.728147,0.307255,0.068314,34.995601,-37.415944,-78.650901,1.312316,0.368557,8.993557,0.05,776,76.03,3.3461,17.38,0.96977,1.4,7.25,0.04,8.2,42,0.1,True,True
0.05,50,-0.399204,-0.038707,0.0,1.733737,0.305756,0.068046,34.933793,-37.724353,-78.849385,1.326297,0.372774,9.5,0.05,786,73.79,2.7712,15.12,0.900886,1.4,7.25,0.04,7.800000000000001,39,0.8,True,True
0.06,1,-0.674539,-0.077812,0.0,2.974583,0.584687,0.112491,34.540897,-28.416028,-73.827328,1.248847,0.380597,1.0,0.06,134,62.69,5.7556,7.6,1.480938,1.3,4.25,0.01,4.6000000000000005,44,4.9,True,True
0.06,2,-0.58613,-0.068345,0.0,2.703495,0.516995,0.100601,34.772604,-29.460566,-73.670694,1.28252,0.375661,1.291005,0.06,189,70.9,4.9955,19.94,1.235755,1.9000000000000001,8.0,0.11,8.7,37,0.8,True,True
0.06,3,-0.56128,-0.06417,0.0,2.493978,0.483805,0.095052,34.383737,-31.959227,-74.80757,1.290879,0.365759,1.743191,0.06,257,79.77,5.8561,13.81,1.416961,1.4,4.25,0.04,4.9,48,0.8,True,True
0.06,4,-0.556577,-0.060744,0.0,2.42002,0.460328,0.090603,33.97297,-33.798027,-75.047257,1.312955,0.375817,2.104575,0.06,306,63.07,5.1,7.45,1.210818,1.4,8.0,0.04,6.1000000000000005,42,5.3,True,True
0.06,5,-0.52035,-0.056377,0.0,2.317311,0.431163,0.086301,34.299755,-33.798113,-74.726592,1.283019,0.371901,2.559229,0.06,363,80.99,4.5278,11.07,1.394888,1.0,7.75,0.01,8.799999999999999,36,0.30000000000000004,True,True
0.06,6,-0.506756,-0.054534,0.0,2.254187,0.416842,0.083827,34.242141,-34.338857,-75.062603,1.273457,0.371134,2.780928,0.06,388,73.97,4.8022,11.31,1.311532,1.4,8.0,0.01,5.000000000000001,33,1.3000000000000003,True,True
0.06,7,-0.498698,-0.05216,0.0,2.175453,0.399138,0.081267,34.446364,-34.363569,-75.187445,1.26415,0.366822,3.175234,0.06,428,79.21,5.5372,15.61,1.237116,1.5,4.25,0.05,7.9,49,0.4,True,True
0.06,8,-0.49906,-0.051769,0.0,2.158196,0.397725,0.080536,34.371325,-34.773668,-75.531892,1.259247,0.366292,3.359551,0.06,445,79.1,4.4541,12.99,1.310721,1.3,7.75,0.01,9.0,50,1.2000000000000002,True,True
0.06,9,-0.489353,-0.050099,0.0,2.105874,0.388029,0.079126,34.358425,-35.456792,-75.909953,1.258215,0.369979,3.693446,0.06,473,78.65,3.74,10.18,1.216531,0.9,7.5,0.01,7.4,33,0.30000000000000004,True,True
0.06,10,-0.484501,-0.049718,0.0,2.091134,0.38512,0.078767,34.380337,-35.586068,-75.933693,1.252979,0.367983,3.798337,0.06,481,77.55,4.2359,14.27,1.186918,1.4,7.5,0.13,5.300000000000001,36,0.4,True,True
0.06,12,-0.473201,-0.04826,0.0,2.068747,0.372046,0.076965,34.28509,-36.344537,-76.576843,1.258298,0.366667,4.233333,0.06,510,73.73,3.7562,11.35,0.993737,1.4,3.5,0.08,9.1,26,0.30000000000000004,True,True
0.06,14,-0.466979,-0.047391,0.0,2.041063,0.364505,0.075855,34.27384,-36.710583,-76.93061,1.260116,0.375,4.55303,0.06,528,71.02,3.5599,9.79,1.071046,1.3,8.0,0.17,7.000000000000001,16,0.1,True,True
0.06,16,-0.455287,-0.045898,0.0,1.970646,0.350652,0.07395,34.242856,-37.682183,-77.880241,1.272711,0.379433,5.251773,0.06,564,73.23,3.3894,12.26,1.042644,1.3,7.0,0.19,7.9,24,0.1,True,True
0.06,18,-0.446983,-0.045022,0.0,1.945327,0.343483,0.072925,34.243541,-38.141517,-78.452129,1.272924,0.379074,5.655232,0.06,583,73.24,3.241,11.68,1.029556,1.3,6.25,0.08,6.000000000000001,24,0.6,True,True
0.06,20,-0.440247,-0.043802,0.0,1.886701,0.333909,0.071654,34.288646,-38.669104,-78.916797,1.278931,0.383607,6.259016,0.06,610,72.13,2.7219,11.21,1.018542,1.2000000000000002,6.5,0.03,6.2,23,0.1,True,True
0.06,22,-0.434579,-0.043107,0.0,1.868814,0.329442,0.071006,34.3568,-38.813757,-79.077198,1.293086,0.389423,6.602564,0.06,624,80.13,3.869,15.06,0.976035,1.3,7.25,0.22,5.1000000000000005,47,0.7000000000000001,True,True
0.06,25,-0.426251,-0.042301,0.0,1.842347,0.324246,0.070087,34.324983,-39.266224,-79.447902,1.29763,0.394081,7.098131,0.06,642,80.37,3.7904,15.68,1.07179,1.3,5.75,0.01,7.4,47,0.30000000000000004,True,True
0.06,28,-0.422762,-0.041768,0.0,1.840828,0.32122,0.069672,34.317146,-39.544862,-79.698092,1.304751,0.400612,7.463303,0.06,654,77.98,2.9241,12.33,0.932505,1.0,6.0,0.21000000000000002,9.7,39,0.1,True,True
