threshold_pct,max_setup_hold_bars,ctx_dist_ema200,ctx_ema50_slope,ctx_supertrend,ctx_vol_z,ctx_bb_width_ratio,ctx_atr_pct,ctx_rsi,ctx_cmo,ctx_williams_r,ctx_vol_ratio,ctx_vol_sig,ctx_setup_bars,entry_threshold_pct,trades,win_rate,avg_return,avg_hold_bars,return_per_bar,tp_mult,sl_mult,tp_trail_mult,sl_trail_mult,max_holding_bars,active_trail_sl,time_decay_sl
0.09,6,-0.600826,-0.062324,0.0,2.584375,0.458396,0.094267,32.746858,-39.350494,-78.058506,1.403922,0.427966,3.09322,0.09,236,72.88,5.3968,9.64,1.274505,1.4,5.0,0.15000000000000002,5.25,15,True,False
0.09,7,-0.600116,-0.060826,0.0,2.50906,0.445432,0.092531,32.809901,-39.707131,-78.383333,1.416321,0.419231,3.453846,0.09,260,77.69,4.9241,8.63,1.357933,1.0,4.5,0.09,5.25,19,True,False
0.09,8,-0.609231,-0.061372,0.0,2.453773,0.441308,0.091684,32.689081,-40.149223,-78.922411,1.399826,0.417266,3.748201,0.09,278,74.82,6.2113,10.53,1.39088,1.5,5.0,0.060000000000000005,5.25,17,True,False
0.09,9,-0.590006,-0.059195,0.0,2.407777,0.42857,0.089772,32.654263,-40.923277,-79.473178,1.389536,0.408027,4.117057,0.09,299,74.92,4.4532,7.82,1.335016,1.0,4.0,0.01,5.0,15,True,False
0.09,10,-0.577946,-0.057637,0.0,2.364772,0.416663,0.08801,32.502958,-41.854191,-80.015294,1.374541,0.410658,4.485893,0.09,319,74.29,4.9677,9.48,1.363476,1.3,4.5,0.01,5.5,17,True,False
0.09,11,-0.562623,-0.055943,0.0,2.328058,0.402413,0.085981,32.435257,-42.654367,-80.530122,1.362184,0.40413,4.870206,0.09,339,72.86,4.2873,10.37,1.338966,1.3,5.0,0.03,6.0,20,True,False
0.1,1,-0.860244,-0.097499,0.0,3.692544,0.686819,0.131142,32.241522,-34.427321,-81.044248,1.479331,0.5,1.0,0.1,46,69.57,7.47,8.78,1.946911,1.3,4.75,0.09,6.0,13,True,False
0.09,12,-0.555346,-0.054934,0.0,2.303803,0.394806,0.084615,32.332126,-43.212374,-80.939745,1.36479,0.401709,5.11396,0.09,351,74.07,4.0404,8.01,1.290695,1.0,5.0,0.01,4.75,16,True,False
0.1,2,-0.794977,-0.083516,0.0,3.323563,0.608248,0.117029,32.864369,-34.267617,-77.492888,1.563712,0.465753,1.369863,0.1,73,69.86,6.5091,9.66,1.509829,1.5,4.75,0.06999999999999999,5.0,14,True,False
0.09,13,-0.552389,-0.05409,0.0,2.250997,0.388977,0.083734,32.485269,-43.186618,-81.195227,1.355563,0.398892,5.33241,0.09,361,71.47,3.9261,10.45,1.293244,1.3,5.0,0.01,5.75,20,True,False
0.1,3,-0.717769,-0.076183,0.0,3.016386,0.5602,0.113045,33.296904,-35.04836,-76.363423,1.559452,0.471074,2.016529,0.1,121,72.73,6.5735,11.05,1.648247,1.4,5.0,0.09999999999999999,5.25,19,True,False
0.09,14,-0.55102,-0.053416,0.0,2.245539,0.382641,0.082874,32.45097,-43.529583,-81.601475,1.360165,0.399464,5.61126,0.09,373,71.31,4.2551,8.11,1.203732,1.3,5.0,0.05,5.75,12,True,False
0.1,4,-0.706679,-0.073268,0.0,2.921264,0.52642,0.106933,32.450578,-38.239903,-77.306768,1.562065,0.477419,2.451613,0.1,155,74.84,5.5672,10.64,1.464649,1.3,5.0,0.14,5.5,19,True,False
0.09,15,-0.54547,-0.052491,0.0,2.21251,0.377565,0.082234,32.559459,-43.669638,-81.911845,1.359658,0.411458,5.880208,0.09,384,72.14,3.9069,9.72,1.157831,1.3,4.75,0.09999999999999999,4.75,17,True,False
0.1,5,-0.663848,-0.068971,0.0,2.770002,0.502782,0.102586,32.517172,-38.986457,-77.121077,1.491105,0.470588,2.887701,0.1,187,77.01,5.7829,9.9,1.51595,1.3,4.5,0.02,4.75,18,True,False
0.1,6,-0.635372,-0.06562,0.0,2.669494,0.475498,0.097942,32.378104,-40.388036,-78.322617,1.450787,0.449761,3.215311,0.1,209,77.03,6.0725,9.81,1.453645,1.3,4.5,0.14,5.25,17,True,False
0.1,7,-0.641969,-0.064791,0.0,2.602936,0.468097,0.096903,32.377551,-40.993896,-79.207832,1.460685,0.437229,3.575758,0.1,231,76.19,6.3997,9.7,1.542803,1.4,5.0,0.04,5.5,17,True,False
0.1,8,-0.644783,-0.064575,0.0,2.547246,0.458616,0.095718,32.349539,-41.295973,-79.613618,1.442108,0.431452,3.879032,0.1,248,78.23,6.1821,9.43,1.569642,1.3,5.0,0.03,5.5,17,True,False
0.1,9,-0.620141,-0.061973,0.0,2.480918,0.442464,0.092875,32.333399,-42.04021,-80.06751,1.425525,0.425926,4.296296,0.1,270,76.67,5.9995,9.53,1.521489,1.3,5.0,0.14,5.5,17,True,False
0.1,10,-0.605549,-0.060182,0.0,2.42925,0.429401,0.090702,32.135262,-43.151226,-80.603762,1.401955,0.42069,4.689655,0.1,290,73.1,4.9074,9.11,1.437628,1.3,4.75,0.04,5.75,16,True,False
0.1,11,-0.588073,-0.058411,0.0,2.393378,0.414559,0.088647,32.106492,-43.762052,-80.918196,1.388717,0.415584,5.058442,0.1,308,76.95,4.7422,8.38,1.267426,1.0,4.25,0.24000000000000002,4.75,18,True,False
0.11,1,-0.887455,-0.10323,0.0,3.932545,0.703007,0.138165,31.689384,-36.422602,-82.900975,1.547602,0.472222,1.0,0.11,36,72.22,9.2239,10.67,2.201144,1.3,5.0,0.12,4.0,18,True,False
0.1,12,-0.580933,-0.05745,0.0,2.391885,0.409015,0.087565,32.048137,-44.118902,-81.098411,1.388046,0.413249,5.255521,0.1,317,71.92,4.7778,8.77,1.26203,1.3,4.75,0.27,5.5,14,True,False
0.11,2,-0.844595,-0.089286,0.0,3.520246,0.615917,0.122311,32.163387,-36.643744,-79.485237,1.704211,0.508475,1.389831,0.11,59,69.49,7.7747,9.41,1.926051,1.4,5.0,0.14,5.75,14,True,False
0.1,13,-0.579264,-0.056451,0.0,2.311111,0.400362,0.086238,32.125046,-44.395306,-81.620197,1.370742,0.40303,5.560606,0.1,330,73.64,4.565,9.52,1.383122,1.3,5.0,0.02,5.5,17,True,False
0.1,14,-0.575183,-0.055618,0.0,2.295306,0.393327,0.085111,32.076507,-44.708627,-81.921682,1.378433,0.407625,5.832845,0.1,341,70.97,4.5058,7.99,1.268088,1.3,4.25,0.05,5.25,12,True,False
0.11,3,-0.759423,-0.078375,0.0,3.112966,0.563581,0.116317,33.133045,-35.839692,-76.872504,1.592268,0.486239,2.12844,0.11,109,75.23,8.3104,10.07,2.008781,1.4,5.0,0.02,5.0,17,True,False
0.11,4,-0.738675,-0.077459,0.0,3.036143,0.543401,0.112245,32.248777,-38.985262,-78.107104,1.615339,0.5,2.477612,0.11,134,76.87,7.273,10.99,1.690545,1.5,4.75,0.03,4.75,18,True,False
0.1,15,-0.574336,-0.055025,0.0,2.267537,0.388404,0.084733,32.20067,-44.703075,-82.194745,1.375922,0.414286,6.068571,0.1,350,71.43,3.921,10.48,1.289315,1.3,5.0,0.08,6.0,20,True,False
0.11,5,-0.698359,-0.072508,0.0,2.803127,0.51104,0.106034,32.06838,-40.553713,-77.937052,1.52054,0.487952,2.963855,0.11,166,66.87,5.64,6.35,1.206122,1.8,4.0,0.18000000000000002,5.0,7,True,False
0.11,6,-0.68134,-0.069746,0.0,2.76104,0.49024,0.102289,31.902134,-41.847961,-79.099173,1.490626,0.480874,3.245902,0.11,183,75.96,6.0391,10.13,1.633564,1.3,4.75,0.04,6.0,19,True,False
0.11,7,-0.673686,-0.067908,0.0,2.696794,0.479381,0.099945,31.898917,-42.479414,-79.927811,1.496463,0.461165,3.665049,0.11,206,77.18,6.3647,9.8,1.601674,1.3,4.5,0.11,5.5,18,True,False
0.11,8,-0.680005,-0.067902,0.0,2.627214,0.47268,0.098868,31.85695,-42.821018,-80.312004,1.477142,0.452055,3.922374,0.11,219,76.71,6.9072,9.7,1.659574,1.4,4.75,0.03,4.75,17,True,False
0.11,9,-0.66709,-0.065993,0.0,2.613882,0.459888,0.09711,31.919074,-43.236254,-80.739272,1.472222,0.450216,4.186147,0.11,231,74.46,5.2819,8.9,1.497813,1.0,5.0,0.14,5.75,20,True,False
0.11,10,-0.649326,-0.063771,0.0,2.531643,0.443081,0.09423,31.645362,-44.647271,-81.537078,1.442371,0.448413,4.670635,0.11,252,75.4,6.2045,9.51,1.505227,1.3,4.5,0.18000000000000002,4.75,17,True,False
0.11,11,-0.627602,-0.061959,0.0,2.467435,0.428415,0.092018,31.562816,-45.243234,-81.920015,1.420455,0.436567,5.048507,0.11,268,74.25,5.259,9.68,1.506829,1.3,5.0,0.05,5.0,18,True,False
0.12,1,-0.910542,-0.102722,0.0,4.079004,0.714944,0.143594,32.189676,-37.109383,-83.832353,1.723456,0.538462,1.0,0.12,26,65.38,8.1838,10.65,1.794968,1.3,3.5,0.14,4.75,16,True,False
0.11,12,-0.617077,-0.060711,0.0,2.450553,0.419509,0.090314,31.441332,-45.857427,-82.212752,1.425168,0.44086,5.322581,0.11,279,73.12,5.0956,9.89,1.474727,1.3,4.0,0.01,4.75,20,True,False
0.12,2,-0.89751,-0.091296,0.0,3.657281,0.617842,0.125057,31.666213,-39.12349,-80.932768,1.902907,0.613636,1.409091,0.12,44,70.45,6.6803,10.32,1.599489,1.3,3.25,0.26,4.75,15,True,False
0.11,13,-0.61414,-0.060117,0.0,2.420745,0.414161,0.089455,31.460173,-45.954094,-82.395083,1.41516,0.437063,5.51049,0.11,286,74.83,5.117,9.54,1.497588,1.3,5.0,0.01,5.5,18,True,False
0.11,14,-0.604451,-0.058268,0.0,2.378417,0.400326,0.087219,31.668104,-45.671252,-82.46576,1.426996,0.445902,6.039344,0.11,305,71.8,4.7422,8.95,1.366696,1.3,4.75,0.06999999999999999,5.25,15,True,False
0.12,3,-0.829335,-0.080888,0.0,3.296454,0.572596,0.120836,32.727383,-37.918925,-78.652264,1.629733,0.488889,2.222222,0.12,90,66.67,7.0259,8.51,1.671983,1.3,4.75,0.05,5.75,12,True,False
0.11,15,-0.60288,-0.057833,0.0,2.349771,0.394302,0.086627,31.661004,-45.915467,-82.777169,1.421517,0.449045,6.296178,0.11,314,71.97,4.513,10.2,1.388481,1.3,4.5,0.060000000000000005,5.25,20,True,False
0.12,4,-0.797086,-0.081508,0.0,3.209877,0.557447,0.119059,32.009191,-40.503154,-79.550876,1.684927,0.517544,2.596491,0.12,114,74.56,7.5091,9.9,1.623435,1.3,4.0,0.01,5.0,17,True,False
0.12,5,-0.749094,-0.076431,0.0,2.984278,0.522,0.112338,31.724872,-42.35085,-79.121608,1.587602,0.503546,3.056738,0.12,141,71.63,7.2611,9.49,1.661528,1.3,4.75,0.09999999999999999,5.5,16,True,False
0.12,6,-0.724072,-0.073391,0.0,2.906849,0.503944,0.108182,31.695374,-43.06216,-79.738021,1.547473,0.487179,3.339744,0.12,156,73.72,6.7175,10.33,1.676787,1.3,4.75,0.05,5.25,20,True,False
0.12,7,-0.712348,-0.070943,0.0,2.849043,0.489408,0.104508,31.452468,-44.651854,-81.24844,1.562073,0.497207,3.810056,0.12,179,74.86,6.7521,8.7,1.665738,1.3,4.5,0.02,4.5,15,True,False
0.12,8,-0.713812,-0.070381,0.0,2.798452,0.48088,0.103218,31.400718,-44.969803,-81.631993,1.554826,0.5,4.010638,0.12,188,74.47,6.7223,8.91,1.590868,1.4,4.5,0.02,5.0,15,True,False
0.12,9,-0.715133,-0.070151,0.0,2.777964,0.475887,0.102778,31.406056,-45.20776,-81.62903,1.55698,0.502538,4.238579,0.12,197,73.1,6.7899,8.89,1.763803,1.3,4.75,0.01,5.5,16,True,False
0.12,10,-0.686294,-0.066824,0.0,2.633833,0.450793,0.098027,31.193142,-46.733179,-82.72935,1.500283,0.491071,4.933036,0.12,224,73.21,6.4124,8.98,1.575418,1.3,5.0,0.15000000000000002,5.5,16,True,False
0.12,11,-0.667014,-0.064897,0.0,2.598882,0.437236,0.095881,31.09865,-47.245661,-82.94536,1.482805,0.481013,5.265823,0.12,237,70.46,5.3693,7.8,1.516083,1.2000000000000002,4.5,0.04,5.5,14,True,False
0.13,1,-0.999497,-0.110059,0.0,3.931058,0.751803,0.147272,31.940083,-37.452579,-83.806242,1.797969,0.545455,1.0,0.13,22,72.73,10.1821,10.86,2.095873,1.3,4.5,0.04,4.0,17,True,False
0.12,12,-0.656601,-0.06359,0.0,2.573257,0.427673,0.09407,31.031326,-47.749312,-83.284166,1.475338,0.475806,5.564516,0.12,248,73.79,6.1792,10.16,1.466239,1.5,4.5,0.05,5.25,18,True,False
0.13,2,-0.969369,-0.0974,0.0,3.554895,0.65393,0.131091,32.103225,-37.232237,-80.190486,1.853649,0.589744,1.435897,0.13,39,66.67,6.4031,10.23,1.703118,1.3,5.0,0.19,4.25,15,True,False
0.12,13,-0.655336,-0.063193,0.0,2.550636,0.423457,0.093447,30.992067,-48.058798,-83.567648,1.467357,0.470356,5.711462,0.12,253,73.52,5.8283,9.07,1.584115,1.3,5.0,0.01,5.5,17,True,False
0.13,3,-0.875757,-0.085895,0.0,3.336773,0.600497,0.128293,32.98473,-36.935279,-78.078361,1.669143,0.467532,2.207792,0.13,77,72.73,7.6407,11.08,1.704958,1.4,4.5,0.22,5.75,18,True,False
0.12,14,-0.644545,-0.06167,0.0,2.523178,0.413446,0.091643,31.060313,-47.947751,-83.539428,1.477196,0.475472,6.086792,0.12,265,73.21,5.3147,8.46,1.476309,1.2000000000000002,4.75,0.03,4.5,17,True,False
0.12,15,-0.646152,-0.060852,0.0,2.469535,0.404691,0.090468,31.121027,-48.165385,-83.903845,1.460513,0.469314,6.472924,0.12,277,71.12,5.0713,9.96,1.496251,1.3,4.5,0.01,5.75,20,True,False
0.13,4,-0.828276,-0.085124,0.0,3.285726,0.575862,0.123959,31.726526,-41.062378,-79.994364,1.728052,0.5,2.62,0.13,100,76.0,7.8342,10.44,1.823812,1.4,4.5,0.03,6.0,18,True,False
0.13,5,-0.782566,-0.081614,0.0,3.074734,0.552631,0.119174,31.59166,-42.143602,-79.104199,1.635467,0.487603,3.033058,0.13,121,71.07,7.319,8.32,1.818319,1.3,4.75,0.02,5.5,13,True,False
0.13,6,-0.762005,-0.07781,0.0,2.973142,0.524729,0.113609,31.535152,-43.186446,-80.048997,1.570142,0.464286,3.435714,0.13,140,76.43,7.1148,9.49,1.839375,1.3,5.0,0.02,5.75,18,True,False
0.13,7,-0.751136,-0.074181,0.0,2.902694,0.505012,0.108724,31.36272,-44.848594,-81.462807,1.585104,0.490798,3.93865,0.13,163,74.85,6.5323,9.4,1.784802,1.3,4.75,0.01,5.75,18,True,False
0.13,8,-0.750324,-0.073711,0.0,2.844056,0.496631,0.107352,31.260814,-45.258297,-81.710337,1.569679,0.482353,4.105882,0.13,170,71.18,6.2117,7.62,1.618762,1.3,4.0,0.03,5.75,12,True,False
0.13,9,-0.74838,-0.073348,0.0,2.808966,0.490088,0.10676,31.314251,-45.336986,-81.648245,1.570601,0.483333,4.377778,0.13,180,70.56,6.4056,8.46,1.605961,1.3,5.0,0.18000000000000002,4.5,14,True,False
0.13,10,-0.732204,-0.071002,0.0,2.688318,0.470333,0.103086,31.11106,-46.612295,-82.783177,1.532194,0.479798,4.888889,0.13,198,74.24,6.3738,9.76,1.685089,1.4,4.75,0.01,5.0,18,True,False
0.13,11,-0.704918,-0.068464,0.0,2.652181,0.452934,0.099974,31.004658,-47.127725,-83.038482,1.509466,0.466981,5.292453,0.13,212,69.81,5.374,7.26,1.555719,1.2000000000000002,5.0,0.02,5.75,12,True,False
0.14,1,-1.061067,-0.116241,0.0,3.860784,0.785857,0.154202,32.337159,-36.040703,-83.532635,1.87153,0.6,1.0,0.14,20,70.0,10.2583,10.75,2.198104,1.3,4.5,0.060000000000000005,4.0,17,True,False
0.13,12,-0.694414,-0.06724,0.0,2.63436,0.445114,0.098468,30.91204,-47.756241,-83.432347,1.504942,0.463636,5.536364,0.13,220,74.09,5.9313,9.41,1.657519,1.3,4.5,0.03,5.5,18,True,False
0.14,2,-0.993245,-0.101019,0.0,3.69053,0.67873,0.134493,31.697786,-38.582134,-81.453332,2.012431,0.666667,1.393939,0.14,33,66.67,7.5216,9.85,2.02631,1.4,3.75,0.14,5.25,15,True,False
0.13,13,-0.69551,-0.066864,0.0,2.598571,0.439509,0.097687,30.910833,-47.965846,-83.802231,1.487393,0.451327,5.734513,0.13,226,72.12,5.6066,9.8,1.669147,1.3,4.5,0.02,5.75,20,True,False
0.14,3,-0.926798,-0.090595,0.0,3.431317,0.630877,0.134079,32.685448,-37.800896,-78.224484,1.671037,0.5,2.19697,0.14,66,68.18,8.68,8.08,1.923032,1.4,4.5,0.060000000000000005,5.75,11,True,False
0.13,14,-0.689988,-0.065851,0.0,2.589319,0.434069,0.096832,31.041463,-47.733838,-83.743631,1.490789,0.454936,5.982833,0.13,233,72.1,6.3564,10.6,1.485394,1.6,4.75,0.01,5.75,18,True,False
0.14,4,-0.908419,-0.091712,0.0,3.397719,0.600558,0.131655,31.346357,-42.158866,-80.574609,1.720127,0.505618,2.662921,0.14,89,75.28,8.986,9.93,1.989257,1.4,4.5,0.02,4.75,17,True,False
0.13,15,-0.685776,-0.065028,0.0,2.564407,0.426297,0.096012,31.132115,-47.814137,-84.005281,1.481904,0.452282,6.282158,0.13,241,70.54,5.5966,7.38,1.494548,1.3,5.0,0.06999999999999999,5.25,11,True,False
0.14,5,-0.856524,-0.087153,0.0,3.154507,0.570436,0.125386,31.476799,-42.385485,-79.291183,1.618225,0.477064,3.091743,0.14,109,75.23,8.4179,9.6,1.930233,1.3,3.75,0.02,5.0,17,True,False
0.14,6,-0.829081,-0.083199,0.0,3.093774,0.54036,0.119625,31.267913,-43.981561,-80.605446,1.571547,0.459677,3.443548,0.14,124,74.19,7.6593,10.31,1.893723,1.4,4.25,0.03,5.5,20,True,False
0.14,7,-0.822768,-0.080312,0.0,3.024596,0.522441,0.115508,31.044244,-45.297074,-81.653017,1.610605,0.492958,3.894366,0.14,142,76.06,7.8136,9.34,1.876732,1.4,4.25,0.01,6.0,17,True,False
0.14,8,-0.800236,-0.078608,0.0,2.952815,0.511205,0.112512,30.863242,-45.987363,-82.115366,1.589408,0.483444,4.139073,0.14,151,72.85,6.9418,10.25,1.808866,1.4,4.25,0.01,5.75,20,True,False
0.14,9,-0.793876,-0.077375,0.0,2.919877,0.505077,0.111589,31.09329,-45.959614,-81.816422,1.595589,0.49375,4.4125,0.14,160,75.0,7.3354,9.64,1.937356,1.3,5.0,0.01,6.0,18,True,False
0.14,10,-0.783697,-0.075319,0.0,2.836165,0.489667,0.108762,31.049761,-46.714758,-82.500417,1.579406,0.494186,4.802326,0.14,172,71.51,6.5122,9.66,1.76494,1.3,3.5,0.04,5.0,19,True,False
0.14,11,-0.753343,-0.072642,0.0,2.80924,0.471753,0.105273,30.820077,-47.641055,-82.86851,1.554083,0.483696,5.206522,0.14,184,72.28,6.385,9.58,1.740105,1.3,4.0,0.02,5.5,18,True,False
0.16,1,-1.067919,-0.136321,0.0,4.340387,0.805268,0.157112,26.966204,-49.434847,-88.651087,2.26113,0.666667,1.0,0.16,9,66.67,14.3012,11.22,2.611719,1.7000000000000002,4.25,0.25,4.25,13,True,False
0.14,12,-0.74362,-0.071339,0.0,2.817333,0.464955,0.104206,30.814604,-48.038108,-83.091352,1.584925,0.494737,5.421053,0.14,190,71.58,6.0883,9.82,1.620754,1.4,3.75,0.02,5.0,18,True,False
0.16,2,-1.188832,-0.113242,0.0,3.912242,0.752289,0.1472,30.03666,-43.554689,-83.692592,2.332669,0.666667,1.571429,0.16,21,80.95,10.1697,11.29,2.378196,1.5,4.75,0.02,5.5,17,True,False
0.14,13,-0.737585,-0.070513,0.0,2.792304,0.45767,0.103182,30.858093,-48.108812,-83.44502,1.563424,0.48731,5.690355,0.14,197,72.08,6.1618,9.13,1.709473,1.3,4.75,0.03,5.0,17,True,False
0.16,3,-0.988671,-0.095925,0.0,3.675518,0.675579,0.142215,31.715317,-41.197549,-79.142914,1.834832,0.541667,2.375,0.16,48,77.08,11.5156,10.29,2.395574,1.5,4.0,0.01,5.0,18,True,False
0.14,14,-0.73619,-0.069616,0.0,2.787355,0.450175,0.101805,30.737169,-48.653863,-83.529021,1.614635,0.492683,6.014634,0.14,205,70.24,5.5904,9.67,1.697979,1.3,4.75,0.02,5.25,19,True,False
0.14,15,-0.728525,-0.068448,0.0,2.734042,0.441943,0.10073,30.846193,-48.696526,-83.722866,1.598222,0.485981,6.392523,0.14,214,70.09,5.4876,9.91,1.659418,1.3,5.0,0.01,4.75,20,True,False
0.16,4,-1.009008,-0.097929,0.0,3.675361,0.639565,0.139788,30.399702,-44.673476,-81.496468,1.875,0.521739,2.869565,0.16,69,75.36,10.5267,6.9,2.078202,1.7000000000000002,4.75,0.03,5.5,8,True,False
0.16,5,-0.966459,-0.095681,0.0,3.364986,0.618123,0.135142,30.626304,-44.307536,-79.366794,1.747542,0.493976,3.228916,0.16,83,77.11,9.707,5.83,1.838053,2.4000000000000004,3.25,0.08,5.0,6,True,False
0.16,6,-0.906452,-0.089473,0.0,3.302332,0.579028,0.126731,30.373678,-46.184391,-80.988007,1.689742,0.489583,3.604167,0.16,96,79.17,9.9444,8.92,2.225498,1.4,5.0,0.02,5.5,17,True,False
0.16,7,-0.928945,-0.087147,0.0,3.178681,0.558673,0.123328,30.4624,-46.791844,-81.79527,1.714155,0.508929,4.089286,0.16,112,78.57,8.7055,7.99,2.158786,1.3,5.0,0.01,3.75,15,True,False
0.16,8,-0.92396,-0.085951,0.0,3.117931,0.545487,0.120741,30.251202,-47.477567,-82.276917,1.691451,0.504202,4.319328,0.16,119,74.79,8.0939,6.64,2.018776,1.3,4.5,0.01,4.25,10,True,False
0.16,9,-0.925217,-0.085435,0.0,3.086205,0.544695,0.120662,30.418113,-47.560672,-82.279334,1.690572,0.512,4.544,0.16,125,76.0,6.9758,6.83,1.986101,0.8,4.75,0.01,3.5,20,True,False
0.16,10,-0.907615,-0.082259,0.0,2.989124,0.525912,0.117138,30.442174,-48.329421,-82.920254,1.680486,0.529851,4.910448,0.16,134,72.39,7.4791,9.01,2.002655,1.3,4.75,0.01,4.0,18,True,False
0.16,11,-0.88603,-0.080116,0.0,2.944654,0.514007,0.114646,30.263431,-48.913516,-82.94116,1.65173,0.524823,5.212766,0.16,141,70.21,7.9096,11.18,1.831307,1.6,4.5,0.01,6.0,20,True,False
0.17,1,-1.117812,-0.147247,0.0,4.749405,0.852352,0.164425,24.147637,-57.451487,-95.262235,2.273358,0.625,1.0,0.17,8,87.5,21.0014,13.62,3.185652,1.6,4.0,0.09999999999999999,5.5,18,True,False
0.16,12,-0.855962,-0.077548,0.0,2.918112,0.49863,0.111628,30.220721,-49.667642,-83.557342,1.677888,0.523179,5.662252,0.16,151,68.87,6.5394,8.97,1.847461,1.3,3.25,0.02,5.0,17,True,False
0.17,2,-1.244828,-0.113354,0.0,4.131824,0.718596,0.144134,28.854317,-47.446993,-87.23271,2.517912,0.722222,1.555556,0.17,18,77.78,10.1914,11.83,2.530205,1.5,5.0,0.09,4.5,18,True,False
0.16,13,-0.84299,-0.076622,0.0,2.866238,0.489795,0.109914,30.273415,-49.52803,-83.678147,1.657463,0.515924,5.942675,0.16,157,70.06,6.2144,9.93,1.868726,1.3,5.0,0.02,5.5,20,True,False
0.16,14,-0.840384,-0.075667,0.0,2.849996,0.482211,0.108319,30.19522,-49.903176,-83.942634,1.694014,0.512195,6.286585,0.16,164,71.95,6.0885,8.08,1.78481,1.1,5.0,0.01,5.5,18,True,False
0.17,3,-1.005096,-0.098844,0.0,3.842687,0.674538,0.144933,30.978542,-43.267911,-81.623274,1.885371,0.545455,2.409091,0.17,44,79.55,12.4788,10.16,2.410258,1.5,3.25,0.17,5.25,17,True,False
0.16,15,-0.839002,-0.075109,0.0,2.812042,0.478289,0.108091,30.322797,-49.814203,-84.04882,1.68312,0.505952,6.494048,0.16,168,64.88,6.0173,7.57,1.576759,1.3,3.25,0.22,6.0,12,True,False
0.17,4,-0.992941,-0.096128,0.0,3.793774,0.637764,0.139029,30.47143,-44.774583,-81.705,1.90316,0.515625,2.90625,0.17,64,78.12,11.7253,9.61,2.363923,1.5,4.25,0.03,4.75,16,True,False
0.17,5,-0.988683,-0.098378,0.0,3.507117,0.627549,0.137636,30.381652,-45.081545,-80.658357,1.793365,0.493333,3.213333,0.17,75,81.33,10.6036,9.17,2.159005,1.4,4.25,0.14,5.75,15,True,False
0.17,6,-0.948395,-0.093653,0.0,3.435557,0.597705,0.131711,29.935837,-47.375439,-82.235909,1.742615,0.511628,3.569767,0.17,86,82.56,11.4641,8.98,2.433033,1.4,4.75,0.05,5.0,17,True,False
0.17,7,-0.999731,-0.092531,0.0,3.30105,0.580265,0.129267,30.099124,-47.558025,-82.731804,1.784509,0.535354,4.020202,0.17,99,79.8,11.4892,6.89,2.345158,1.6,4.75,0.03,5.75,9,True,False
0.17,8,-0.966132,-0.089857,0.0,3.277555,0.562507,0.12479,29.747673,-48.744068,-83.462584,1.764408,0.53271,4.317757,0.17,107,78.5,9.4269,8.78,2.250791,1.3,4.25,0.04,5.25,17,True,False
0.17,9,-0.971572,-0.089139,0.0,3.228574,0.556076,0.124331,29.978421,-48.788851,-83.642966,1.745419,0.530435,4.643478,0.17,115,74.78,8.5329,9.65,2.201942,1.3,3.5,0.09999999999999999,5.5,20,True,False
0.17,10,-0.944949,-0.086163,0.0,3.091947,0.536873,0.120409,29.983189,-49.375241,-84.11103,1.727092,0.540323,5.032258,0.17,124,74.19,7.377,8.12,2.017021,1.1,3.75,0.02,5.5,20,True,False
0.17,11,-0.921987,-0.083893,0.0,3.061595,0.522032,0.117481,29.786246,-49.940435,-84.249477,1.693127,0.534351,5.351145,0.17,131,73.28,7.49,9.34,2.021882,1.3,5.0,0.05,5.75,18,True,False
0.18,1,-1.142611,-0.151949,0.0,4.706739,0.86767,0.169499,23.520744,-59.862242,-95.520267,2.449797,0.714286,1.0,0.18,7,85.71,21.4384,13.0,3.498343,1.6,5.0,0.060000000000000005,4.75,18,True,False
0.17,12,-0.897024,-0.081587,0.0,3.046375,0.508567,0.114951,29.77602,-50.456134,-84.736528,1.726024,0.532374,5.733813,0.17,139,71.94,6.5558,5.61,1.746341,1.3,4.0,0.16,4.5,7,True,False
0.17,13,-0.88061,-0.079839,0.0,3.009297,0.498188,0.112585,29.987045,-49.89908,-84.643093,1.706951,0.534247,6.082192,0.17,146,73.29,5.8741,7.71,1.821283,1.0,4.0,0.01,5.5,18,True,False
0.18,2,-1.341418,-0.113347,0.0,4.086999,0.724531,0.148732,29.250833,-47.207403,-86.091412,2.678249,0.75,1.5625,0.18,16,75.0,9.5906,11.94,2.595866,1.5,4.0,0.02,4.75,18,True,False
0.17,14,-0.876519,-0.079142,0.0,2.97124,0.492538,0.111303,29.811996,-50.603522,-84.882746,1.756277,0.529801,6.344371,0.17,151,70.86,6.5135,9.39,1.89468,1.3,4.5,0.02,6.0,18,True,False
0.18,3,-1.082898,-0.105883,0.0,3.936628,0.704093,0.150735,30.548767,-44.243569,-82.038474,1.859275,0.540541,2.378378,0.18,37,75.68,12.5156,10.16,2.650965,1.5,4.75,0.02,5.5,17,True,False
0.17,15,-0.873082,-0.078112,0.0,2.901129,0.48721,0.110388,29.984253,-50.492426,-85.059744,1.733298,0.519231,6.621795,0.17,156,71.79,5.651,7.52,1.770562,1.1,3.5,0.01,4.0,16,True,False
0.18,4,-1.09016,-0.103625,0.0,3.79644,0.66837,0.147759,30.384879,-44.559654,-80.38922,1.805803,0.464286,2.928571,0.18,56,76.79,12.4067,10.23,2.587475,1.5,3.25,0.02,6.0,18,True,False
