threshold_pct,max_setup_hold_bars,ctx_dist_ema200,ctx_ema50_slope,ctx_supertrend,ctx_vol_z,ctx_bb_width_ratio,ctx_atr_pct,ctx_rsi,ctx_cmo,ctx_williams_r,ctx_vol_ratio,ctx_vol_sig,ctx_setup_bars,entry_threshold_pct,trades,win_rate,avg_return,avg_hold_bars,return_per_bar,tp_mult,sl_mult,tp_trail_mult,sl_trail_mult,max_holding_bars,active_trail_sl,time_decay_sl
0.18,5,-1.022114,-0.10072,0.0,3.54798,0.637435,0.141289,30.288057,-45.622321,-80.641616,1.721043,0.485294,3.294118,0.18,68,77.94,11.4133,10.32,2.233387,1.6,4.0,0.09,3.75,17,True,False
0.18,6,-1.008223,-0.097625,0.0,3.482254,0.620348,0.137854,30.272661,-46.505722,-81.434534,1.696658,0.493151,3.479452,0.18,73,76.71,11.6468,7.97,2.306709,1.6,3.25,0.04,4.5,11,True,False
0.18,7,-1.043642,-0.095669,0.0,3.329832,0.597488,0.133458,30.273721,-47.29083,-82.281328,1.764726,0.534884,4.011628,0.18,86,80.23,10.6864,9.28,2.383902,1.4,4.25,0.01,4.0,19,True,False
0.18,8,-1.013629,-0.092663,0.0,3.259232,0.576343,0.127352,29.871374,-48.614157,-83.400538,1.7191,0.515464,4.463918,0.18,97,77.32,9.3735,9.52,2.210461,1.4,4.0,0.04,5.5,19,True,False
0.18,9,-1.015968,-0.091663,0.0,3.206982,0.568246,0.126654,30.114674,-48.673103,-83.602826,1.701755,0.514286,4.809524,0.18,105,73.33,8.328,5.9,2.149242,1.3,3.5,0.03,5.5,8,True,False
0.18,10,-1.001849,-0.088959,0.0,3.085537,0.553121,0.123488,30.111094,-49.156327,-83.891775,1.69941,0.531532,5.09009,0.18,111,70.27,7.6705,8.95,2.062166,1.3,5.0,0.03,4.75,17,True,False
0.18,11,-0.962258,-0.087052,0.0,3.049,0.537722,0.120368,29.936428,-49.391695,-83.873853,1.658886,0.525424,5.440678,0.18,118,70.34,6.6123,8.45,1.876738,1.3,3.5,0.01,5.0,15,True,False
0.18,12,-0.95223,-0.086166,0.0,3.016255,0.527998,0.118832,29.914144,-49.618995,-84.121786,1.66884,0.520325,5.707317,0.18,123,69.92,6.9247,9.8,1.904432,1.3,3.75,0.09999999999999999,4.0,20,True,False
0.19,1,-1.142611,-0.151949,0.0,4.706739,0.86767,0.169499,23.520744,-59.862242,-95.520267,2.449797,0.714286,1.0,0.19,7,85.71,15.382,7.29,3.404389,1.8,4.75,0.44,5.5,8,True,False
0.18,13,-0.929769,-0.084067,0.0,2.960634,0.515693,0.116384,30.171345,-49.22546,-84.072589,1.653902,0.530769,6.1,0.18,130,68.46,6.202,10.22,1.780364,1.4,5.0,0.06999999999999999,5.25,19,True,False
0.19,2,-1.299102,-0.115302,0.0,4.1855,0.750123,0.148832,28.920799,-47.819802,-86.304524,2.779838,0.8,1.533333,0.19,15,86.67,13.2046,11.13,2.935508,1.5,3.25,0.13,4.25,17,True,False
0.18,14,-0.914881,-0.082541,0.0,2.911177,0.505644,0.113853,29.954867,-50.07705,-84.500364,1.718585,0.525547,6.50365,0.18,137,69.34,5.986,6.77,1.723944,1.3,3.5,0.08,5.75,10,True,False
0.19,3,-1.104059,-0.107557,0.0,4.154035,0.728847,0.153196,30.32249,-44.118961,-82.032176,1.950586,0.575758,2.333333,0.19,33,78.79,13.4813,10.18,2.659423,1.6,4.5,0.03,4.75,15,True,False
0.18,15,-0.907613,-0.081705,0.0,2.86327,0.501056,0.112891,30.000025,-50.146969,-84.572007,1.704892,0.521429,6.685714,0.18,140,67.86,5.8419,9.71,1.800822,1.3,4.0,0.04,5.0,19,True,False
0.19,4,-1.118827,-0.106927,0.0,4.114892,0.695544,0.153702,29.490892,-47.24571,-82.273403,1.961246,0.5,2.804348,0.19,46,80.43,14.4525,9.72,2.933487,1.5,3.5,0.04,5.5,17,True,False
0.19,5,-1.046602,-0.102604,0.0,3.661496,0.642207,0.142779,29.733622,-47.091409,-81.481805,1.763959,0.483871,3.370968,0.19,62,77.42,12.0203,10.18,2.582397,1.7000000000000002,3.75,0.01,5.25,17,True,False
0.19,6,-1.034695,-0.100626,0.0,3.605874,0.632755,0.141213,29.867381,-47.340279,-81.825266,1.736812,0.476923,3.492308,0.19,65,76.92,11.3624,9.31,2.655504,1.4,3.5,0.01,3.75,19,True,False
0.19,7,-1.067357,-0.097744,0.0,3.392695,0.601405,0.136302,30.244935,-47.201685,-82.21098,1.78831,0.512821,4.076923,0.19,78,82.05,12.6896,9.19,2.5195,1.6,4.25,0.05,4.75,15,True,False
0.19,8,-1.03871,-0.095513,0.0,3.381499,0.583564,0.132037,29.950778,-48.079654,-82.908494,1.788299,0.52381,4.357143,0.19,84,77.38,9.9889,9.48,2.438232,1.4,4.5,0.01,5.25,19,True,False
0.19,9,-1.041101,-0.094081,0.0,3.315765,0.572038,0.130823,30.19518,-48.261154,-83.123266,1.762225,0.521739,4.76087,0.19,92,72.83,9.4592,8.58,2.486427,1.3,4.0,0.02,5.5,17,True,False
0.19,10,-1.040646,-0.092194,0.0,3.222754,0.56179,0.128548,30.09854,-49.018163,-83.233097,1.745544,0.526316,4.926316,0.19,95,72.63,8.223,9.19,2.262631,1.3,4.0,0.02,5.0,20,True,False
0.19,11,-1.001655,-0.08983,0.0,3.108333,0.540585,0.12432,29.91811,-49.530142,-83.442893,1.68236,0.509615,5.451923,0.19,104,74.04,6.5214,6.03,1.919844,0.7,4.75,0.01,4.0,15,True,False
0.19,12,-0.985501,-0.089079,0.0,3.113215,0.536413,0.123495,29.89386,-49.620206,-83.438343,1.712329,0.518868,5.575472,0.19,106,67.92,6.5743,9.52,1.848695,1.3,4.0,0.09999999999999999,3.75,20,True,False
0.19,13,-0.975082,-0.087953,0.0,3.05107,0.524644,0.121592,30.079634,-49.008096,-82.986241,1.705022,0.531532,5.90991,0.19,111,64.86,5.7748,9.33,1.856173,1.3,4.25,0.03,5.5,18,True,False
0.19,14,-0.95033,-0.085744,0.0,3.023272,0.512034,0.118393,29.746658,-50.294123,-83.545833,1.785056,0.533898,6.389831,0.19,118,65.25,7.0618,10.44,1.873345,1.6,5.0,0.04,6.0,17,True,False
0.2,2,-1.558653,-0.128697,0.0,3.973654,0.846641,0.161839,30.967836,-42.097962,-83.092691,2.74929,0.727273,1.636364,0.2,11,72.73,11.0483,10.09,2.711631,1.5,4.75,0.21000000000000002,5.5,15,True,False
0.19,15,-0.948405,-0.084534,0.0,2.941417,0.507189,0.116733,29.787334,-50.591202,-83.989103,1.752348,0.52459,6.672131,0.19,122,67.21,5.7603,9.96,1.81678,1.3,4.0,0.04,5.0,20,True,False
0.2,3,-1.143802,-0.110492,0.0,4.187554,0.735455,0.155051,30.259667,-44.689623,-83.690748,1.920579,0.571429,2.464286,0.2,28,75.0,13.9767,6.93,2.667798,1.6,4.25,0.2,4.25,8,True,False
0.2,4,-1.152633,-0.108444,0.0,4.122605,0.702979,0.158265,30.0578,-46.132684,-81.434196,1.820049,0.439024,2.95122,0.2,41,75.61,13.8964,6.12,2.775692,1.6,3.5,0.05,4.75,7,True,False
0.2,5,-1.101199,-0.10645,0.0,3.783813,0.664147,0.149569,29.954477,-46.811898,-81.636289,1.749564,0.490566,3.415094,0.2,53,75.47,12.1583,9.4,2.461501,1.5,4.25,0.15000000000000002,5.25,16,True,False
0.2,6,-1.089356,-0.102787,0.0,3.639457,0.641689,0.145353,29.972615,-47.704938,-82.256155,1.692719,0.465517,3.637931,0.2,58,77.59,10.9433,5.72,2.43084,1.4,4.75,0.02,5.25,7,True,False
0.2,7,-1.126892,-0.100692,0.0,3.42401,0.613763,0.14139,30.220505,-48.040175,-82.809683,1.772895,0.507246,4.173913,0.2,69,78.26,11.9327,6.25,2.413812,1.4,3.75,0.11,5.5,8,True,False
0.2,8,-1.103489,-0.09919,0.0,3.425288,0.600678,0.138001,29.925528,-48.878298,-83.549974,1.773774,0.506849,4.383562,0.2,73,76.71,11.2255,6.21,2.340077,1.4,4.5,0.060000000000000005,5.25,8,True,False
0.2,9,-1.110087,-0.098095,0.0,3.352215,0.59077,0.136927,30.200547,-48.953269,-83.857595,1.718993,0.5,4.7875,0.2,80,73.75,11.1815,9.44,2.324169,1.6,3.25,0.02,4.25,15,True,False
0.2,10,-1.094173,-0.094843,0.0,3.260226,0.572149,0.132671,29.887068,-50.336211,-84.357915,1.707377,0.517647,5.094118,0.2,85,71.76,10.5174,7.16,2.080347,1.7000000000000002,4.25,0.03,4.5,9,True,False
0.2,11,-1.066854,-0.092684,0.0,3.165431,0.557195,0.129321,29.779111,-50.709122,-84.563671,1.666188,0.505495,5.483516,0.2,91,72.53,6.3833,6.59,1.964419,0.7,4.75,0.01,5.25,20,True,False
0.2,12,-1.031559,-0.091629,0.0,3.144436,0.546766,0.127104,29.725967,-50.767919,-84.616053,1.693307,0.515789,5.757895,0.2,95,65.26,6.7962,6.44,1.680039,1.3,3.5,0.12,3.75,9,True,False
0.2,13,-1.026359,-0.090581,0.0,3.116844,0.536807,0.125452,29.819321,-50.397842,-84.257711,1.694364,0.535354,6.050505,0.2,99,60.61,5.2971,9.14,1.685504,1.3,5.0,0.02,6.0,17,True,False
0.2,14,-1.004899,-0.088136,0.0,3.120068,0.524578,0.122301,29.551862,-51.517823,-84.692101,1.791828,0.542857,6.504762,0.2,105,69.52,5.4896,6.2,1.684626,0.7,3.75,0.04,5.25,17,True,False
0.22,2,-1.658351,-0.135367,0.0,4.815227,0.689405,0.147951,24.845863,-57.190655,-92.054001,3.286231,0.714286,1.571429,0.22,7,57.14,9.5774,12.29,1.590122,1.4,3.75,0.24000000000000002,3.75,16,True,False
0.2,15,-0.992915,-0.087145,0.0,3.026046,0.518232,0.119984,29.388911,-52.0962,-85.156038,1.762489,0.541284,6.816514,0.2,109,66.06,7.1213,6.64,1.632633,1.6,5.0,0.06999999999999999,5.5,8,True,False
0.22,3,-1.157311,-0.11979,0.0,4.697785,0.714941,0.154247,27.776002,-49.840916,-85.787112,1.938171,0.55,2.5,0.22,20,75.0,16.7782,7.35,2.582101,2.1,4.75,0.12,4.5,8,True,False
0.22,4,-1.149772,-0.110636,0.0,4.456466,0.699891,0.154889,27.971671,-51.280785,-82.288509,1.893539,0.451613,3.032258,0.22,31,83.87,15.9774,6.77,2.49681,2.3,4.25,0.29000000000000004,5.75,7,True,False
0.22,5,-1.083631,-0.104381,0.0,3.993901,0.64243,0.147139,28.805479,-50.26759,-81.262796,1.760613,0.47619,3.547619,0.22,42,78.57,12.6541,10.0,2.649975,1.5,4.25,0.02,5.75,20,True,False
0.22,6,-1.141554,-0.107005,0.0,3.777877,0.635507,0.147342,28.684183,-51.024743,-82.79992,1.668459,0.458333,3.854167,0.22,48,75.0,11.0105,10.48,2.609771,1.5,4.75,0.02,5.0,20,True,False
0.22,7,-1.161489,-0.103569,0.0,3.625144,0.612678,0.143567,29.055554,-51.332574,-83.256319,1.795487,0.490909,4.254545,0.22,55,74.55,12.1926,9.11,2.65768,1.5,4.0,0.02,6.0,16,True,False
0.22,8,-1.151678,-0.103848,0.0,3.571803,0.614367,0.143579,29.086134,-51.534061,-83.485005,1.776469,0.482143,4.321429,0.22,56,75.0,13.6264,6.55,2.685605,1.6,4.25,0.17,4.5,8,True,False
0.22,9,-1.158729,-0.101394,0.0,3.501687,0.591442,0.141623,29.301115,-51.547739,-84.100026,1.717754,0.459016,4.704918,0.22,61,77.05,11.5061,5.9,2.680958,1.3,3.25,0.05,4.25,8,True,False
0.22,10,-1.142698,-0.097553,0.0,3.358351,0.569335,0.135897,28.967995,-53.038598,-84.777025,1.695899,0.484848,5.106061,0.22,66,74.24,9.72,5.82,2.339398,1.3,4.25,0.04,4.25,8,True,False
0.22,11,-1.086156,-0.094462,0.0,3.365193,0.553046,0.130991,28.442691,-54.425508,-85.378614,1.674966,0.5,5.597222,0.22,72,80.56,6.7626,5.4,2.155317,0.7,5.0,0.03,5.0,15,True,False
0.22,12,-1.059087,-0.094498,0.0,3.301503,0.543343,0.128947,28.400588,-54.450091,-85.767189,1.659531,0.5,5.934211,0.22,76,72.37,7.9965,6.3,1.996369,1.3,4.5,0.02,5.0,9,True,False
0.22,13,-1.049502,-0.09302,0.0,3.238274,0.531492,0.126983,28.688634,-53.69585,-85.325534,1.662452,0.525,6.2875,0.22,80,70.0,7.3104,6.35,1.839354,1.3,3.75,0.04,3.75,9,True,False
0.22,14,-1.025622,-0.090589,0.0,3.267412,0.518358,0.123471,28.247974,-55.186633,-85.814149,1.79369,0.541176,6.741176,0.22,85,71.76,7.8353,5.82,1.971905,1.3,3.75,0.03,6.0,8,True,False
0.24,2,-1.000218,-0.085111,0.0,5.705367,0.505363,0.121428,22.711505,-67.388268,-94.510166,4.275109,1.0,1.4,0.24,5,80.0,9.9852,13.2,1.709598,1.8,3.25,0.02,5.25,18,True,False
0.22,15,-1.029589,-0.089396,0.0,3.149346,0.511293,0.121919,28.340671,-55.441026,-86.337178,1.796101,0.550562,7.11236,0.22,89,67.42,6.4691,9.47,1.853958,1.3,3.25,0.01,5.0,20,True,False
0.24,3,-1.454608,-0.143696,0.0,4.860263,0.79907,0.167624,26.546326,-51.954468,-87.039547,2.337558,0.538462,2.384615,0.24,13,76.92,20.2481,9.62,3.387884,1.4,3.5,0.12,4.25,18,True,False
0.24,4,-1.36778,-0.126327,0.0,4.691281,0.738496,0.166364,26.763866,-53.715626,-83.091696,2.247731,0.454545,3.045455,0.24,22,77.27,16.0155,6.36,2.858603,1.8,4.5,0.15000000000000002,5.5,7,True,False
0.24,5,-1.237012,-0.11832,0.0,4.030871,0.692164,0.15972,28.55829,-50.174074,-80.864396,1.978856,0.433333,3.566667,0.24,30,80.0,17.6483,9.27,3.51985,1.5,3.5,0.04,3.75,18,True,False
0.24,6,-1.277645,-0.11995,0.0,3.781981,0.677805,0.156672,28.383685,-51.140807,-81.913751,1.841562,0.4,3.914286,0.24,35,77.14,15.0671,9.86,3.213613,1.5,4.75,0.05,4.75,18,True,False
0.24,7,-1.283227,-0.117002,0.0,3.685262,0.658452,0.15189,28.195145,-52.944753,-83.0085,2.014183,0.435897,4.230769,0.24,39,79.49,14.8969,5.79,3.164195,1.5,4.0,0.05,3.75,7,True,False
0.24,8,-1.266448,-0.117057,0.0,3.609082,0.659672,0.151699,28.259466,-53.186531,-83.334856,1.982091,0.425,4.325,0.24,40,77.5,14.7839,9.7,3.090036,1.5,3.5,0.05,4.75,18,True,False
0.24,9,-1.234247,-0.112466,0.0,3.583075,0.642758,0.150068,28.6228,-52.667183,-83.697176,1.907249,0.395349,4.651163,0.24,43,81.4,15.1741,6.09,2.946017,2.0,4.5,0.17,3.75,7,True,False
0.24,10,-1.242087,-0.111442,0.0,3.4902,0.625252,0.147554,28.604838,-53.038876,-83.823342,1.881777,0.425532,5.106383,0.24,47,76.6,15.0232,6.66,2.908992,1.9000000000000001,5.0,0.01,5.25,8,True,False
0.24,11,-1.176171,-0.104395,0.0,3.322176,0.587952,0.138128,28.297062,-54.739108,-84.685946,1.804997,0.454545,5.963636,0.24,55,70.91,8.6209,9.2,2.306834,1.3,4.0,0.02,4.25,20,True,False
0.24,12,-1.165064,-0.103245,0.0,3.241561,0.579598,0.137038,28.216356,-55.132911,-85.241467,1.743522,0.440678,6.372881,0.24,59,67.8,9.4754,8.22,2.100356,1.4,5.0,0.01,5.25,13,True,False
0.24,13,-1.139114,-0.100444,0.0,3.245724,0.565309,0.133494,28.344026,-54.701721,-85.555243,1.715681,0.460317,6.793651,0.24,63,65.08,8.3928,7.3,2.028059,1.3,3.25,0.03,5.0,12,True,False
0.24,14,-1.114336,-0.099724,0.0,3.196543,0.554609,0.131384,27.970056,-55.980503,-85.706421,1.863189,0.484848,7.121212,0.24,66,69.7,8.5318,7.64,2.123719,1.3,5.0,0.03,5.0,13,True,False
0.24,15,-1.123058,-0.097062,0.0,3.130972,0.541287,0.127709,27.972604,-56.424116,-86.426372,1.833522,0.478873,7.676056,0.24,71,64.79,7.488,8.66,2.02153,1.3,3.25,0.02,4.5,16,True,False
0.26,2,-1.02916,-0.089701,0.0,5.610502,0.519051,0.124602,22.371924,-68.462026,-92.839633,4.341116,1.0,1.6,0.26,5,80.0,11.8236,13.0,1.957697,1.9000000000000001,2.75,0.12,5.25,18,True,False
0.26,3,-1.106404,-0.12469,0.0,5.353037,0.756392,0.158036,25.489675,-56.847529,-89.102839,2.650397,0.636364,2.363636,0.26,11,81.82,20.8884,6.0,3.481408,2.4000000000000004,3.25,0.05,4.0,6,True,False
0.26,4,-1.233731,-0.131586,0.0,5.37592,0.751992,0.170846,24.408598,-60.946071,-87.165249,2.520774,0.588235,2.941176,0.26,17,88.24,23.07,6.41,4.045908,2.0,2.75,0.04,5.25,7,True,False
0.26,5,-1.387005,-0.133191,0.0,4.514975,0.742366,0.169777,26.860186,-54.990044,-83.726561,2.257224,0.545455,3.409091,0.26,22,81.82,20.4082,6.41,3.630632,1.8,2.5,0.27,3.75,7,True,False
0.26,6,-1.373055,-0.126629,0.0,4.380668,0.702133,0.16395,26.915684,-55.549644,-84.212444,2.173786,0.52,3.72,0.26,25,84.0,20.2423,11.36,3.241579,1.9000000000000001,3.5,0.02,4.5,20,True,False
0.26,7,-1.543888,-0.132872,0.0,4.240004,0.696539,0.166436,26.927336,-56.367177,-85.048609,2.366182,0.535714,4.071429,0.26,28,85.71,17.2472,10.57,2.987588,1.4,4.5,0.060000000000000005,3.75,20,True,False
0.26,8,-1.540673,-0.132928,0.0,4.11299,0.690718,0.166436,27.023271,-56.56972,-85.227715,2.322224,0.517241,4.206897,0.26,29,82.76,17.8236,6.38,3.197486,1.9000000000000001,4.25,0.21000000000000002,5.75,7,True,False
0.26,9,-1.459388,-0.128637,0.0,3.929828,0.679918,0.162017,27.728678,-54.392388,-84.271762,2.187538,0.46875,4.65625,0.26,32,84.38,16.9395,6.34,3.060135,1.9000000000000001,3.0,0.12,4.75,7,True,False
0.26,10,-1.462467,-0.125484,0.0,3.782741,0.656002,0.161002,28.262764,-53.850258,-84.124284,2.131032,0.485714,5.114286,0.26,35,77.14,14.1614,12.86,2.422742,1.8,4.75,0.06999999999999999,5.25,20,True,False
0.26,11,-1.335679,-0.114189,0.0,3.576344,0.607493,0.145912,27.483996,-56.781837,-84.873007,1.99958,0.534884,6.209302,0.26,43,65.12,8.7552,11.58,1.712686,1.6,4.75,0.18000000000000002,5.5,19,True,False
0.26,12,-1.327043,-0.11188,0.0,3.460704,0.598199,0.144921,27.642482,-56.535497,-85.013128,1.911109,0.5,6.586957,0.26,46,73.91,9.9925,5.91,1.812191,1.4,3.0,0.22,4.75,7,True,False
0.26,13,-1.327043,-0.11188,0.0,3.460704,0.598199,0.144921,27.642482,-56.535497,-85.013128,1.911109,0.5,6.586957,0.26,46,71.74,10.4078,6.22,1.838426,1.9000000000000001,3.25,0.24000000000000002,6.0,7,True,False
0.26,14,-1.239186,-0.108841,0.0,3.366095,0.575956,0.139127,27.131135,-58.501384,-85.427578,2.101238,0.54902,7.313725,0.26,51,72.55,11.0692,6.2,1.950668,2.0,3.25,0.060000000000000005,5.75,7,True,False
0.26,15,-1.260512,-0.107934,0.0,3.357549,0.568249,0.1381,27.123303,-58.612496,-85.915323,2.121244,0.54717,7.603774,0.26,53,71.7,10.5668,6.26,1.838374,2.0,2.75,0.23,6.0,7,True,False
0.28,2,-1.059869,-0.09523,0.0,5.640078,0.540274,0.130243,22.020631,-69.156781,-92.446983,4.294582,1.0,1.8,0.28,5,80.0,11.4434,6.2,2.37649,0.8,4.25,0.23,3.5,7,True,False
0.28,3,-1.096103,-0.114703,0.0,5.611376,0.655955,0.141631,24.38679,-60.043222,-89.805696,2.94592,0.666667,2.333333,0.28,9,66.67,18.2936,6.0,3.058364,1.6,3.75,0.11,2.0,7,True,False
0.28,4,-1.413577,-0.148392,0.0,5.198818,0.800023,0.186804,25.141652,-59.900046,-85.961854,2.218115,0.5,2.928571,0.28,14,85.71,19.9098,6.93,4.000103,0.7,3.5,0.21000000000000002,4.5,15,True,False
0.28,5,-1.345417,-0.138551,0.0,5.105788,0.755484,0.177286,24.727267,-61.196149,-86.631354,2.340233,0.5625,3.1875,0.28,16,87.5,25.795,10.12,3.824416,1.5,4.5,0.05,4.25,18,True,False
0.28,6,-1.584303,-0.142832,0.0,4.669777,0.711015,0.176314,25.0784,-60.410075,-87.198791,2.204145,0.526316,3.631579,0.28,19,84.21,19.0946,6.16,3.485163,1.3,4.75,0.2,2.25,7,True,False
0.28,7,-1.765714,-0.151143,0.0,4.601454,0.717572,0.180949,25.237018,-60.404298,-87.380563,2.482324,0.52381,3.952381,0.28,21,80.95,18.5279,6.52,3.271082,1.9000000000000001,4.0,0.24000000000000002,5.25,7,True,False
0.28,8,-1.751393,-0.150386,0.0,4.417597,0.708943,0.180289,25.440309,-60.487781,-87.51066,2.4191,0.5,4.136364,0.28,22,90.91,17.0612,6.91,3.20248,0.8,4.25,0.03,6.0,15,True,False
0.28,9,-1.675555,-0.147355,0.0,4.148572,0.689059,0.173951,26.000537,-57.960762,-85.914713,2.419523,0.541667,4.541667,0.28,24,91.67,16.2167,7.0,3.11559,0.8,2.75,0.05,5.5,18,True,False
0.28,10,-1.655528,-0.141189,0.0,3.933599,0.657041,0.171309,26.884887,-56.861515,-85.540988,2.320499,0.555556,5.148148,0.28,27,77.78,14.7664,6.15,2.729432,1.4,4.25,0.13,5.75,7,True,False
0.28,11,-1.513225,-0.132919,0.0,3.858932,0.630225,0.161195,26.77114,-57.064975,-85.017627,2.197987,0.5625,6.0625,0.28,32,78.12,11.6439,6.34,2.383669,0.8,3.25,0.11,3.0,13,True,False
0.28,12,-1.513225,-0.132919,0.0,3.858932,0.630225,0.161195,26.77114,-57.064975,-85.017627,2.197987,0.5625,6.0625,0.28,32,75.0,12.0117,6.19,2.411291,0.8,4.0,0.04,6.0,12,True,False
0.28,13,-1.484524,-0.130572,0.0,3.823508,0.622575,0.158401,26.362408,-58.101351,-84.921507,2.203245,0.575758,6.272727,0.28,33,75.76,12.5297,6.03,2.349412,1.4,4.75,0.08,5.5,7,True,False
0.28,14,-1.352341,-0.124879,0.0,3.731516,0.593519,0.149508,25.418418,-61.511416,-85.69043,2.409164,0.605263,7.289474,0.28,38,78.95,12.0844,5.84,2.375068,1.3,3.25,0.13,4.5,7,True,False
0.28,15,-1.390444,-0.1196,0.0,3.551863,0.575742,0.143604,25.325463,-62.008633,-87.165692,2.352215,0.627907,8.186047,0.28,43,79.07,8.8642,7.51,1.959703,0.8,3.75,0.03,3.5,18,True,False
0.3,3,-1.263395,-0.129017,0.0,5.785739,0.723288,0.156855,24.157885,-60.563592,-89.369041,2.971803,0.714286,2.428571,0.3,7,100.0,24.9637,6.86,3.619675,2.0,3.5,0.03,6.0,7,True,False
0.3,4,-1.630195,-0.170445,0.0,5.477578,0.88533,0.206422,24.265735,-61.65319,-87.841138,2.242414,0.545455,3.0,0.3,11,100.0,29.3234,6.55,5.014132,1.9000000000000001,4.25,0.03,5.75,7,True,False
0.3,5,-1.465555,-0.1501,0.0,5.115671,0.801391,0.190112,24.638876,-61.710115,-86.060265,2.302633,0.571429,3.428571,0.3,14,100.0,25.7485,6.57,4.349363,1.8,4.25,0.28,4.25,7,True,False
0.3,6,-1.711345,-0.152847,0.0,4.62662,0.743588,0.186762,25.046917,-60.740862,-86.795239,2.15717,0.529412,3.882353,0.3,17,100.0,24.7804,10.12,3.517286,1.5,3.75,0.17,3.25,18,True,False
0.3,7,-1.898479,-0.160978,0.0,4.555648,0.747407,0.190785,25.225546,-60.699657,-87.038625,2.469575,0.526316,4.210526,0.3,19,89.47,18.7594,6.79,3.536092,0.8,2.75,0.05,5.0,16,True,False
0.3,8,-1.876087,-0.159653,0.0,4.355696,0.736423,0.189567,25.44974,-60.77672,-87.198828,2.400666,0.5,4.4,0.3,20,80.0,17.3562,5.7,3.415761,0.8,4.75,0.03,1.5,8,True,False
0.3,9,-1.786749,-0.158232,0.0,4.227373,0.725151,0.185749,25.697096,-59.057572,-85.980937,2.415502,0.52381,4.619048,0.3,21,76.19,13.9935,4.76,3.195957,0.8,4.5,0.04,5.25,6,True,False
0.3,10,-1.818471,-0.158425,0.0,4.108499,0.707848,0.185435,25.979137,-58.858163,-85.886169,2.402518,0.545455,4.863636,0.3,22,81.82,16.2149,6.09,3.184068,0.8,3.5,0.03,5.75,11,True,False
0.3,11,-1.633879,-0.144144,0.0,3.96362,0.66678,0.172865,26.35301,-58.160168,-85.112444,2.211011,0.555556,6.0,0.3,27,85.19,13.6087,6.74,2.758519,0.8,3.0,0.01,3.75,16,True,False
0.3,12,-1.619605,-0.143293,0.0,3.878658,0.663633,0.172254,26.705553,-57.484585,-85.492509,2.154676,0.535714,6.214286,0.3,28,85.71,13.0457,5.25,2.685241,0.8,4.5,0.09,5.5,7,True,False
0.3,13,-1.583277,-0.140264,0.0,3.837667,0.653775,0.168693,26.242705,-58.649441,-85.366757,2.162152,0.551724,6.448276,0.3,29,82.76,14.1293,6.34,2.478506,1.5,3.5,0.060000000000000005,5.5,7,True,False
0.3,14,-1.464082,-0.132512,0.0,3.819182,0.622959,0.159051,25.245569,-62.12308,-85.843003,2.43444,0.575758,7.363636,0.3,33,84.85,12.9029,7.09,2.743262,0.8,3.5,0.04,3.0,19,True,False
0.3,15,-1.451455,-0.126729,0.0,3.534458,0.599585,0.151158,25.131438,-62.586169,-86.833071,2.388515,0.631579,8.368421,0.3,38,76.32,9.6949,6.42,2.092003,0.8,3.25,0.09999999999999999,4.75,12,True,False
0.35,3,-1.226587,-0.114439,0.0,5.854604,0.637164,0.14896,23.195076,-64.241568,-89.856212,3.626661,0.8,2.2,0.35,5,100.0,15.0977,6.8,2.27434,1.5,4.25,0.15000000000000002,2.25,7,True,False
0.35,4,-1.55689,-0.149967,0.0,5.997607,0.775597,0.194207,23.20336,-64.590803,-90.931601,2.614289,0.5,2.875,0.35,8,100.0,22.1359,6.88,3.235727,1.6,3.25,0.060000000000000005,5.25,7,True,False
0.35,5,-1.535279,-0.160638,0.0,5.252043,0.820426,0.20541,24.96149,-60.766632,-86.367734,2.287801,0.4,3.3,0.35,10,100.0,24.7895,6.7,3.921325,1.6,2.5,0.2,2.5,7,True,False
0.35,6,-1.535279,-0.160638,0.0,5.252043,0.820426,0.20541,24.96149,-60.766632,-86.367734,2.287801,0.4,3.3,0.35,10,100.0,21.027,5.4,4.008308,0.8,3.0,0.060000000000000005,3.75,7,True,False
0.35,7,-1.57289,-0.145374,0.0,4.895267,0.747836,0.194651,26.622216,-57.826024,-85.377542,2.720718,0.538462,4.153846,0.35,13,100.0,22.6054,6.62,3.547706,1.6,2.5,0.19,3.5,7,True,False
0.35,8,-1.57289,-0.145374,0.0,4.895267,0.747836,0.194651,26.622216,-57.826024,-85.377542,2.720718,0.538462,4.153846,0.35,13,92.31,21.0146,6.77,3.227434,2.2,3.5,0.27,2.0,7,True,False
0.35,9,-1.865356,-0.158973,0.0,4.367825,0.732879,0.19618,26.922791,-57.70933,-86.543409,2.495347,0.533333,4.8,0.35,15,86.67,16.5564,5.73,3.244708,0.8,2.75,0.05,4.0,8,True,False
0.35,10,-1.90406,-0.159191,0.0,4.195594,0.708604,0.195097,27.233992,-57.519409,-86.377948,2.472503,0.5625,5.125,0.35,16,87.5,14.3752,5.38,2.891027,0.7,3.0,0.21000000000000002,1.75,7,True,False
0.35,11,-1.850067,-0.152053,0.0,4.102147,0.696942,0.194961,28.296108,-54.800406,-84.056224,2.374728,0.529412,5.470588,0.35,17,94.12,18.3562,6.65,2.856507,1.4,3.5,0.15000000000000002,3.5,7,True,False
