threshold_pct,max_setup_hold_bars,ctx_dist_ema200,ctx_ema50_slope,ctx_supertrend,ctx_vol_z,ctx_bb_width_ratio,ctx_atr_pct,ctx_rsi,ctx_cmo,ctx_williams_r,ctx_vol_ratio,ctx_vol_sig,ctx_setup_bars,entry_threshold_pct,trades,win_rate,avg_return,avg_hold_bars,return_per_bar,tp_mult,sl_mult,max_holding_bars
0.07,6,-0.529536,-0.057291,0.0,2.381462,0.434417,0.086841,33.568341,-36.688247,-76.539896,1.299611,0.386707,2.876133,0.07,331,81.57,5.5816,15.13,1.553736,1.25,8.0,43
0.07,7,-0.522026,-0.055499,0.0,2.342375,0.421843,0.085055,33.616707,-37.100534,-76.736548,1.320638,0.386555,3.176471,0.07,357,82.35,5.7904,15.49,1.539072,1.25,6.5,50
0.07,8,-0.525779,-0.054601,0.0,2.293654,0.412304,0.083501,33.637157,-37.263671,-77.023919,1.305592,0.376963,3.492147,0.07,382,82.2,5.5308,14.4,1.504829,1.25,5.75,45
0.07,9,-0.517637,-0.052778,0.0,2.216476,0.40052,0.081674,33.554724,-38.183554,-77.488244,1.29758,0.37561,3.868293,0.07,410,81.46,5.4451,16.64,1.484218,1.3,8.0,50
0.07,10,-0.509519,-0.051915,0.0,2.181161,0.392896,0.080509,33.553209,-38.400806,-77.799581,1.296397,0.377358,4.070755,0.07,424,80.9,4.9119,15.39,1.403609,1.3,6.0,46
0.07,12,-0.497146,-0.050072,0.0,2.14746,0.38004,0.078735,33.548155,-39.13066,-78.309487,1.293563,0.378022,4.567033,0.07,455,81.1,4.8157,14.99,1.370963,1.25,6.0,47
0.07,14,-0.48948,-0.04889,0.0,2.112778,0.369934,0.077263,33.551852,-39.573673,-78.887904,1.30605,0.392034,4.985325,0.07,477,80.29,4.6506,16.88,1.347027,1.3,8.0,49
0.07,16,-0.470658,-0.046898,0.0,2.041941,0.354503,0.075087,33.526322,-40.664803,-79.820472,1.321124,0.39961,5.729045,0.07,513,79.73,4.117,14.95,1.252589,1.25,6.25,44
0.07,18,-0.459399,-0.045728,0.0,1.998726,0.344971,0.073792,33.599929,-40.956252,-80.166284,1.319302,0.400372,6.258845,0.07,537,79.33,3.8617,16.12,1.230251,1.3,8.0,43
0.07,20,-0.451964,-0.044298,0.0,1.918521,0.332252,0.072046,33.643144,-41.670521,-80.881929,1.319772,0.397548,7.042032,0.07,571,81.26,4.2525,16.15,1.199648,1.25,6.75,50
0.07,22,-0.447022,-0.043753,0.0,1.907601,0.328887,0.071574,33.721056,-41.6303,-80.830187,1.334677,0.399312,7.290878,0.07,581,80.9,3.9751,16.86,1.17577,1.3,7.25,50
0.07,25,-0.443703,-0.043232,0.0,1.894957,0.324421,0.070956,33.707848,-41.994114,-81.107464,1.337772,0.407035,7.733668,0.07,597,78.39,3.7923,15.93,1.146139,1.35,7.5,40
0.07,28,-0.440688,-0.042753,0.0,1.886999,0.321651,0.070467,33.666961,-42.308046,-81.345258,1.345086,0.414474,8.075658,0.07,608,77.63,3.0679,13.12,1.073543,1.2000000000000002,6.25,33
0.07,30,-0.436334,-0.042307,0.0,1.877145,0.318346,0.070076,33.635537,-42.575794,-81.746325,1.346028,0.412903,8.48871,0.07,620,78.39,3.6922,17.02,1.099383,1.4,7.0,44
0.07,35,-0.430535,-0.041429,0.0,1.843505,0.312429,0.069154,33.582365,-43.211904,-82.10218,1.351845,0.419505,9.456656,0.07,646,80.19,3.8047,16.27,1.122639,1.25,6.75,50
0.07,40,-0.425174,-0.040361,0.0,1.826909,0.306596,0.068291,33.520126,-43.742982,-82.548049,1.364049,0.430473,10.730769,0.07,676,76.18,2.6941,11.1,0.986981,0.95,6.75,33
0.07,45,-0.422214,-0.039775,0.0,1.8102,0.303544,0.067757,33.494517,-44.089846,-82.75768,1.394525,0.43741,11.620144,0.07,695,79.86,3.5772,16.77,1.082473,1.25,8.0,50
0.07,50,-0.421014,-0.039548,0.0,1.81735,0.302559,0.067537,33.431516,-44.330949,-82.901623,1.410352,0.441595,11.994302,0.07,702,78.06,3.2265,16.69,1.049986,1.35,8.0,43
0.08,1,-0.797494,-0.0906,0.0,3.280392,0.645364,0.121073,32.6999,-34.005743,-78.142252,1.330162,0.4625,1.0,0.08,80,70.0,4.9972,13.59,2.126832,1.3,8.0,31
0.08,2,-0.700848,-0.079806,0.0,3.028909,0.584813,0.112006,33.554617,-32.82477,-75.609018,1.358739,0.414414,1.279279,0.08,111,79.28,8.1981,19.39,1.929351,1.4500000000000002,8.0,48
0.08,3,-0.655555,-0.072111,0.0,2.791006,0.529094,0.105567,33.418576,-35.016956,-76.689034,1.4008,0.422857,1.908571,0.08,175,78.86,7.733,17.22,1.797739,1.4,6.25,50
0.08,4,-0.636379,-0.067947,0.0,2.680107,0.49748,0.099709,32.969049,-36.882681,-76.726426,1.407011,0.416667,2.305556,0.08,216,78.7,7.385,17.0,1.700655,1.4500000000000002,8.0,42
0.08,5,-0.597347,-0.063197,0.0,2.504313,0.467974,0.095037,33.357225,-36.900031,-76.230961,1.348177,0.406844,2.787072,0.08,263,80.99,7.2991,16.16,1.662418,1.4,5.75,46
0.08,6,-0.575514,-0.060882,0.0,2.47413,0.448245,0.091543,33.090318,-38.140937,-77.34531,1.333127,0.397887,3.024648,0.08,284,79.58,5.4723,14.06,1.555123,1.3,7.5,37
0.08,7,-0.567302,-0.059044,0.0,2.408797,0.435047,0.089548,33.199744,-38.40258,-77.560872,1.346086,0.38835,3.346278,0.08,309,76.38,5.3198,10.19,1.484608,1.3,7.25,19
0.08,8,-0.568382,-0.058459,0.0,2.357216,0.427056,0.088045,33.085142,-38.891181,-78.178566,1.339299,0.390244,3.615854,0.08,328,80.79,6.4437,15.38,1.586499,1.4,6.5,43
0.08,9,-0.548972,-0.055979,0.0,2.296633,0.411198,0.085856,33.010796,-39.865044,-78.70838,1.334341,0.391061,4.067039,0.08,358,79.89,5.7099,14.17,1.553932,1.25,7.0,40
0.08,10,-0.544216,-0.054941,0.0,2.252732,0.403012,0.084369,32.938737,-40.298243,-79.074885,1.331511,0.394667,4.336,0.08,375,81.33,5.894,15.6,1.525897,1.25,7.0,50
0.08,12,-0.524371,-0.052619,0.0,2.209031,0.385497,0.081855,32.947474,-41.17824,-79.754237,1.325561,0.390663,4.896806,0.08,407,82.06,4.8385,12.4,1.423939,1.05,7.25,43
0.08,14,-0.525446,-0.051731,0.0,2.182934,0.378555,0.08094,33.002987,-41.452777,-80.234241,1.332639,0.397163,5.219858,0.08,423,80.61,4.9693,13.63,1.361805,1.1,6.25,49
0.08,16,-0.501598,-0.049272,0.0,2.115522,0.361253,0.07844,33.027091,-42.596063,-80.991044,1.351503,0.418655,6.08026,0.08,461,80.26,4.5218,13.15,1.324286,1.0,8.0,50
0.08,18,-0.491358,-0.048033,0.0,2.070382,0.351463,0.076979,33.068523,-43.020239,-81.379344,1.345045,0.418557,6.641237,0.08,485,79.38,4.22,13.87,1.261966,1.1,7.0,47
0.08,20,-0.481512,-0.046384,0.0,1.988205,0.336756,0.074776,33.082349,-43.901791,-82.107375,1.347558,0.417308,7.511538,0.08,520,78.46,4.0112,13.45,1.222709,1.25,7.25,33
0.08,22,-0.473952,-0.045545,0.0,1.964812,0.33186,0.073965,33.195444,-43.816936,-82.070029,1.367108,0.421348,7.88015,0.08,534,80.34,4.2774,15.86,1.21627,1.3,6.75,46
0.08,25,-0.468881,-0.044897,0.0,1.936989,0.326144,0.073279,33.234574,-43.983479,-82.354647,1.375653,0.432971,8.400362,0.08,552,78.8,3.8416,15.65,1.183527,1.3,7.5,43
0.08,28,-0.463733,-0.044193,0.0,1.934828,0.322118,0.072504,33.193251,-44.319778,-82.557079,1.384151,0.441696,8.85159,0.08,566,78.45,3.2348,14.1,1.142091,1.15,7.75,41
0.08,30,-0.459939,-0.043771,0.0,1.931209,0.319369,0.071997,33.162796,-44.557174,-82.805484,1.389862,0.445217,9.173913,0.08,575,76.35,3.3974,10.42,1.115099,1.05,8.0,25
0.08,35,-0.451812,-0.042618,0.0,1.888142,0.312053,0.070769,33.156329,-45.088698,-83.142438,1.399064,0.456954,10.301325,0.08,604,77.98,3.6492,16.34,1.128101,1.3,7.0,48
0.08,40,-0.447787,-0.041661,0.0,1.867634,0.306761,0.070228,33.118519,-45.46267,-83.542581,1.410111,0.461905,11.453968,0.08,630,79.84,3.5405,14.09,1.116072,1.05,8.0,50
0.08,45,-0.4432,-0.040842,0.0,1.858708,0.30257,0.069291,33.072736,-45.875325,-83.74612,1.450447,0.467176,12.650382,0.08,655,77.56,3.6181,17.25,1.108934,1.35,8.0,48
0.08,50,-0.440735,-0.040534,0.0,1.858568,0.30118,0.068964,33.008075,-46.165929,-83.930905,1.467128,0.472892,13.138554,0.08,664,72.74,2.7359,12.28,1.028954,1.25,7.25,26
0.09,1,-0.852395,-0.08999,0.0,3.416747,0.649739,0.12247,32.70799,-33.491683,-79.329,1.431377,0.507937,1.0,0.09,63,73.02,7.8269,22.37,1.90732,1.6500000000000001,6.5,50
0.09,2,-0.750181,-0.080038,0.0,3.204701,0.596646,0.112783,33.367314,-32.788019,-76.519462,1.460481,0.44186,1.267442,0.09,86,77.91,7.2305,18.67,1.815338,1.35,6.0,50
0.09,3,-0.689205,-0.07359,0.0,2.921287,0.544032,0.109536,33.263759,-35.467254,-76.946073,1.485983,0.450704,1.950704,0.09,142,76.06,6.6042,18.28,1.670166,1.35,6.5,50
0.09,4,-0.661108,-0.069058,0.0,2.802713,0.506151,0.102103,32.722995,-37.938184,-77.67941,1.488131,0.446927,2.374302,0.09,179,79.33,6.8826,17.43,1.608177,1.4,7.5,47
0.09,5,-0.627331,-0.065061,0.0,2.652443,0.480372,0.097983,32.861857,-38.386076,-77.269683,1.428295,0.439815,2.824074,0.09,216,81.02,7.0178,16.43,1.617824,1.35,6.5,49
0.09,6,-0.600826,-0.062324,0.0,2.584375,0.458396,0.094267,32.746858,-39.350494,-78.058506,1.403922,0.427966,3.09322,0.09,236,81.78,6.1376,16.07,1.543847,1.25,7.5,50
0.09,7,-0.600116,-0.060826,0.0,2.50906,0.445432,0.092531,32.809901,-39.707131,-78.383333,1.416321,0.419231,3.453846,0.09,260,76.92,5.3724,13.33,1.532251,1.35,7.0,32
0.09,8,-0.609231,-0.061372,0.0,2.453773,0.441308,0.091684,32.689081,-40.149223,-78.922411,1.399826,0.417266,3.748201,0.09,278,77.7,6.0492,12.01,1.53097,1.35,6.25,26
0.09,9,-0.590006,-0.059195,0.0,2.407777,0.42857,0.089772,32.654263,-40.923277,-79.473178,1.389536,0.408027,4.117057,0.09,299,81.27,6.1803,15.86,1.587724,1.25,8.0,50
0.09,10,-0.577946,-0.057637,0.0,2.364772,0.416663,0.08801,32.502958,-41.854191,-80.015294,1.374541,0.410658,4.485893,0.09,319,79.94,6.0121,16.37,1.544673,1.35,7.0,49
0.09,12,-0.555346,-0.054934,0.0,2.303803,0.394806,0.084615,32.332126,-43.212374,-80.939745,1.36479,0.401709,5.11396,0.09,351,80.91,5.4388,15.52,1.502922,1.25,7.25,50
0.09,14,-0.55102,-0.053416,0.0,2.245539,0.382641,0.082874,32.45097,-43.529583,-81.601475,1.360165,0.399464,5.61126,0.09,373,79.62,4.5416,13.66,1.403519,1.25,7.0,37
0.09,16,-0.527364,-0.051017,0.0,2.194439,0.366309,0.080698,32.525768,-44.464332,-82.255803,1.373876,0.418719,6.428571,0.09,406,80.3,4.3857,13.79,1.318873,1.05,8.0,50
0.09,18,-0.517427,-0.049578,0.0,2.140207,0.355411,0.079188,32.584438,-44.978989,-82.715253,1.369442,0.422274,7.074246,0.09,431,80.28,4.3182,15.34,1.322929,1.25,7.75,47
0.09,20,-0.507611,-0.047848,0.0,2.051077,0.340421,0.076972,32.677799,-45.642748,-83.382522,1.371722,0.424569,7.971983,0.09,464,79.96,4.8772,15.84,1.237353,1.35,5.75,50
0.09,22,-0.495915,-0.046792,0.0,2.013066,0.333105,0.07561,32.656602,-46.009462,-83.571212,1.387722,0.427386,8.479253,0.09,482,77.59,4.2226,13.85,1.203151,1.35,7.0,32
0.09,25,-0.489668,-0.045838,0.0,1.970805,0.326183,0.07456,32.732445,-46.277897,-83.87137,1.392577,0.43254,9.150794,0.09,504,77.58,3.7397,14.6,1.166744,1.35,6.75,36
0.09,28,-0.484594,-0.045109,0.0,1.965616,0.321429,0.073803,32.710392,-46.584146,-84.148133,1.40795,0.442308,9.686538,0.09,520,77.5,3.6718,14.31,1.152017,1.35,6.5,36
0.09,30,-0.481611,-0.044772,0.0,1.957941,0.31938,0.073385,32.708627,-46.637041,-84.251745,1.415202,0.44592,9.952562,0.09,527,74.57,3.5047,13.78,1.091555,1.4,7.25,29
0.09,35,-0.470307,-0.043344,0.0,1.923646,0.310762,0.071801,32.685085,-47.264663,-84.55996,1.429945,0.456989,11.215054,0.09,558,79.03,3.8001,16.11,1.143467,1.25,7.25,50
0.09,40,-0.464368,-0.04232,0.0,1.903104,0.304495,0.070792,32.650687,-47.631066,-84.874759,1.447587,0.464041,12.407534,0.09,584,77.91,2.9807,12.17,1.05084,0.9,7.25,46
0.09,45,-0.461098,-0.041522,0.0,1.900937,0.300938,0.070233,32.606821,-48.01697,-85.018195,1.491696,0.475248,13.518152,0.09,606,78.38,3.6436,16.54,1.095646,1.35,7.5,45
0.09,50,-0.458484,-0.04109,0.0,1.893155,0.2989,0.069746,32.544917,-48.362154,-85.253523,1.507587,0.480583,14.184466,0.09,618,77.35,2.99,12.92,1.013054,0.95,7.75,47
0.1,1,-0.860244,-0.097499,0.0,3.692544,0.686819,0.131142,32.241522,-34.427321,-81.044248,1.479331,0.5,1.0,0.1,46,76.09,5.3864,16.87,2.061634,1.3,6.0,44
0.1,2,-0.794977,-0.083516,0.0,3.323563,0.608248,0.117029,32.864369,-34.267617,-77.492888,1.563712,0.465753,1.369863,0.1,73,72.6,4.7133,15.63,1.745931,1.4,7.5,34
0.1,3,-0.717769,-0.076183,0.0,3.016386,0.5602,0.113045,33.296904,-35.04836,-76.363423,1.559452,0.471074,2.016529,0.1,121,71.07,5.3647,15.38,1.724843,1.4,7.5,34
0.1,4,-0.706679,-0.073268,0.0,2.921264,0.52642,0.106933,32.450578,-38.239903,-77.306768,1.562065,0.477419,2.451613,0.1,155,75.48,5.6595,16.15,1.60984,1.4,7.0,39
0.1,5,-0.663848,-0.068971,0.0,2.770002,0.502782,0.102586,32.517172,-38.986457,-77.121077,1.491105,0.470588,2.887701,0.1,187,79.68,5.9671,14.75,1.657727,1.25,5.75,44
0.1,6,-0.635372,-0.06562,0.0,2.669494,0.475498,0.097942,32.378104,-40.388036,-78.322617,1.450787,0.449761,3.215311,0.1,209,75.6,5.1499,12.98,1.558365,1.35,7.25,29
0.1,7,-0.641969,-0.064791,0.0,2.602936,0.468097,0.096903,32.377551,-40.993896,-79.207832,1.460685,0.437229,3.575758,0.1,231,81.39,5.7812,14.41,1.690738,1.25,6.75,46
0.1,8,-0.644783,-0.064575,0.0,2.547246,0.458616,0.095718,32.349539,-41.295973,-79.613618,1.442108,0.431452,3.879032,0.1,248,81.45,6.0065,14.23,1.689424,1.25,6.25,46
0.1,9,-0.620141,-0.061973,0.0,2.480918,0.442464,0.092875,32.333399,-42.04021,-80.06751,1.425525,0.425926,4.296296,0.1,270,80.0,5.9995,15.54,1.675325,1.35,7.25,44
0.1,10,-0.605549,-0.060182,0.0,2.42925,0.429401,0.090702,32.135262,-43.151226,-80.603762,1.401955,0.42069,4.689655,0.1,290,78.97,5.2192,13.32,1.588547,1.25,6.0,39
0.1,12,-0.580933,-0.05745,0.0,2.391885,0.409015,0.087565,32.048137,-44.118902,-81.098411,1.388046,0.413249,5.255521,0.1,317,80.76,5.5062,15.39,1.599153,1.25,7.25,50
0.1,14,-0.575183,-0.055618,0.0,2.295306,0.393327,0.085111,32.076507,-44.708627,-81.921682,1.378433,0.407625,5.832845,0.1,341,79.77,4.9118,16.29,1.498028,1.3,7.25,50
0.1,16,-0.555232,-0.053414,0.0,2.24895,0.376216,0.083004,32.190012,-45.386218,-82.462229,1.392634,0.427419,6.655914,0.1,372,79.3,4.2604,14.5,1.417193,1.25,7.0,43
0.1,18,-0.541767,-0.051748,0.0,2.187957,0.364367,0.081256,32.279568,-45.779194,-82.802792,1.395565,0.439394,7.318182,0.1,396,78.28,3.9136,13.7,1.369268,1.25,8.0,39
0.1,20,-0.530514,-0.050163,0.0,2.128227,0.352164,0.079477,32.330514,-46.369532,-83.469761,1.39949,0.445498,8.085308,0.1,422,78.2,3.6567,13.11,1.259057,1.15,6.75,42
0.1,22,-0.522251,-0.049015,0.0,2.068405,0.343529,0.077929,32.302772,-46.984671,-83.842526,1.414081,0.451467,8.72009,0.1,443,78.33,4.3526,13.44,1.269483,1.35,7.0,32
0.1,25,-0.512175,-0.047674,0.0,1.995632,0.332212,0.076068,32.375313,-47.254493,-84.232872,1.415219,0.454545,9.672304,0.1,473,75.48,3.8367,11.74,1.208906,1.3,7.5,25
0.1,28,-0.505632,-0.046927,0.0,1.998607,0.327224,0.075159,32.322923,-47.66008,-84.563372,1.427406,0.461224,10.269388,0.1,490,79.59,4.5141,13.79,1.212922,1.25,5.25,50
0.1,30,-0.504196,-0.046634,0.0,1.995515,0.325564,0.074869,32.296032,-47.883092,-84.761109,1.428797,0.468813,10.54326,0.1,497,79.07,4.0882,14.52,1.229796,1.3,8.0,42
0.1,35,-0.490535,-0.045106,0.0,1.96307,0.317292,0.073101,32.30006,-48.334066,-84.951598,1.440339,0.474286,11.712381,0.1,525,76.95,3.2462,12.72,1.127714,1.2000000000000002,7.0,35
0.1,40,-0.48491,-0.044076,0.0,1.947515,0.311257,0.072165,32.223593,-48.906187,-85.226869,1.461961,0.483636,12.898182,0.1,550,76.91,3.3306,13.09,1.118563,1.25,6.5,35
0.1,45,-0.478337,-0.043006,0.0,1.940823,0.30611,0.071269,32.186782,-49.221505,-85.433961,1.498322,0.488696,14.196522,0.1,575,77.57,3.5454,14.11,1.132725,1.25,7.5,40
0.1,50,-0.476646,-0.042576,0.0,1.9337,0.303568,0.070826,32.177087,-49.375473,-85.584534,1.511711,0.493174,14.827645,0.1,586,75.94,2.7297,11.75,1.054914,1.0,7.5,37
0.11,1,-0.887455,-0.10323,0.0,3.932545,0.703007,0.138165,31.689384,-36.422602,-82.900975,1.547602,0.472222,1.0,0.11,36,72.22,5.8215,17.19,2.1981,1.3,8.0,43
0.11,2,-0.844595,-0.089286,0.0,3.520246,0.615917,0.122311,32.163387,-36.643744,-79.485237,1.704211,0.508475,1.389831,0.11,59,74.58,5.3197,17.95,1.993107,1.3,7.0,43
0.11,3,-0.759423,-0.078375,0.0,3.112966,0.563581,0.116317,33.133045,-35.839692,-76.872504,1.592268,0.486239,2.12844,0.11,109,72.48,6.1603,17.1,2.084733,1.35,8.0,42
0.11,4,-0.738675,-0.077459,0.0,3.036143,0.543401,0.112245,32.248777,-38.985262,-78.107104,1.615339,0.5,2.477612,0.11,134,76.12,6.5854,17.34,1.850315,1.4,7.0,43
0.11,5,-0.698359,-0.072508,0.0,2.803127,0.51104,0.106034,32.06838,-40.553713,-77.937052,1.52054,0.487952,2.963855,0.11,166,80.12,7.293,16.63,1.856722,1.25,7.25,50
0.11,6,-0.68134,-0.069746,0.0,2.76104,0.49024,0.102289,31.902134,-41.847961,-79.099173,1.490626,0.480874,3.245902,0.11,183,78.14,6.2776,14.08,1.769179,1.35,6.0,37
0.11,7,-0.673686,-0.067908,0.0,2.696794,0.479381,0.099945,31.898917,-42.479414,-79.927811,1.496463,0.461165,3.665049,0.11,206,78.16,6.2386,13.84,1.779313,1.35,6.0,37
0.11,8,-0.680005,-0.067902,0.0,2.627214,0.47268,0.098868,31.85695,-42.821018,-80.312004,1.477142,0.452055,3.922374,0.11,219,78.54,6.1382,13.02,1.750377,1.3,7.5,32
0.11,9,-0.66709,-0.065993,0.0,2.613882,0.459888,0.09711,31.919074,-43.236254,-80.739272,1.472222,0.450216,4.186147,0.11,231,74.46,6.3081,11.62,1.693182,1.35,5.75,25
0.11,10,-0.649326,-0.063771,0.0,2.531643,0.443081,0.09423,31.645362,-44.647271,-81.537078,1.442371,0.448413,4.670635,0.11,252,77.38,5.6138,14.68,1.710464,1.3,7.0,41
0.11,12,-0.617077,-0.060711,0.0,2.450553,0.419509,0.090314,31.441332,-45.857427,-82.212752,1.425168,0.44086,5.322581,0.11,279,75.63,5.2131,11.09,1.601665,1.25,7.5,25
0.11,14,-0.604451,-0.058268,0.0,2.378417,0.400326,0.087219,31.668104,-45.671252,-82.46576,1.426996,0.445902,6.039344,0.11,305,77.38,4.768,14.43,1.554613,1.3,8.0,38
0.11,16,-0.583283,-0.056041,0.0,2.340621,0.382251,0.084927,31.668875,-46.623982,-82.929637,1.436973,0.453453,6.84985,0.11,333,77.18,5.0096,15.92,1.522281,1.35,7.5,46
0.11,18,-0.570945,-0.054474,0.0,2.286279,0.370846,0.083279,31.710824,-47.251427,-83.587152,1.440259,0.466292,7.536517,0.11,356,77.53,4.2785,13.31,1.448115,1.25,7.5,38
0.11,20,-0.557763,-0.052316,0.0,2.206426,0.356572,0.081181,31.800808,-47.952163,-84.371345,1.449027,0.483117,8.457143,0.11,385,77.14,4.3604,14.73,1.374665,1.35,6.75,42
0.11,22,-0.548354,-0.051266,0.0,2.163598,0.349063,0.079872,31.786512,-48.431249,-84.734024,1.469714,0.487562,9.002488,0.11,402,78.61,4.2386,13.1,1.369217,1.25,7.75,37
0.11,25,-0.537424,-0.049752,0.0,2.059956,0.335789,0.077492,31.825093,-48.906675,-85.1997,1.462468,0.494253,10.11954,0.11,435,78.62,3.858,13.11,1.306251,1.25,7.75,36
0.11,28,-0.528268,-0.048845,0.0,2.065414,0.330194,0.076498,31.809309,-49.172781,-85.458514,1.475497,0.505519,10.796909,0.11,453,79.25,4.46,15.62,1.303658,1.3,8.0,50
0.11,30,-0.526106,-0.048513,0.0,2.060768,0.328556,0.07618,31.804845,-49.300296,-85.633193,1.473023,0.506522,11.08913,0.11,460,77.83,4.3529,14.8,1.280175,1.35,7.0,43
0.11,35,-0.515193,-0.047212,0.0,2.031092,0.32177,0.074639,31.76504,-49.753698,-85.966818,1.481379,0.503106,12.10766,0.11,483,78.67,3.9567,15.26,1.254877,1.3,8.0,46
0.11,40,-0.508172,-0.046001,0.0,2.02126,0.315276,0.073766,31.715686,-50.267627,-86.214323,1.497075,0.506876,13.418468,0.11,509,77.8,3.6034,12.11,1.191859,1.25,6.25,32
0.11,45,-0.498184,-0.044454,0.0,1.997088,0.307397,0.072379,31.760725,-50.432746,-86.282572,1.540546,0.512015,15.168207,0.11,541,78.37,3.3277,12.98,1.186696,1.25,8.0,34
0.11,50,-0.498364,-0.044145,0.0,1.993088,0.305819,0.072096,31.72495,-50.567602,-86.331591,1.572104,0.520871,15.76588,0.11,551,79.49,3.9346,14.74,1.177053,1.25,6.25,50
0.12,1,-0.910542,-0.102722,0.0,4.079004,0.714944,0.143594,32.189676,-37.109383,-83.832353,1.723456,0.538462,1.0,0.12,26,73.08,7.4812,17.5,1.882777,1.3,5.0,46
0.12,2,-0.89751,-0.091296,0.0,3.657281,0.617842,0.125057,31.666213,-39.12349,-80.932768,1.902907,0.613636,1.409091,0.12,44,68.18,4.7646,17.73,1.774188,1.4,5.25,38
0.12,3,-0.829335,-0.080888,0.0,3.296454,0.572596,0.120836,32.727383,-37.918925,-78.652264,1.629733,0.488889,2.222222,0.12,90,72.22,6.4673,17.17,1.890834,1.25,6.75,46
0.12,4,-0.797086,-0.081508,0.0,3.209877,0.557447,0.119059,32.009191,-40.503154,-79.550876,1.684927,0.517544,2.596491,0.12,114,76.32,7.0766,16.23,1.814321,1.25,6.75,46
0.12,5,-0.749094,-0.076431,0.0,2.984278,0.522,0.112338,31.724872,-42.35085,-79.121608,1.587602,0.503546,3.056738,0.12,141,75.89,6.7375,14.19,1.785501,1.35,5.75,38
0.12,6,-0.724072,-0.073391,0.0,2.906849,0.503944,0.108182,31.695374,-43.06216,-79.738021,1.547473,0.487179,3.339744,0.12,156,78.85,6.6018,13.97,1.799813,1.3,7.75,37
0.12,7,-0.712348,-0.070943,0.0,2.849043,0.489408,0.104508,31.452468,-44.651854,-81.24844,1.562073,0.497207,3.810056,0.12,179,79.89,6.8596,14.27,1.831145,1.25,7.0,44
0.12,8,-0.713812,-0.070381,0.0,2.798452,0.48088,0.103218,31.400718,-44.969803,-81.631993,1.554826,0.5,4.010638,0.12,188,79.26,7.1866,14.77,1.827432,1.25,7.25,47
0.12,9,-0.715133,-0.070151,0.0,2.777964,0.475887,0.102778,31.406056,-45.20776,-81.62903,1.55698,0.502538,4.238579,0.12,197,77.66,6.8878,14.04,1.864813,1.35,7.5,38
0.12,10,-0.686294,-0.066824,0.0,2.633833,0.450793,0.098027,31.193142,-46.733179,-82.72935,1.500283,0.491071,4.933036,0.12,224,77.23,6.2679,10.97,1.808225,1.25,8.0,26
0.12,12,-0.656601,-0.06359,0.0,2.573257,0.427673,0.09407,31.031326,-47.749312,-83.284166,1.475338,0.475806,5.564516,0.12,248,78.63,5.9035,13.01,1.633354,1.2000000000000002,5.25,46
0.12,14,-0.644545,-0.06167,0.0,2.523178,0.413446,0.091643,31.060313,-47.947751,-83.539428,1.477196,0.475472,6.086792,0.12,265,78.11,5.519,13.08,1.67406,1.25,7.0,37
0.12,16,-0.61442,-0.058572,0.0,2.457725,0.390898,0.087979,31.021451,-49.31885,-84.209594,1.474998,0.474747,7.114478,0.12,297,78.45,5.8169,14.36,1.555217,1.3,5.0,49
0.12,18,-0.596073,-0.056546,0.0,2.389231,0.377588,0.085906,31.089722,-49.911905,-84.903166,1.479305,0.484375,7.8625,0.12,320,78.44,5.1158,12.83,1.479792,1.25,4.5,45
0.12,20,-0.586463,-0.054632,0.0,2.313149,0.364386,0.083985,31.202845,-50.350525,-85.386848,1.486315,0.494186,8.68314,0.12,344,78.78,4.937,12.72,1.485845,1.25,7.0,37
0.12,22,-0.576484,-0.053447,0.0,2.264053,0.355754,0.082401,31.150684,-50.97434,-85.77464,1.502943,0.494475,9.309392,0.12,362,79.83,5.3843,12.78,1.408895,1.25,4.75,46
0.12,25,-0.563195,-0.051539,0.0,2.138244,0.340113,0.079722,31.25024,-51.4542,-86.392815,1.501265,0.506266,10.629073,0.12,399,80.2,4.9603,13.1,1.426609,1.25,7.5,38
0.12,28,-0.556658,-0.050817,0.0,2.132735,0.335235,0.078739,31.258524,-51.548461,-86.479028,1.514969,0.513317,11.191283,0.12,413,79.18,4.6392,11.8,1.378092,1.25,8.0,30
0.12,30,-0.550854,-0.050137,0.0,2.115688,0.33196,0.078255,31.345587,-51.524537,-86.725278,1.504652,0.510588,11.710588,0.12,425,81.18,5.3261,14.75,1.420386,1.25,8.0,50
0.12,35,-0.541077,-0.048962,0.0,2.100445,0.326274,0.076836,31.263588,-51.989303,-86.915682,1.511006,0.509009,12.599099,0.12,444,80.86,5.0088,14.95,1.38261,1.25,8.0,50
0.12,40,-0.529899,-0.047434,0.0,2.080067,0.318558,0.075522,31.278965,-52.221829,-86.996817,1.536035,0.520085,14.145877,0.12,473,80.13,4.4877,14.64,1.299727,1.3,7.0,45
0.12,45,-0.520361,-0.045859,0.0,2.046472,0.310719,0.074138,31.315361,-52.381116,-86.977891,1.580534,0.532803,15.900596,0.12,503,81.11,4.4507,14.27,1.306384,1.25,8.0,44
0.12,50,-0.518945,-0.045377,0.0,2.029098,0.308433,0.073658,31.299997,-52.500474,-87.117634,1.612468,0.542636,16.703488,0.12,516,80.81,4.0596,12.38,1.232396,1.05,7.0,45
